date,asset_0,asset_1,asset_2,asset_3,iteration,train_start_date,train_end_date,test_start_date,test_end_date
2020-01-03,0.24563913,0.26308262,0.24563913,0.24563913,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-06,0.26493979,0.2438751,0.2438751,0.24730998,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-07,0.23416069,0.23416069,0.23416069,0.29751787,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-08,0.24942504,0.25172487,0.24942504,0.24942504,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-09,0.2382191,0.25680396,0.2382191,0.26675785,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-10,0.25370833,0.24796765,0.24796765,0.2503564,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-13,0.2461502,0.2461502,0.2461502,0.26154947,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-14,0.24732545,0.24732545,0.24732545,0.25802368,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-15,0.24986611,0.23492964,0.2645931,0.2506112,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-16,0.24502595,0.24502595,0.24502595,0.26492214,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-17,0.2653161,0.2613304,0.23650351,0.23685002,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-21,0.24447243,0.24447243,0.24447243,0.26658267,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-22,0.2371039,0.27465045,0.2371039,0.2511418,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-23,0.22551532,0.28260612,0.22188555,0.26999304,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-24,0.27071002,0.24247056,0.24434887,0.24247056,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-27,0.22461124,0.28284886,0.22461124,0.2679287,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-28,0.23361525,0.29915416,0.23361525,0.23361525,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-29,0.2349332,0.2349332,0.2349332,0.29520044,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-30,0.25726575,0.24757807,0.24757807,0.24757807,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-31,0.24229097,0.24229097,0.24229097,0.27312705,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-03,0.23349045,0.26183966,0.23349045,0.27117944,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-04,0.24007818,0.27976546,0.24007818,0.24007818,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-05,0.23608108,0.27321857,0.23608108,0.25461933,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-06,0.23361792,0.2604819,0.23361792,0.2722823,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-07,0.23752996,0.28296083,0.21156968,0.26793957,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-10,0.24208876,0.2737337,0.24208876,0.24208876,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-11,0.23588003,0.28403085,0.2427225,0.23736666,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-12,0.24843533,0.24843533,0.24843533,0.254694,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-13,0.24602644,0.25921586,0.24602644,0.24873124,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-14,0.24259837,0.27220485,0.24259837,0.24259837,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-18,0.24885663,0.26218602,0.2468661,0.24209124,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
