date,turnover,iteration,train_start_date,train_end_date,test_start_date,test_end_date
2023-01-04,0.11631596,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-05,0.1511035,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-06,0.060619473,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-09,0.019169003,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-10,0.050424173,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-11,0.111635625,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-12,0.035602167,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-13,0.049787834,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-17,0.032277092,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-18,0.16892415,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-19,0.18804078,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-20,0.041580528,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-23,0.039948687,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-24,0.028844565,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-25,0.039075464,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-26,0.07238084,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-27,0.14991182,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-30,0.06348579,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-31,0.06137976,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-01,0.15638714,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-02,0.096400276,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-03,0.042684644,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-06,0.11306071,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-07,0.026077047,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-08,0.05693391,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-09,0.12540105,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-10,0.076619625,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-13,0.07580653,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-14,0.029477626,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-15,0.067155,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-16,0.056955025,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-17,0.015406549,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-21,0.09444535,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-22,0.033731,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-23,0.01763536,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-24,0.018348336,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-27,0.05289294,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-28,0.06074792,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-01,0.08214033,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-02,0.016791493,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-03,0.09859948,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-06,0.14209099,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-07,0.05539003,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-08,0.07019612,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-09,0.09015137,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-10,0.04047042,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-13,0.027169645,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-14,0.08743474,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-15,0.16488276,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-16,0.11895341,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-17,0.025093839,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-20,0.08598277,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-21,0.095407754,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-22,0.03452614,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-23,0.03284049,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-24,0.025714323,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-27,0.012313232,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-28,0.033478558,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-29,0.018765122,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-30,0.013944939,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-31,0.0016568452,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-03,0.006477028,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-04,0.01680912,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-05,0.01680912,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-06,0.09608346,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-10,0.063418224,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-11,0.05488877,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-12,0.0805143,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-13,0.083309844,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-14,0.03984998,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-17,0.08807051,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-18,0.03585328,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-19,0.071144626,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-20,0.09262915,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-21,0.030038893,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-24,0.051971883,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-25,0.030503333,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-26,0.065585,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-27,0.044709414,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-28,0.0818796,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-01,0.08637059,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-02,0.01745008,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-03,0.052350387,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-04,0.050720677,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-05,0.034800664,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-08,0.13795975,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-09,0.17975605,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-10,0.033991337,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-11,0.057281166,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-12,0.12740844,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-15,0.04960136,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-16,0.09340459,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-17,0.020396397,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-18,0.12175451,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-19,0.06912045,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-22,0.12381452,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-23,0.2300039,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-24,0.054567784,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-25,0.052119315,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-26,0.08871035,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-30,0.17677373,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-31,0.13831247,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-06-01,0.1280483,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-06-02,0.13776201,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-06-05,0.12796804,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-06-06,0.105082124,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-06-07,0.0942214,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-06-08,0.027084798,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-06-09,0.089025736,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-06-12,0.044604167,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-06-13,0.042940557,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-06-14,0.109345764,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-06-15,0.12089263,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-06-16,0.10035528,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-06-20,0.102313355,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-06-21,0.12787019,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-06-22,0.0849217,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-06-23,0.22476117,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-06-26,0.2431502,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
