date,transaction_cost,iteration,train_start_date,train_end_date,test_start_date,test_end_date
2019-01-03,12.691251754760742,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-04,7.11380228579604,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-07,4.185622898687887,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-08,5.849289798223909,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-09,9.62499861325319,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-10,12.63717635689325,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-11,14.727025066152018,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-14,11.823534078982457,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-15,19.394027738132053,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-16,23.411876471710254,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-17,11.088355044096335,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-18,9.017073547178578,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-22,32.65561194021203,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-23,56.67068038875019,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-24,32.97476190472367,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-25,13.657270444075031,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-28,30.99024767676378,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-29,12.088951063593605,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-30,44.91968589977478,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-31,26.20462890985304,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-02-01,64.90095172347802,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-02-04,33.98436882961904,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-02-05,52.20417490643045,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-02-06,34.167286398476755,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
