date,transaction_cost,iteration,train_start_date,train_end_date,test_start_date,test_end_date
2022-01-04,74.85712432861328,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-05,87.54537710320217,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-06,59.70619202295245,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-07,28.900156602672325,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-10,50.15917854786274,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-11,58.23488096179414,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-12,88.97551636326253,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-13,50.97096494220574,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-14,115.21295565264661,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-18,212.19150925444478,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-19,118.59608767074344,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-20,39.86344775775037,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-21,89.46161981548778,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-24,132.3802707819433,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-25,71.13831396734861,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-26,109.85687508680151,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-27,132.1811481914888,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-28,33.663817093829856,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-31,63.199005918961724,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-01,86.6980420043433,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-02,144.31925735270482,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-03,68.58791703970778,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-04,39.65722487348104,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-07,53.918985412762254,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-08,238.19185268614515,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-09,115.81681799296965,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-10,138.69512404013142,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-11,70.47432435501071,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-14,90.9985791114318,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-15,75.42546317687436,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-16,37.428484314936654,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-17,56.20137575057188,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-18,67.37154516972736,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-22,104.82867182171648,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-23,68.29664131438734,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-24,94.01239738899885,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-25,80.35879412283188,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-28,125.07910577615912,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-01,35.612979121038535,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-02,44.97678559421295,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-03,24.647417697648272,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-04,84.98682277365954,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-07,74.76796815143005,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-08,94.43331853124054,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-09,64.61852444077117,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-10,116.75169204625352,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-11,124.9934306458431,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-14,90.78743621969977,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-15,16.58932072892752,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-16,78.24232919808124,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-17,71.95290582962973,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-18,115.03528548080176,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-21,76.64499132264285,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-22,40.238982967800084,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-23,60.491422834964695,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-24,38.15618245757116,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-25,154.40800352576977,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-28,175.55900637967264,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-29,72.05346953459303,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-30,11.059258074389794,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-31,78.7506632567359,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-04-01,71.42324955690519,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-04-04,175.34473162088833,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-04-05,96.21068716439632,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-04-06,142.20493993134656,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-04-07,90.56318740925217,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-04-08,80.49411464852946,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-04-11,74.59189530480548,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-04-12,209.59924505518524,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-04-13,105.69548310253266,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-04-14,30.606607175821942,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-04-18,77.1392937067998,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-04-19,81.15657066300392,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-04-20,56.65603494792381,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-04-21,93.4586029493661,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-04-22,161.0050941683569,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-04-25,114.53929084940994,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-04-26,34.40574899324006,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-04-27,2.767095487287232,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-04-28,26.323483706720015,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-04-29,76.93827763664203,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-05-02,72.12861769110683,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-05-03,62.92038051196038,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-05-04,66.22708726035225,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-05-05,83.11440631299138,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-05-06,34.8750792613595,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-05-09,40.702004284980575,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-05-10,156.3721232372811,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-05-11,75.54132165123843,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-05-12,109.24506804920559,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-05-13,56.207638683224665,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-05-16,63.61896784082692,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-05-17,36.43180510924894,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-05-18,79.32273658552204,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-05-19,94.20368032503912,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-05-20,87.81750733239609,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-05-23,53.73812682804678,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-05-24,41.115076739456704,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-05-25,64.16081661160935,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-05-26,24.088917345916983,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-05-27,24.65463862518036,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-05-31,28.212793436353447,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-06-01,28.41015576017988,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-06-02,30.534226284057173,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-06-03,28.309528969303827,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-06-06,84.74611848897749,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-06-07,60.341446902731676,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-06-08,36.064554805296005,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-06-09,46.19638747759328,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-06-10,29.297440958375038,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-06-13,83.78987793959313,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-06-14,116.18234521654098,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-06-15,146.0154468529087,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-06-16,95.22758254423623,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-06-17,58.33144562229134,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-06-21,63.1126087095444,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-06-22,20.995656495136632,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-06-23,33.56054202122377,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-06-24,68.16518005696625,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-06-27,25.831779388745904,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-06-28,18.72015302914728,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-06-29,5.929530596608801,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-06-30,122.70892980843401,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-07-01,59.4493918607768,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-07-05,32.86923036750164,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-07-06,83.73651741651408,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-07-07,152.94098659158195,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-07-08,101.64213454211752,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-07-11,112.22674735110118,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-07-12,49.16816043443881,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-07-13,47.265734099400895,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
