date,transaction_cost,iteration,train_start_date,train_end_date,test_start_date,test_end_date
2022-01-04,20.867206573486328,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-05,21.716163183410668,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-06,25.227999934284377,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-07,25.74512363207591,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-10,78.27579022073088,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-11,129.22343930651675,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-12,77.02062204014658,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-13,103.05822819695601,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-14,150.26343754385724,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-18,83.03737393164492,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-19,88.19728720949423,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-20,154.24545289022586,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-21,151.71151931636987,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-24,65.248915839959,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-25,60.754522873217915,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-26,85.53174209649087,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-27,102.17639713859066,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-28,68.6927450868249,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-31,69.50968828018605,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-01,70.36411832712805,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-02,71.3472573324623,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-03,70.16581893645954,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-04,79.61150474795382,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-07,111.04903607694001,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-08,90.27754709008522,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-09,40.505312271213405,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-10,35.1954641221259,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-11,172.27945566045366,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-14,93.32634574254533,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-15,113.71722689211087,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-16,250.57134477849993,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-17,89.45948369214673,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
