iteration,train_start_date,train_end_date,test_start_date,test_end_date,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown
0,2010-01-01,2018-12-31,2019-01-01,2019-12-31,0.12328989618993602,0.056317483375358,1.7592899955855863,2.639915499995502,-0.03801513882663071
1,2011-01-01,2019-12-31,2020-01-01,2020-12-31,0.1362713933760369,0.09027275693760886,1.2413521649989612,1.4444712987736597,-0.09327490648759404
2,2012-01-01,2020-12-31,2021-01-01,2021-12-31,-0.008337145986148764,0.05566663303993656,-0.584699582493322,-0.8302230364163776,-0.05939659601452686
3,2013-01-01,2021-12-31,2022-01-01,2022-12-31,-0.14819971902870002,0.09050130143195485,-1.905064650030934,-3.3219745559715106,-0.18958999620168288
4,2014-01-01,2022-12-31,2023-01-01,2023-12-31,0.055491021809142005,0.084564831392296,0.36989266321508385,0.6722947881968065,-0.10209772407303982
5,2015-01-01,2023-12-31,2024-01-01,2024-12-31,0.0548601241730593,0.07455108983981007,0.4111142188236892,0.6061004322629782,-0.04531286577749928
