date,portfolio_values_0,portfolio_values_25,portfolio_values_50,portfolio_values_75,portfolio_values_100,a2c_mean,a2c_sd
2022-02-15,961340.1684262354,969667.6960941628,968604.3890986764,964980.2345636892,968467.6003669586,966612.0177099446,3072.6214293978483
2022-02-16,959910.867594886,968731.3794004302,967810.3710213176,963335.8241257258,967483.5926016473,965454.4069488015,3335.4439380711133
2022-02-17,963033.1786979146,972335.2715772528,970955.9836595128,967015.034192422,970859.4934560494,968839.7923166302,3400.6569272016322
2022-02-18,962497.6470939008,973635.6426647824,971949.2478798432,968241.1780994212,972096.680947241,969684.0793370378,4007.3247973370026
2022-02-22,962142.8175465558,973909.2866869388,972329.0567244329,968297.9597073762,972222.9924583904,969780.4226247387,4243.5812527193975
2022-02-23,959929.7053578092,972819.5779658488,971129.6999462822,967317.2645237666,971013.848781282,968442.0193149976,4620.076102559676
2022-02-24,954852.6688656572,968019.5500065323,966055.5861494228,962269.6170481432,966115.2310674548,963462.5306274419,4692.119873802119
2022-02-25,956984.5045547732,968883.55494399,966824.2026286138,963037.2476760338,967468.9217867084,964639.6863180238,4288.513103459144
2022-02-28,960397.0967912028,972204.0841613868,970599.8643860024,967626.556979044,971428.6640892008,968451.2532813674,4315.432890700956
2022-03-01,967104.7362019684,978896.721587496,977275.978785028,974668.3228712822,977713.2405641304,975131.8000019811,4244.632772686212
2022-03-02,970290.278517708,982643.30751521,978179.3406430376,978704.077036134,981002.7546725904,978163.9516769361,4252.296612803263
2022-03-03,966949.1459470252,975923.58991706,971605.9948507056,975632.1377644496,975524.8786646668,973127.1494287815,3473.49362244787
2022-03-04,968871.3055202104,978092.0444613588,972926.196567492,977985.0947288804,977662.8867432172,975107.5056042317,3670.5929964296174
2022-03-07,974438.3329937968,984540.6878917764,976821.0479977028,983102.7764229045,983678.0462789474,980516.1783170255,4086.043757403908
2022-03-08,964937.2152207128,977842.5327596144,971480.2968988304,976185.8033070096,975561.9657962896,973201.5627964915,4632.018849020636
2022-03-09,964608.4675642982,978128.7201025484,972579.1331633668,976345.0557889768,976380.9233220397,973608.459988246,4851.136740152654
2022-03-10,964004.048979811,973666.8402403533,971561.205632022,973845.2399332552,973675.0748549368,971350.4819280757,3768.489011623388
2022-03-11,960463.6958123224,969840.6466940044,968087.022852149,970115.7183864404,970039.7264400412,967709.3620369915,3698.8060276626716
2022-03-14,954903.0062024652,964976.7760872904,962845.7435214572,965060.5248602848,964146.8778046592,962386.5856952313,3825.505278259866
2022-03-15,944842.8167253603,954417.7857186944,952323.0015541716,954547.47640654,953864.441035135,951999.1042879801,3664.452554370835
2022-03-16,946600.9448309658,956405.1608292704,953632.7116312558,956668.9683795136,955643.7171322412,953790.3005606495,3748.8943890760506
2022-03-17,953083.6374560568,963807.9622497464,960991.0326020414,963180.79487708,962205.79502372,960653.8444417289,3902.9275658123847
2022-03-18,955156.603915186,966320.0299438464,963649.0558615538,965366.4119149264,963551.4877560852,962808.7178783196,3966.95939804213
2022-03-21,957469.1028177978,968485.300048182,965473.7289360564,968022.3488279224,966330.3743790216,965156.171001796,3996.7158872405885
2022-03-22,953989.3156002644,964877.638458202,961069.958541502,964321.124646578,962518.9001412636,961355.3874775621,3921.6347413789604
2022-03-23,952454.2501283324,960334.364999948,956347.0278571516,960509.0190852176,958634.4886360526,957655.8301413404,3001.413221745162
2022-03-24,957296.6726227507,965637.1454461148,958232.4202759576,961738.7129396616,963024.6039676552,961185.9110504279,3077.3089711678494
2022-03-25,957520.7762049732,965732.6291313004,958549.9263780604,963657.7228128518,964084.2928056034,961909.0694665579,3254.2265947148985
2022-03-28,954991.6133910178,963474.511152942,955365.0240377808,960577.2359390528,961412.8963608488,959164.2561763285,3390.4661953515533
2022-03-29,951390.4029193714,960663.879038871,953015.1873854784,958205.1482170788,958244.5159526754,956303.826702695,3502.8056318761123
2022-03-30,957007.8778586471,965845.224135392,958416.9382408116,963407.5306854586,963224.6771745268,961580.4496189672,3321.0308007284657
2022-03-31,960902.554326698,968657.6976255318,961954.3179356226,966913.0029102692,967165.6949157324,965118.6535427708,3089.4469890069254
2022-04-01,958405.461746972,966201.209778676,959549.900725116,964205.4975827412,964304.1845788324,962533.2508824675,3010.8324083633574
2022-04-04,957319.4231305424,964949.9753424656,958502.8276012766,963243.808576826,962917.6910657512,961386.7451433723,2944.458463300444
2022-04-05,957537.9943919666,965913.8757281292,959163.5690505116,963876.9674484172,964003.9842219804,962099.2781682011,3186.31249514336
2022-04-06,947606.8908251728,956516.3456899032,950368.7986941742,953580.0110172498,954620.2814238608,952538.4655300721,3170.810250780329
2022-04-07,944107.7519178464,953034.8529278594,947076.4168678672,949326.980279236,951125.7945037436,948934.3592993105,3115.081905190873
2022-04-08,943775.440932703,953259.6450158774,947047.72916061,949160.3713062822,950992.7016997688,948847.1776230484,3259.8085883975396
2022-04-11,941488.3216488484,951185.969604248,944646.9647756204,946997.1652296504,948900.1280342608,946643.7098585258,3358.972932292257
2022-04-12,934268.4893392336,943549.232027481,937568.117066839,940258.8035240956,942371.1206695874,939603.1525254473,3354.4916140455543
2022-04-13,934092.536819368,943961.3123349036,938105.4080160386,940810.9783353712,942954.98714601,939985.0445303383,3565.616692636355
2022-04-14,936714.9480277024,946834.1050903148,940958.515501739,943635.9866211504,945646.5767209076,942758.0263923628,3619.0051197163843
2022-04-18,928454.8681790892,939543.3872842732,933922.599896834,936362.328584235,938516.3137704362,935359.8995429736,3955.114988182199
2022-04-19,926454.1252356272,937648.5016761698,932169.362635361,934534.6481787922,936690.4996565828,933499.4274765067,3996.868684913237
2022-04-20,921295.3599554006,934382.1679676254,928869.0797804774,931408.923535033,932657.127824373,929722.5318125819,4580.6895937824165
2022-04-21,927466.06764366,940584.9218767716,934943.9184080544,937352.791279466,937640.3007200654,935597.5999856035,4442.427720236911
2022-04-22,921759.6996394936,934715.4170145928,929173.4081362252,931258.824209203,931359.9831935096,929653.4664386049,4327.926221473052
2022-04-25,913776.8372916076,926213.3582858152,919511.748933927,922570.8567268626,923010.0827618364,921016.5768000098,4197.016201496583
2022-04-26,914505.3792064178,926719.780210608,920270.2681204733,923134.5873628714,923408.687963917,921607.7405728574,4097.3159854679025
2022-04-27,912227.3023960388,923643.4596335642,918095.7092206288,921014.1161592798,921567.7453149392,919309.6665448903,3960.2879965285692
2022-04-28,908330.420696352,919305.351272344,913467.3914295824,916464.405687418,917032.8622514418,914920.0862674275,3784.5292606466123
2022-04-29,910236.4417726296,921615.0323841608,916791.9046692896,919783.0346250532,919054.1239352106,917496.1074772688,3945.165172435395
2022-05-02,905947.054498519,913504.6031974668,906395.5258170756,909003.9821455136,911038.639198526,909177.9609714203,2842.2852451387153
2022-05-03,899730.1689617595,907224.8115491386,899904.3363146795,904676.2348901172,905662.5251076826,903439.6153646754,3067.7827924603976
2022-05-04,902263.4548644684,909963.5299817732,902528.879228032,907070.3120621064,908241.6473777922,906013.5647028346,3094.8230886661704
2022-05-05,912377.1655697416,920203.183811952,912064.7795469213,916441.2123292104,917852.5397752807,915787.7762066212,3152.1110617018
2022-05-06,896461.848841433,905770.1274086068,898566.4233208277,900939.687575384,903291.0639805264,901005.8302253556,3302.231629657345
2022-05-09,892210.9166687129,901549.8681070156,894492.1702325072,896663.9125270625,899028.7217254613,896789.117852152,3284.2697610090563
2022-05-10,885506.9685470533,893369.9316275454,888245.9503012933,887828.4750321206,891942.8088413713,889378.8268698767,2869.885285140545
2022-05-11,885459.7594402154,893116.4825005466,888500.3743761255,888295.7841570758,892213.3579620704,889517.1516872067,2800.454147826917
2022-05-12,888070.9786416241,895953.753990984,890929.9313411401,887119.1675809454,893860.7694913573,891186.9202092101,3352.429592471012
2022-05-13,887037.3661223127,893955.1876656482,889854.2273290732,885980.0264092378,893008.8670480939,889967.1349148732,3151.1910970213876
2022-05-16,885289.942505208,892826.7923690989,888704.3514563809,887186.2354473271,892223.263134761,889246.1169825552,2893.8753862297403
2022-05-17,884998.0073024821,893124.1018339175,889684.8951370716,887799.1851875256,892907.0040554595,889702.6387032913,3089.704646166474
2022-05-18,886824.278794707,893783.6619651582,889343.637202701,887234.4818113451,892712.6827305058,889979.7485008833,2822.651342057453
2022-05-19,883626.6373694341,889434.3812795231,887628.1942729235,883182.3208825517,889361.7251327919,886646.651787445,2728.683211587857
2022-05-20,884824.8545444686,892224.552634745,890163.3964859111,884569.81943328,891026.1468147957,888561.7539826401,3223.493246858347
2022-05-23,886492.7447421778,894245.1485666042,892181.0892552546,886379.0989373758,892764.7802265002,890412.5723455825,3316.1161210039977
2022-05-24,887402.3293167158,895561.8686476742,893370.2330540243,886691.3752081227,893840.3911235051,891373.2394700084,3614.067388862316
2022-05-25,891153.8198851172,899572.4849153566,898187.3608434137,889156.9480537131,897687.240719878,895151.5708834957,4173.9103726211
2022-05-26,891637.2931431032,900836.568147612,898834.5297356149,889127.530576255,898629.5240984596,895813.089140209,4570.1360155895645
2022-05-27,895688.8877332597,904107.9160738684,901341.0800922032,892289.8394141286,902243.909565842,899134.3265758604,4427.051236960859
2022-05-31,902084.4858048742,908931.5818433664,906041.329909107,897170.6844408674,907898.096356584,904425.2356709598,4314.79550476045
2022-06-01,893606.1655818097,898978.4239060013,897044.4034444179,888331.3860438348,899199.1657521818,895431.9089456492,4077.2759295568976
2022-06-02,890909.251529004,896620.4679144366,894880.5467435089,885489.0045167065,896893.4047450651,892958.5350897443,4303.034513177841
2022-06-03,897608.4801446617,902558.056039268,900721.2307977816,891301.084063969,903023.1387558578,899042.3979603077,4312.97321692057
2022-06-06,890565.4634418989,895494.7787315142,894163.7594841719,884053.9956706079,895779.1943303242,892011.4383317034,4390.304523288291
2022-06-07,887034.0562115214,890389.3374804474,889736.868101279,879099.5403665293,891050.1555322172,887461.9915383989,4398.478298984707
2022-06-08,891543.1557786528,894191.9509781053,893204.3481434482,882849.6145484757,894653.4346131047,891288.5008123573,4352.078213245503
2022-06-09,885058.347050528,888033.2002643335,887527.4047731087,876994.1128831863,888719.1864950085,885266.450293233,4316.551425084334
2022-06-10,880659.3178882546,884254.9206709145,882770.8240307864,871334.8432631401,884840.3812284191,880772.0574163029,4934.5797033500385
2022-06-13,875694.6663998564,879130.8511594165,878713.1278070312,866817.7957505413,880555.3349008696,876182.3552035431,4942.756395446672
2022-06-14,858645.8850700934,861151.2991388261,860086.0091509877,850203.7262287657,863258.7626233413,858669.1364424027,4492.149577119401
2022-06-15,853277.1650962008,855604.9738393694,854716.8582633085,845083.1798634221,858238.562862696,853384.1479849995,4454.01044139077
2022-06-16,862991.175652728,865593.2931340025,864778.0834728207,854752.849517125,867829.3795944373,863188.9562742228,4495.480040458386
2022-06-17,864752.9786143018,865790.9093505875,862916.1608361935,853342.8537938287,867653.2409016377,862891.22869931,5014.44126074993
2022-06-21,860253.0419188185,861758.9523671996,859724.6882307846,848974.5687634897,863672.1995031522,858876.6901566889,5137.505198724272
2022-06-22,857538.2766250189,859746.9538897858,858923.4951310398,847280.0687395984,862866.7839196662,857271.1156610219,5292.71253093373
2022-06-23,862742.3407948989,865128.6668237093,864924.7853541207,852733.9584129414,868310.8941743126,862768.1291119965,5322.232532053014
2022-06-24,866627.4232685836,868855.782179985,868884.1780054701,856483.7466562743,871905.3464146429,866551.2953049913,5306.226455723437
2022-06-27,869533.1962987082,871599.8458135419,872249.9883568732,861546.9833442355,874582.3431454055,869902.471391753,4477.581044860197
2022-06-28,866697.9981473212,868811.0223338349,869508.1573631719,858790.5885430397,871942.4439858771,867150.042074649,4502.698885634745
2022-06-29,859829.9323609762,864491.0973709143,865174.497658167,854491.6260974155,867087.6247302243,862214.9556435395,4539.179870068536
2022-06-30,861286.1264672184,866088.8626902401,866989.2450082886,856216.5425222656,868858.749451657,863887.905227934,4578.009894315265
2022-07-01,860577.5152441156,865483.8393272616,867377.1134368866,856344.4998479645,868819.9410894455,863720.5817891348,4621.00028607906
2022-07-05,865122.9248458133,869780.8379435767,871348.543841336,860830.51989113,873112.4966790436,868039.0646401799,4476.452349252089
2022-07-06,862413.7648430954,867325.8143735902,868760.7793128531,858715.8715667075,870822.9310668005,865607.8322326094,4422.464970737993
2022-07-07,857555.0588816359,862673.2226590118,863661.1163663776,853959.4587928696,866154.902133168,860800.7517666125,4420.239153944723
2022-07-08,857799.5904427753,863422.0448975207,864407.2260000226,854970.1587409703,867076.9578454468,861535.1955853471,4462.6078144145695
2022-07-11,855392.8560371352,861362.8387368647,861960.627109282,852963.5843988671,865172.8383397015,859370.5489243701,4499.233741347654
2022-07-12,853349.391017298,859507.2737078356,860879.0302040796,851130.550178825,863413.8865557839,857656.0263327643,4649.661749463174
2022-07-13,853066.3894611024,858562.9798553933,859757.1894797022,850635.6822667866,863151.6956361365,857034.7873398243,4557.63404281139
2022-07-14,854459.2811264419,859586.213293335,860394.1834204093,851741.8700905483,864385.3809231919,858113.3857707853,4486.822368599864
2022-07-15,848501.6353850896,853352.2039579746,854317.63301663,845622.030516233,858181.2072117238,851994.9420175301,4434.503867103725
2022-07-18,853092.0974508469,857452.4221444814,860069.3145112281,849750.0309222301,862515.1161930131,856575.7962443599,4625.49227258872
2022-07-19,850100.7389496698,854188.7024358736,857306.225199997,846880.7260434189,859943.9022022457,853684.0589662411,4726.222842729142
2022-07-20,854378.8942406884,858382.2101415771,864259.0435730935,852822.6472017899,863877.512338854,858744.0614992005,4712.0295771541805
2022-07-21,854530.3039475211,858536.7368292945,865103.88709715,852883.5704374963,863730.1104011046,858956.9217425132,4842.016306870463
2022-07-22,862465.043809772,867021.8459198357,872951.794629031,860847.2686526577,871792.8316526742,867015.7569327941,4833.554821794233
2022-07-25,865846.0469720265,871480.431842619,876503.1744593421,863721.3311655518,875128.452515598,870535.8873910274,5020.460403309533
2022-07-26,862989.5222852274,868327.2072411705,873374.6583470636,860889.6348473456,871927.4947129649,867501.7034867543,4875.241821806419
2022-07-27,859098.5305816386,865242.0809460471,869342.9680826827,857877.5573585482,869346.9141269098,864181.6102191653,4899.456269589938
2022-07-28,864034.1378004281,869572.554580808,877774.520844568,864249.1213716415,875039.4464222265,870133.9562039345,5560.508963234052
2022-07-29,872684.2108150274,877908.2587673326,886302.1610109814,872710.595284901,883494.0581737167,878619.8568103919,5539.553658814985
2022-08-01,875697.1951659344,881450.2288195685,891372.34096297,877070.4591076062,887643.4209629839,882646.7290038125,6032.008849573849
2022-08-02,882881.5083315992,888136.2843198389,899719.4600022931,883641.1902079018,894910.1749901206,889857.7235703508,6527.745859012395
2022-08-03,874638.674309018,879381.880768581,891424.210311533,875787.9378489484,886781.5003391952,881602.8407154551,6488.808648903026
2022-08-04,879922.5795632164,884343.6166233239,897402.0574361939,880623.8759599713,891700.0227173208,886798.4304600053,6751.16392200123
2022-08-05,883967.3239436797,887995.0749559521,901383.0269481016,884384.6279249331,895668.6915909834,890679.74907273,6802.093519199786
2022-08-08,874244.0011547647,879033.6323795863,891448.9088591037,875064.3159863667,886497.5209298619,881257.6758619366,6690.484514534587
2022-08-09,878760.5963157222,883443.2420222819,895080.8312812087,878740.5606840445,890589.0519172113,885322.8564440937,6524.932390802403
2022-08-10,877763.738857065,881832.7975744002,893792.4415476668,877595.8483208115,889360.2670281839,884069.0186656255,6468.406825847339
2022-08-11,880986.1770557414,886666.3727717719,898943.9101328296,883517.0929801867,894287.7948899211,888880.2695660902,6730.525837612035
2022-08-12,874864.0172679457,880944.5680044276,892319.8835229328,878933.0040213935,888692.3193504701,883150.758433434,6420.413692858473
2022-08-15,880996.1594806005,886595.8831916347,898028.9988421928,885512.7542710279,894573.9928549211,889141.5577280754,6236.892606893632
2022-08-16,878925.4275242892,885157.0505492436,896369.247197863,883879.631597321,892988.3130286988,887463.933979483,6338.7442701175105
2022-08-17,878416.6996546901,884687.5231563526,896057.7046082827,883323.8280625532,892562.3504795944,887009.6211922945,6411.17971789775
2022-08-18,873027.7467852802,879350.3767533177,890416.0221392537,877827.5671240083,887085.7675236956,881541.4960651111,6333.630204945782
2022-08-19,871792.7749039741,878329.6109941606,889641.5054937265,877069.7332052243,886290.1794331204,880624.7608060412,6470.062779584341
2022-08-22,863877.6191853936,870230.7084466434,881394.933397235,868981.532046146,878200.3014741313,872537.01890991,6379.360106582818
2022-08-23,857818.5789259472,863711.8859642886,875077.665451454,861350.5410655064,871261.252688886,865843.9848192164,6383.598847618393
2022-08-24,858526.3967621779,864389.8493860931,875791.6386420144,861991.6123817211,871838.7084978662,866507.6411339745,6374.836598196837
2022-08-25,857254.3021834836,863982.762943356,874881.9676734952,861486.9882853728,871350.6848528744,865791.3411877162,6453.297390093749
2022-08-26,862794.9429887366,870471.2154004857,881097.7386479941,868295.0113816984,877504.9008845885,872032.7618607007,6540.101117763132
2022-08-29,855614.8773287735,862413.0990396469,873222.4049287711,859882.752516204,869374.1448628034,864101.4557352398,6382.2093832443725
2022-08-30,851153.407104536,858500.9988694851,868964.6293814899,855806.2091669855,865337.9861619127,859952.6461368818,6433.421423611534
2022-08-31,848243.7037631245,855541.3897927605,865916.2866291272,852172.9374368738,862452.200998897,856865.3037241565,6499.796120870452
2022-09-01,843328.9208097857,850752.9129056861,861248.3207510902,847577.1269876235,857816.1143907293,852144.679168983,6565.951709216053
2022-09-02,837338.9871626684,845151.8377796427,855545.7234855033,841849.0410395523,851983.684088737,846373.8547112208,6621.018927956188
2022-09-06,836970.0290505886,845359.114671032,856317.8283213673,841173.3182453987,852132.7939210975,846390.6168418968,7050.585806502797
2022-09-07,827803.2668815006,836563.282717928,847600.7875909054,832572.4870846603,843193.7703427392,837546.7189235467,7122.056912888767
2022-09-08,833202.9000904872,842899.5186710453,853966.6301751231,839519.5771133262,848814.2533448763,843680.5758789716,7209.2053421394985
2022-09-09,830814.7676430661,841465.316830942,851984.1030395223,837824.208282916,847356.4037171665,841888.9599027226,7364.02431016355
2022-09-12,836452.1681465743,847402.1580089164,857420.9905139536,843452.0103134579,853023.7015863475,847550.2057138499,7312.661774533238
2022-09-13,838389.1662311422,848590.7678168035,858685.581550877,844414.1238362396,853974.5700435877,848810.84189573,7101.625977121511
2022-09-14,826096.1187511593,836834.8467459615,845278.7941142978,833123.0005456208,842667.0460622757,836799.961243863,6846.996307790717
2022-09-15,828028.8661054687,838664.5937230668,847148.5998912572,835117.4083165618,844713.2667259754,838734.546952466,6844.58274477492
2022-09-16,822094.3001829793,833094.8857707173,841492.1788870764,829197.3282190821,839006.3981311104,832977.0182381931,6951.185286474142
2022-09-19,819927.6710100321,831791.0157930182,840118.6021668793,827592.1696257417,837392.9363040109,831364.4789799366,7185.955726797739
2022-09-20,821414.3402139565,832952.5424754901,841435.8317713354,829305.996278969,839149.2660699456,832851.5953619394,7165.780342374944
2022-09-21,815782.6885851333,827237.9053740067,836192.0588530288,823989.1029102165,833768.7549875256,827394.1021419822,7273.012899445049
2022-09-22,813781.3968205405,827450.3876843032,835534.7834800846,822657.924303423,833079.7850641907,826500.8554705085,7776.226972112728
2022-09-23,809133.4395253299,822148.5143852463,831578.9853054748,818429.6043527497,829210.2910923207,822100.1669322244,8025.126168426503
2022-09-26,801785.7183661845,815086.753965716,825166.1385993025,811685.8235030118,822614.8117541929,815267.8492376816,8325.689727619445
2022-09-27,793570.1691336464,806915.339490337,816940.9896138315,803599.8071049427,814621.2426811442,807129.5096047804,8351.665546978102
2022-09-28,789443.9238321279,800925.7747893704,812414.3069037126,799368.018202938,810553.1478411388,802541.0343138576,8317.29369867216
2022-09-29,802257.5477571635,814377.6482485745,824756.3845247045,812304.4464373731,822369.5499442688,815213.1153824168,7991.165552237222
2022-09-30,795631.4149631755,809546.7552734187,819205.1306345512,806825.1638233913,817425.9758137107,809726.8881016495,8440.946010143633
2022-10-03,790486.9948362975,804658.1340237794,814001.1769551208,801225.3348572372,812592.1787421667,804592.7638829203,8518.51450104391
2022-10-04,802515.9324563629,815896.7461823984,824750.1559533748,813015.4984752077,823311.4773684648,815897.9620871616,8008.855849163183
2022-10-05,811082.6774908192,824296.8130628723,833566.9880262441,821384.6914484694,831255.6840292158,824317.3708115242,7968.108270929387
2022-10-06,807505.3204635712,820796.7053170175,830132.88467921,817941.580693589,827651.7950838059,820805.6572474388,7987.098948256416
2022-10-07,803283.1962928699,817058.7429743161,825604.6339978981,813811.3912309228,823656.7258847646,816682.9380761542,7951.986732686633
2022-10-10,793104.1327256629,808572.4236056142,814886.1482349866,804237.4007384975,815159.6285239849,807191.9467657491,8145.99597115469
2022-10-11,786708.0524009082,801632.9928835355,807767.0853441139,797734.7659542107,808899.4987496531,800548.4790664843,8031.168885322379
2022-10-12,784785.2200345102,800931.4260672827,806273.8177499468,796077.9287146803,807967.6246462858,799207.2034425412,8335.957375614003
2022-10-13,784325.287829697,800752.4058729309,806115.4411247693,795902.1777210354,807490.180223119,798917.0985543103,8374.877979641036
2022-10-14,785199.3825714252,802088.543432433,807956.0676866147,799590.9518298616,808473.7834190645,800661.7457878798,8443.957500722147
2022-10-17,775708.6767828235,792868.9917748201,798299.598432671,790560.4846974992,798855.296141039,791258.6095657706,8392.452441232821
2022-10-18,779027.0394253448,794887.3795373881,802485.2702789842,795628.1016148577,803655.5758966953,795136.673350654,8790.87631303816
2022-10-19,781949.9106406174,797059.683956712,805504.0137661812,798316.8633493672,806069.2612045605,797779.9465834877,8715.171215156626
2022-10-20,775086.6725240808,790132.1732733996,798352.0721791481,791431.7169285973,798516.139273514,790703.7548357479,8535.572658108335
2022-10-21,770035.9605928706,785324.6703694096,793558.525663807,786654.6251491446,793533.5504980284,785821.4664546519,8596.06282632843
2022-10-24,776973.0347483093,789557.4701602864,799893.1587632975,793076.8463028802,800095.0081690593,791919.1036287665,8493.92283999332
2022-10-25,777301.4485887777,788409.4626441231,799410.1540649389,791657.1170356037,798957.3893834642,791147.1143433815,8108.458810433826
2022-10-26,785261.8724739781,796537.8987169378,808092.7848230232,800696.3514124117,807410.5666300898,799599.8948112881,8358.142098787484
2022-10-27,787120.6647894558,800455.8579575358,811778.6493057046,804189.3604182837,811050.5285807281,802919.0122103416,8965.30448581577
2022-10-28,787902.5399523111,801423.903465586,812856.4811219447,804862.3907259903,811809.3575426765,803770.9345617017,9007.432257013566
2022-10-31,788440.5315988143,800317.7565494709,812264.5264155753,804613.3787714131,811294.347584053,803386.1081838653,8667.846272457951
2022-11-01,783461.2473353868,795200.5322228043,807198.2985892824,799583.5507702228,806109.5413015399,798310.6340438472,8621.030929456398
2022-11-02,785475.7937196989,798424.2938768059,810121.1438197489,801786.9104377013,808741.5370089305,800909.9357725771,8846.926841782286
2022-11-03,778680.4523056643,792738.5562269011,804458.0737035619,795464.5982120307,802417.3573375947,794751.8075571505,9119.451376013241
2022-11-04,775117.8820170764,789090.536052102,800837.4455110697,791600.625896568,798640.890022609,791057.475899885,9070.727564919927
2022-11-07,780304.8290837101,794918.9456229754,806729.9455160812,797728.3342358598,804629.5238518914,796862.3156621036,9342.12694274028
2022-11-08,779004.1326716281,794668.4930670542,806637.3541436411,797568.700338098,803852.4265553707,796346.2213551585,9667.551888226297
2022-11-09,785729.1556397151,801979.4008325087,814012.6028475453,804907.1064475365,811825.2730962975,803690.7077727206,9997.381888730813
2022-11-10,780995.5699968515,796813.326976182,809323.5205949661,799533.7384620649,807304.328263428,798794.0968586985,10045.40571864296
2022-11-11,808659.2418891302,822452.5160970534,835409.4818446417,825319.0487916721,833388.0696797852,825045.6716604566,9511.240063516525
2022-11-14,814187.327402593,827489.7759045454,840482.0288586853,830365.4825841611,839004.9285766898,830305.9086653349,9454.83140314488
2022-11-15,811223.5103906556,824863.768208406,837887.0700815698,828158.0338259493,836391.4659721219,827704.7696957404,9581.717794316186
2022-11-16,816260.050751219,830047.2753819821,843226.9788899738,833230.6145806732,841437.8293679208,832840.5497943538,9640.110024518845
2022-11-17,817621.6391905082,831210.2485163378,845145.1860919952,835066.8711071919,842287.0086693057,834266.1907150678,9692.337471758443
2022-11-18,813053.95470508,826697.4430610904,840587.4561965207,830308.0369949633,838055.4098115114,829740.4601538333,9744.91941011708
2022-11-21,811301.6624719661,825148.4302620888,838886.2773743373,828140.0412179728,836507.1989584598,827996.7220569649,9776.184871188983
2022-11-22,808613.8772887501,822323.4765645823,835884.4409414193,825339.8171158582,833611.2059749473,825154.5635771115,9677.693364992248
2022-11-23,813846.1395843324,827988.3142620046,841646.0531949644,830805.0936575113,839403.65584598,830737.8513089585,9868.935476064375
2022-11-25,820894.7089967558,835114.9262831651,848860.5680880869,838009.2269003456,846410.4624968877,837857.9785530481,9894.459903839961
2022-11-28,820664.3566968424,835023.6487357377,848778.5754413945,837896.7884546566,846266.2252051985,837725.9189067659,9935.053232532093
2022-11-29,816548.759255156,832085.69671809,845277.0168205054,834410.072796214,842773.3172072622,834218.9725594455,10122.06479497223
2022-11-30,815270.7922260559,830125.1021677969,844165.0607153506,833027.0030558358,841318.940597105,832781.3797524289,10160.855814100467
2022-12-01,825552.167920553,839411.4448457125,853447.9288398722,842367.300710477,850572.601324186,842270.2887281601,9813.725041142658
2022-12-02,837283.4064869935,850372.9367089021,865549.2217897327,854399.048196751,862418.9135280085,854004.7053420777,9970.173965376434
2022-12-05,839426.9414787337,852754.128489999,868061.4840714468,856560.5058475791,864718.5794692449,856304.3278714006,10065.247797393497
2022-12-06,827743.0913546748,841251.0710241607,856295.0291787627,844504.7589397221,852849.8671440068,844528.7635282654,10001.883896876292
2022-12-07,827426.9588841171,841387.3931861164,856395.5035942722,844581.0984395861,853322.8692217107,844622.7646651606,10202.492855464883
2022-12-08,832976.6306120561,847209.5833144016,862324.5366676245,850889.164279752,859405.0008254047,850560.9831398478,10364.81430509542
2022-12-09,833277.2891611079,847992.9145104185,862851.8168863406,851303.6009309562,859849.6735927059,851055.0590163057,10411.49696128578
2022-12-12,828464.6309505319,842904.35777009,857108.3933570981,845108.0873263117,854527.4231998275,845622.5785207718,10131.81909899891
2022-12-13,829284.4041376027,843343.381896487,857182.2236743505,845425.1017303006,854612.6427780424,845969.5508433565,9859.151880086654
2022-12-14,837381.3637336878,851736.8366928467,865778.9036807616,853986.8862255409,863002.2033454056,854377.2387356486,10003.717740442657
2022-12-15,836898.2922798169,851402.0506835438,865355.4950286819,853828.4467212076,862664.5912039323,854029.7751834367,10032.598401160556
2022-12-16,826779.2011600544,840571.2614404995,855815.0509524897,843822.7068718881,852922.70620824,843982.1853266343,10271.826730665874
2022-12-19,825822.6615175712,838509.9274121991,854585.3184875014,841836.4869096318,851563.9633726998,842463.6715399206,10224.463838416545
2022-12-20,821226.9715159726,833315.2335452768,849610.4153597688,836436.3007261704,846229.8555627783,837363.7553419934,10062.155909809851
2022-12-21,828951.4572347406,840007.5512876168,856513.0418889924,841341.8656502712,851559.1995491938,843674.6231221629,9619.27574068979
2022-12-22,830361.0621943894,842013.4602713229,858172.1031789639,843246.5993500784,853138.2933229825,845386.3036635475,9646.5776442474
2022-12-23,826166.4803873478,838194.4580509954,853606.99657396,838902.0571698538,848841.8802260341,841142.3744816382,9514.576495833317
2022-12-27,824404.7651044155,836434.0151660121,851938.0401726982,836903.637457058,846955.4038113743,839327.1723423116,9530.435670435094
2022-12-28,821559.0970246445,833098.0425492832,848571.9233001235,833431.1735602953,843595.1800713093,836051.0833011311,9373.226481081736
2022-12-29,816291.3700688265,828122.2453764845,843475.0403113946,828360.6417899708,838584.7044585695,830966.8004010492,9431.228332663139
2022-12-30,823404.4791851297,835534.6394286549,850878.8415669855,836272.1838273131,846243.189419189,838466.6666854544,9537.488372336074
2023-01-03,824057.4594629405,836064.361607622,851555.1939798053,836550.3738221781,846442.3635172696,838933.9504779631,9496.29419068787
2023-01-04,1004742.122062394,1005169.2161522432,1004785.0285615335,1004441.5795392076,1004643.5022981808,1004756.2897227118,238.03293150100575
