iteration,train_start_date,train_end_date,test_start_date,test_end_date,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown
0,2010-01-01,2018-12-31,2019-01-01,2019-12-31,0.12078770717180465,0.05633695532948922,1.7142672246993285,2.607444722256225,-0.036622233506093664
1,2011-01-01,2019-12-31,2020-01-01,2020-12-31,0.14191223544406562,0.0928268257029916,1.2679645505659176,1.4429706451144317,-0.10146038853239
2,2012-01-01,2020-12-31,2021-01-01,2021-12-31,-0.005528058974792915,0.05488114111445962,-0.5418832313249515,-0.7753036478047346,-0.058407288216680196
3,2013-01-01,2021-12-31,2022-01-01,2022-12-31,-0.13716208397003848,0.0902018538738186,-1.7890230427735005,-3.0885241763408446,-0.1817252895104639
4,2014-01-01,2022-12-31,2023-01-01,2023-12-31,0.05091358170545712,0.0830841582430821,0.32139063762578784,0.5864592244215415,-0.09575477504169115
5,2015-01-01,2023-12-31,2024-01-01,2024-12-31,0.04890992002258643,0.07328949938235343,0.33700337865075214,0.4973772351613778,-0.04491483506177442
