metric,mean,std,min,max
cumulative_return,0.19630377653229117,0.010978660395266578,0.1833638889090845,0.2120804623215513
annualized_return,0.030460560860486874,0.0015822538752880346,0.0285918200908033,0.032729687100281124
annualized_volatility,0.07697190786976246,0.0003891786854965669,0.07639465221139288,0.07761507484227716
sharpe_ratio,0.08119492577333927,0.0205844614310832,0.05734313663174033,0.11071631012412961
sortino_ratio,0.11739594908255968,0.029583149171673866,0.082760191240196,0.15953812239484655
max_drawdown,-0.2099737436508236,0.005453980668793018,-0.21859871932100625,-0.20208047746741942
final_portfolio_value,1200169.794827681,10983.73522800765,1187260.2619173317,1216066.879383799
