date,transaction_cost_mean,transaction_cost_sd
2019-01-03,49.51096138954163,50.16912006488793
2019-01-04,21.37095698461249,8.429130649263366
2019-01-07,13.518215503115357,22.421541120207692
2019-01-08,14.30605381810712,12.070126636673583
2019-01-09,41.53172327639914,37.911985178117206
2019-01-10,70.76968555090265,22.646169746428765
2019-01-11,87.75663691592801,18.076835590440723
2019-01-14,89.14856344609548,72.08695927053618
2019-01-15,57.16452109775823,16.12836386002043
2019-01-16,68.63234868095078,21.531596613725856
2019-01-17,66.23733145248391,35.88399023290957
2019-01-18,68.22130923945683,19.629557064320142
2019-01-22,75.66567361559042,40.258203273483
2019-01-23,81.63380019028799,49.64560968275425
2019-01-24,96.94020276810346,68.22050604409213
2019-01-25,114.31158858381409,50.26034762107107
2019-01-28,115.0281494535277,103.6931582013648
2019-01-29,113.18367671807611,51.42814947921346
2019-01-30,85.88572494443804,71.82319256629081
2019-01-31,117.32685267077834,86.79582518121988
2019-02-01,120.05288710488333,80.80284676630777
2019-02-04,146.27008935968092,31.554317351448
2019-02-05,111.9913044151164,47.902395362748166
2019-02-06,91.98690115987183,40.14665074860138
2019-02-07,42.035810666029896,24.81696807824833
2019-02-08,121.41819769176905,86.51158530282744
2019-02-11,130.65835409970893,88.50686818715982
2019-02-12,110.84880942071875,29.866734113453912
2019-02-13,110.44169992161365,54.56639071018757
2019-02-14,121.97641261870497,79.21301902285657
2019-02-15,109.52218831781902,119.88900569390094
2019-02-19,91.45469482370888,46.773063715902836
2019-02-20,96.31684028278622,88.13177109323979
2019-02-21,123.82297960603401,46.06832110432711
2019-02-22,130.58599203120008,114.7958937494499
2019-02-25,107.95838678075252,34.13357130906721
2019-02-26,127.09205082867952,119.98044220591935
2019-02-27,89.22608852643536,67.66901184556434
2019-02-28,82.85345623038998,27.834287279198023
2019-03-01,72.65748349419448,65.11526456233985
2019-03-04,89.2165559791697,60.18511387624698
2019-03-05,107.38991057643936,63.206668699564624
2019-03-06,114.2913421293631,66.24054952667257
2019-03-07,153.45062438217855,133.37290882339053
2019-03-08,121.76352441159277,37.91210008619458
2019-03-11,149.43388839688836,74.71749021376867
