date,transaction_cost_mean,transaction_cost_sd
2019-01-03,616.2314880371093,116.49742882795653
2019-01-04,36.11578569666997,33.50515446832727
2019-01-07,124.90236430379,213.23059717310306
2019-01-08,36.843411248964074,39.05476925005564
2019-01-09,143.9971015503344,227.1931623012007
2019-01-10,613.1515518737854,53.26476731216776
2019-01-11,482.98099362311825,284.40036767908373
2019-01-14,106.99368893587707,229.3412686274369
2019-01-15,403.25873196152247,342.3699640251975
2019-01-16,631.1508113396451,373.56583946230114
2019-01-17,681.2165230623253,480.3574421965467
2019-01-18,724.7719915497162,164.02434487021733
2019-01-22,517.9711666374711,343.1664245704036
2019-01-23,466.47056588586366,125.97908887512641
2019-01-24,588.1987268220602,460.3555722938612
2019-01-25,608.634988189097,377.3675487411042
2019-01-28,397.8489296226547,352.5477905839948
2019-01-29,653.2090475268196,160.3464762589196
2019-01-30,428.94718748998804,296.0916661928688
2019-01-31,760.5569155863235,217.36490060221556
2019-02-01,875.4666478464042,313.2495722073026
2019-02-04,825.8229159875193,238.66347939710136
2019-02-05,853.9898045370358,208.81222309397884
2019-02-06,802.533830927395,222.7608019959338
2019-02-07,763.321501418246,260.1195751082643
2019-02-08,772.8674592007288,448.68195801435724
2019-02-11,304.89903321314193,329.4540783863078
2019-02-12,563.7255169399089,145.18137047127007
2019-02-13,526.9603047874252,384.8164120075373
2019-02-14,345.1580660637189,514.3514859617705
2019-02-15,794.5338320251377,303.801549474289
2019-02-19,656.655665138697,182.044689584692
2019-02-20,120.28236266202286,256.2105401459545
2019-02-21,269.6709874828151,342.25337092508414
2019-02-22,129.27516499563544,253.24309601500448
2019-02-25,230.9658561271473,316.2620059596382
2019-02-26,602.4152676447366,55.14376984035006
2019-02-27,329.6793865566308,302.94298040912736
2019-02-28,234.96165782106263,279.7528801879548
2019-03-01,289.0972658051993,264.0695925986666
2019-03-04,354.4531362697288,320.2373945718131
2019-03-05,132.6091078997702,122.54645770515906
2019-03-06,438.79691200998093,351.8469895483995
2019-03-07,341.43833891865177,508.5669923475468
2019-03-08,575.8371544309084,408.1840202492586
2019-03-11,418.351309117256,236.84779462023195
2019-03-12,439.501528423196,248.043415677742
2019-03-13,365.9532159476568,337.2475740941568
2019-03-14,326.5844055676288,300.15456249706085
2019-03-15,508.68619921926404,304.960869077434
2019-03-18,498.3063743286384,319.1126790680822
2019-03-19,528.1073580369427,311.4160447618031
2019-03-20,450.7879543565508,273.1556761525556
2019-03-21,924.6739471386456,350.1190072118261
2019-03-22,581.6989498249501,411.95671662537484
2019-03-25,830.8227296517492,300.48644661355104
2019-03-26,620.3721713838104,572.5468519158829
2019-03-27,500.7949854564824,281.9272563696359
2019-03-28,468.5337929838912,236.85976920718664
2019-03-29,579.3021640595371,577.9864841698273
2019-04-01,708.921189493425,248.87253749778625
2019-04-02,490.4130306057492,489.3903106819709
2019-04-03,155.53732372374958,239.58573048036857
2019-04-04,329.62140894533195,302.7907099172859
2019-04-05,527.0540942288255,332.0052281288107
2019-04-08,472.367045522381,489.1633045677665
2019-04-09,400.7864691782044,370.9586820619939
2019-04-10,98.68804907784798,216.20840485207236
2019-04-11,586.5041987094912,103.13239560267772
2019-04-12,672.7497306031208,495.0183148142601
2019-04-15,439.68146302296174,424.5634496472963
2019-04-16,439.23095791701655,447.8191834972745
2019-04-17,441.86126217646495,269.19247096210995
2019-04-18,395.9735610321938,366.34838132267487
2019-04-22,563.5496454393059,395.782305662159
2019-04-23,278.87406150667493,378.3735731513407
2019-04-24,539.3613903864111,32.917694618029195
2019-04-25,307.0363476685792,281.837796352614
2019-04-26,477.6081164620218,271.3269937860766
2019-04-29,745.4027271877937,263.30308888350044
2019-04-30,324.1149567918167,296.25314273784727
2019-05-01,481.72136837758705,281.7567016480253
2019-05-02,627.6350094369812,369.43212521523765
2019-05-03,544.4308257275887,86.34840737010664
2019-05-06,436.6692418452355,209.20547620249286
2019-05-07,940.3972343580892,291.93225897808065
2019-05-08,940.2181617671329,274.45476548099674
2019-05-09,389.56306806667465,353.9811548781494
2019-05-10,438.07434203063093,304.83370824114337
2019-05-13,425.8231685789607,423.01161589777183
2019-05-14,810.4181192401409,231.9273564062036
2019-05-15,559.0434478789489,539.059855641369
2019-05-16,702.386037401707,176.6444335604079
2019-05-17,786.1364332799454,393.78800665570014
2019-05-20,330.9910180410652,302.5842517133706
2019-05-21,612.6232589988255,485.9008842893502
2019-05-22,474.72481739285183,269.99996673075435
2019-05-23,909.0177690609282,310.13956586338685
2019-05-24,545.6759423925776,563.8453930939565
2019-05-28,639.101949743925,415.50666475640736
2019-05-29,425.798766071515,417.8559507493901
2019-05-30,979.88325061805,220.83919447761446
2019-05-31,480.7199903616761,284.54672975545617
2019-06-03,718.6958616101467,254.25524832308145
2019-06-04,681.7773395725611,256.28886890401117
2019-06-05,458.0182113753866,259.72174531526883
2019-06-06,262.98341872097694,350.38062184251146
2019-06-07,635.4450285968476,428.16308883076147
2019-06-10,478.0022758660536,409.1208336797982
2019-06-11,809.2612604875784,463.55576213019754
2019-06-12,852.0839747704722,253.21194342615502
2019-06-13,423.3074341003854,467.6728288091778
2019-06-14,308.0791011678764,214.80483571579668
2019-06-17,393.39569771468126,318.42203291996117
2019-06-18,482.07314530214865,481.2051033581476
2019-06-19,249.46028988768688,302.8703906591141
2019-06-20,383.8011941388428,361.5474220325546
2019-06-21,761.4999722120481,546.9086767511823
2019-06-24,514.5904703931352,332.5240186661959
2019-06-25,544.4099416445346,347.17993622549983
2019-06-26,35.16769739973372,37.96721016781398
2019-06-27,418.5504824293328,403.3953649847317
2019-06-28,281.0485841767317,332.1580141352512
2019-07-01,562.7881892036273,131.82635573497097
2019-07-02,479.8999777043473,248.77991901450838
2019-07-03,556.1139221878768,86.78187318784248
2019-07-05,372.44063674492764,347.05670797046054
2019-07-08,570.1536785813603,348.3993681362415
2019-07-09,99.8569835510232,223.2429014499125
2019-07-10,363.73916635325065,342.42099482783294
2019-07-11,107.01852405247799,218.60438349889708
2019-07-12,455.98772193687364,259.3772928616668
2019-07-15,554.8872515360861,351.0321414861433
2019-07-16,674.9053608237457,174.93753359208256
2019-07-17,524.7800327751821,304.3940217336605
2019-07-18,501.7897372527194,296.00264290013143
2019-07-19,557.3837246516234,318.5982389752829
2019-07-22,575.056968283274,31.732136343781516
2019-07-23,372.4252408177005,350.7677485584097
2019-07-24,667.2377566478574,171.2717481448031
2019-07-25,368.1712113831957,288.560618923085
2019-07-26,307.3671701080574,310.72426222513
2019-07-29,647.9974825381083,496.0960978715912
2019-07-30,806.4870897782538,485.22950176433187
2019-07-31,348.0750689104949,329.4994852387196
2019-08-01,452.81400755396663,221.28917780509818
2019-08-02,738.8043360507957,293.5553976776018
2019-08-05,596.9402468901852,320.97523804971826
2019-08-06,561.6935607792653,321.8839285566413
2019-08-07,550.044227701292,367.7033660257431
2019-08-08,619.0855098586995,347.44512473006404
2019-08-09,558.4340146878361,140.57442261017187
2019-08-12,409.5389157506681,389.3564488758449
2019-08-13,630.6809242514736,66.87365982488755
2019-08-14,271.5819324528537,375.40395980095224
2019-08-15,498.6760265679467,299.55633610220514
2019-08-16,868.0756189404626,290.41837225946
2019-08-19,573.6204992105626,556.4446385439287
2019-08-20,686.7593215653058,465.44156606666417
2019-08-21,618.7577485832129,373.03377663612685
2019-08-22,714.5370220548023,175.13966085767277
2019-08-23,588.650168197936,374.8565917975213
2019-08-26,952.7153104889701,185.21833907845232
2019-08-27,573.6416166938351,493.54766926261436
2019-08-28,621.3879756836849,414.6714735909332
2019-08-29,918.720983755498,587.8004975259984
2019-08-30,503.08456398346846,292.6908551560659
2019-09-03,305.35526477705383,432.6481539572546
2019-09-04,399.0773815890048,365.40328823556194
2019-09-05,348.81511421578506,482.796698404819
2019-09-06,997.6574880229066,321.5679716127605
2019-09-09,830.693080877176,183.47914975322297
2019-09-10,535.9874252999408,303.5573686734848
2019-09-11,1114.230995130988,119.2502869245912
2019-09-12,388.8408798435903,352.27889843974253
2019-09-13,963.4832450407023,274.18069869038214
2019-09-16,299.61412022492044,402.03901575497775
2019-09-17,939.388193064282,204.85088279367943
2019-09-18,873.2140132898542,188.4500476533614
2019-09-19,416.3790737631698,415.9047704638698
2019-09-20,596.1935159506642,353.64884513674383
2019-09-23,598.2347634898478,413.8709453199957
2019-09-24,691.272645242331,204.95910679002967
2019-09-25,572.6028724682956,530.4007158204766
2019-09-26,447.4245240438975,409.86434971893596
2019-09-27,673.199678826503,440.0588483709162
2019-09-30,383.45105968658754,540.5328539922981
2019-10-01,493.9332210430304,455.6790829100655
2019-10-02,167.7354690970921,374.2076398445171
2019-10-03,710.7681034946017,270.7628823294289
2019-10-04,587.2513987754442,423.90768180703077
2019-10-07,659.2529306138592,522.7934925876216
2019-10-08,753.1182849666106,254.85806321980488
2019-10-09,662.9166851228463,92.1624374746265
2019-10-10,629.0467497997628,429.49218602992397
2019-10-11,273.3176842570092,259.083496510675
2019-10-14,921.4478532523462,379.0818059643318
2019-10-15,802.7402106943625,264.311524891069
2019-10-16,800.6166057970195,241.6192540204629
2019-10-17,940.2049248062142,233.44090595318545
2019-10-18,851.1825615861704,206.54440439915604
2019-10-21,758.2285617893505,153.95955906454063
2019-10-22,650.6666667336739,179.6336696545411
2019-10-23,548.3363977199168,387.89081499723795
2019-10-24,781.3432166158418,325.58306587708006
2019-10-25,698.66766664995,461.943297707159
2019-10-28,201.33619622659427,274.5333726406677
2019-10-29,778.0610658461021,229.46079677567548
2019-10-30,790.3830630385901,212.5603238387048
2019-10-31,799.8089814736553,537.4454751424154
2019-11-01,506.13741912604894,291.4566595013454
2019-11-04,553.284781846156,296.483767852816
2019-11-05,475.98655523971246,211.28847119016177
2019-11-06,733.594600994654,255.68758334660572
2019-11-07,562.1404011213451,325.2004346261033
2019-11-08,663.5891705720724,429.3306072161987
2019-11-11,743.5792942962269,517.204294080827
2019-11-12,351.56861497267226,330.2362059702168
2019-11-13,487.7363692295809,280.17809852579734
2019-11-14,398.04331070223344,367.11485597534016
2019-11-15,116.40047627191795,260.26289045492547
2019-11-18,472.4010534279454,439.18027652529383
2019-11-19,900.0844787395359,303.230539278388
2019-11-20,547.3864616414032,433.43151765886677
2019-11-21,680.3232372611534,143.64888623401157
2019-11-22,564.8079663411334,417.8180870078479
2019-11-25,428.59758653233246,303.87158474389486
2019-11-26,752.5925374331998,553.6696040801157
2019-11-27,640.5517874300359,432.00165168838805
2019-11-29,360.70884473760344,532.295790901288
2019-12-02,1086.5064112129323,299.63799850916075
2019-12-03,391.9870449064303,329.6343282365108
2019-12-04,984.8163615189736,299.3543391711793
2019-12-05,312.4238783431706,290.59702536446105
2019-12-06,336.99600772562326,290.7301013477908
2019-12-09,1004.7178029202641,349.73598248124307
