iteration,train_start_date,train_end_date,test_start_date,test_end_date,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown
0,2010-01-01,2018-12-31,2019-01-01,2019-12-31,0.04468320068809284,0.0629081685708478,0.3254281604768998,0.4844866166033185,-0.04927371274380645
1,2011-01-01,2019-12-31,2020-01-01,2020-12-31,0.07917486058129897,0.09799082024915537,0.560907127121039,0.6897190354465986,-0.09672323415861998
2,2012-01-01,2020-12-31,2021-01-01,2021-12-31,-0.08580305533620647,0.06633397805692087,-1.6584889022171254,-2.2649093098162187,-0.09770893789763926
3,2013-01-01,2021-12-31,2022-01-01,2022-12-31,-0.2665867146189445,0.1268031832862864,-2.293300674270257,-3.832170752278683,-0.3179312746461625
4,2014-01-01,2022-12-31,2023-01-01,2023-12-31,-0.06342306357781857,0.12766180963600715,-0.6864556827041277,-1.1969638354583971,-0.22555766632337965
5,2015-01-01,2023-12-31,2024-01-01,2024-12-31,0.014618509163347948,0.1280924408258417,-0.07488811897031108,-0.10602832540048288,-0.08568549516567783
