iteration,train_start_date,train_end_date,test_start_date,test_end_date,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown
0,2010-01-01,2018-12-31,2019-01-01,2019-12-31,-0.010421316646843426,0.0660562916511174,-0.5242865878827863,-0.7655829783206782,-0.07483179761966487
1,2011-01-01,2019-12-31,2020-01-01,2020-12-31,0.09707130905163042,0.10721328660720361,0.679581796680262,0.8693719947390077,-0.08907031868395397
2,2012-01-01,2020-12-31,2021-01-01,2021-12-31,-0.10442264146734515,0.07058628938143838,-1.822361732082807,-2.5562887572283914,-0.10917956199838993
3,2013-01-01,2021-12-31,2022-01-01,2022-12-31,-0.29239765691017094,0.1387446732878626,-2.2819526005470006,-3.901988407570632,-0.3493740464333367
4,2014-01-01,2022-12-31,2023-01-01,2023-12-31,-0.12851506613295705,0.1426325166884916,-1.0707668965669384,-1.8470633412957629,-0.2858464241091454
5,2015-01-01,2023-12-31,2024-01-01,2024-12-31,-0.1472073165355008,0.15193384141055638,-1.1282438859911676,-1.6151322613519519,-0.13996998534239077
