seed,test_period,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,final_portfolio_value,cumulative_trading_days
0,2019-01-01 to 2024-12-31,-0.07379281947397731,-0.012753620754380246,0.1786352719155201,-0.20692851679914961,-0.5769435021089239,-0.39752301940966844,928667.6761753047,1505
25,2019-01-01 to 2024-12-31,-0.046710752513630105,-0.007977907230783177,0.14315703788010764,-0.2248511062994487,-0.5569587379477392,-0.3149336148645396,955451.7535094712,1505
50,2019-01-01 to 2024-12-31,-0.06541394344590756,-0.011263787534854575,0.18841382785880706,-0.1882818211864458,-0.5368444231711735,-0.398128709801549,937097.861600225,1505
75,2019-01-01 to 2024-12-31,-0.059193662321398,-0.010164945791504398,0.19198410993620518,-0.17905678190782773,-0.4642908224306208,-0.42638167728223736,943233.7765977383,1505
100,2019-01-01 to 2024-12-31,-0.040442591759612956,-0.006888688203985804,0.15782763280563888,-0.19704914001590335,-0.43307317275488555,-0.3918733832386502,961513.1540199787,1505
