date,turnover_mean,turnover_sd
2019-01-03,0.30609200400000003,0.16894961937224964
2019-01-04,0.1378312084,0.13261601348160815
2019-01-07,0.1654450664,0.18808075118615727
2019-01-08,0.17049972963600002,0.1997945134458313
2019-01-09,0.291954328,0.15843659441798089
2019-01-10,0.42043625799999995,0.0933752385970326
2019-01-11,0.29910917800000003,0.13315907562270068
2019-01-14,0.286012238,0.1742489353560082
2019-01-15,0.37793315799999994,0.09331523710445562
2019-01-16,0.426786118,0.12986956260826524
2019-01-17,0.4020652032,0.20815665039001927
2019-01-18,0.36735532268000004,0.2151766464769322
2019-01-22,0.29891949891622005,0.19786794220130463
2019-01-23,0.2903497632,0.23657815889068176
2019-01-24,0.29672942,0.17551058029716327
2019-01-25,0.4491641700000001,0.10632550626646645
2019-01-28,0.32820940913022,0.1959212740168227
2019-01-29,0.48642671000000004,0.19878116592665138
2019-01-30,0.2953994336,0.31485839561547957
2019-01-31,0.376584666,0.07634306873619065
2019-02-01,0.2894578085368,0.30533495551535506
2019-02-04,0.466605818448,0.3216809665593565
2019-02-05,0.5638357559999999,0.1731555243598524
2019-02-06,0.36576883575200003,0.38281382091738464
2019-02-07,0.4407216419999999,0.10682808353707755
2019-02-08,0.47327959399999997,0.17026442161946365
2019-02-11,0.05630764667086,0.12590590134649995
2019-02-12,0.22254253001385998,0.20540359983517925
2019-02-13,0.12213007550305999,0.26865799642401117
2019-02-14,0.29518489000000003,0.16491208900300455
2019-02-15,0.39124877999999996,0.19363508937826274
2019-02-19,0.20829700783767996,0.15905548357999877
2019-02-20,0.30941631799999997,0.17977233085838298
2019-02-21,0.28985899600000004,0.17253375459660303
2019-02-22,0.273593166,0.15522123177962377
2019-02-25,0.21481290999999997,0.21014337534518
2019-02-26,0.255413262,0.3093285479042187
2019-02-27,0.2817665668232,0.31360428846581706
2019-02-28,0.12172025142107998,0.16598964214329676
2019-03-01,0.14920597650982,0.21210567311905953
2019-03-04,0.20553456704,0.18823596998270226
2019-03-05,0.2349816353888,0.2202341403025354
2019-03-06,0.21344704001660003,0.1957104231689108
2019-03-07,0.20750526892,0.18992127622245178
2019-03-08,0.29813937992,0.1756930793983892
2019-03-11,0.142418554156,0.14912983393227566
2019-03-12,0.20766196680000001,0.141858197841367
2019-03-13,0.271603711606,0.15372631681034415
2019-03-14,0.259996708926,0.2717575591214947
2019-03-15,0.29768987880000003,0.17180596771517787
2019-03-18,0.37720635982899997,0.35556924808944995
2019-03-19,0.5251087280000001,0.22271759762465218
2019-03-20,0.29529003724760006,0.1723802139687955
2019-03-21,0.35285373600000003,0.22199170359658205
2019-03-22,0.21328845207260003,0.31313146757777993
2019-03-25,0.15479787,0.20433386556662922
2019-03-26,0.2462566366,0.20657573721250092
2019-03-27,0.10212771059999999,0.20233176721177246
2019-03-28,0.224184999174,0.21145675001909478
2019-03-29,0.33382771,0.0848733103500429
2019-04-01,0.401580466866,0.2758665012798707
2019-04-02,0.22898599987600005,0.34087697464438016
2019-04-03,0.087130817283716,0.13595399074684383
2019-04-04,0.223122614,0.13827638245716486
2019-04-05,0.267605283358,0.1762162107866035
2019-04-08,0.22871964850172805,0.34101185067289097
2019-04-09,0.33790439758,0.3454744833208287
2019-04-10,0.07646753917848001,0.17040891398191513
2019-04-11,0.25421173882209,0.25596762607466617
2019-04-12,0.21904707694069683,0.2014846743370105
2019-04-15,0.284412092,0.19886199715218433
2019-04-16,0.099431212,0.1463144055959724
2019-04-17,0.21954366612,0.1971307083635832
2019-04-18,0.3090334868,0.12899398786626937
2019-04-22,0.17592748306262002,0.16515438232017066
2019-04-23,0.2879916348,0.1479835214682967
2019-04-24,0.2120717518,0.18190748936537174
2019-04-25,0.14121229846666,0.19436906310837737
2019-04-26,0.26921809878946,0.15275438019838836
2019-04-29,0.46845817199999995,0.17555565187312533
2019-04-30,0.38975152399999996,0.0613596550559293
2019-05-01,0.15326344930200003,0.2097668885728562
2019-05-02,0.33627638439412,0.23118138166929453
2019-05-03,0.37496673999999997,0.056267035315885894
2019-05-06,0.30989879401896797,0.3241668104168525
2019-05-07,0.5078451559999999,0.24519321315693848
2019-05-08,0.642339544,0.1538335079042498
2019-05-09,0.2607572021895244,0.2613908018640557
2019-05-10,0.41244571222905996,0.2890237122785579
2019-05-13,0.597666266,0.11558795691347877
2019-05-14,0.345377678,0.2470741171839222
2019-05-15,0.28121899199999995,0.252754609200625
2019-05-16,0.3277531938,0.19618943082320778
2019-05-17,0.40843321815,0.23496879812733545
2019-05-20,0.30911850197428,0.3120392299231569
2019-05-21,0.514312786,0.24337999249386796
2019-05-22,0.32598214740000003,0.17701100801013936
2019-05-23,0.540197696,0.1645404101166248
2019-05-24,0.443952024,0.30786092913415153
2019-05-28,0.4939630279999999,0.13344391350923995
2019-05-29,0.420245,0.19260279775740496
2019-05-30,0.3932701720906,0.2799347120568469
2019-05-31,0.37291990599999997,0.1294649904003178
2019-06-03,0.485314244,0.19057169488243234
2019-06-04,0.49119095,0.16983862209805814
2019-06-05,0.27777443882209,0.1591862711097244
2019-06-06,0.2452049098488,0.22567044262334854
2019-06-07,0.44193657599999997,0.3265930310926828
2019-06-10,0.430171784,0.2894795454872891
2019-06-11,0.29993488900000004,0.2867656845474216
2019-06-12,0.39132026999999997,0.05861099951318567
2019-06-13,0.30404819437999997,0.16842743782990224
