iteration,train_start_date,train_end_date,test_start_date,test_end_date,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown
0,2010-01-01,2018-12-31,2019-01-01,2019-12-31,0.008703682224283638,0.06712490870570245,-0.23102346335869323,-0.36068067755051697,-0.062116982220543036
1,2011-01-01,2019-12-31,2020-01-01,2020-12-31,0.08431812976352515,0.12209673507606425,0.49229013875734157,0.6585395338675827,-0.09751116797863828
2,2012-01-01,2020-12-31,2021-01-01,2021-12-31,-0.13337365901566364,0.0704051294029255,-2.238256948935127,-3.1083869871880436,-0.14316973477510303
3,2013-01-01,2021-12-31,2022-01-01,2022-12-31,-0.31164332147743723,0.13286489746890826,-2.527789047269928,-4.272646822264642,-0.34727359861615265
4,2014-01-01,2022-12-31,2023-01-01,2023-12-31,-0.06630189693831279,0.1450671476947554,-0.6239387034745993,-1.11661509089965,-0.26855403108076514
5,2015-01-01,2023-12-31,2024-01-01,2024-12-31,-0.18255215124465884,0.1531285911567383,-1.3502590260504177,-1.833071907841947,-0.1691751444500886
