date,asset_0,asset_1,asset_2,asset_3,iteration,train_start_date,train_end_date,test_start_date,test_end_date
2020-01-03,0.25413024,0.24218307,0.25436166,0.24932496,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-06,0.26087716,0.25053334,0.24153449,0.24705504,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-07,0.2508561,0.24022473,0.25655013,0.25236905,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-08,0.24823534,0.25224298,0.25128898,0.24823262,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-09,0.2576992,0.2445011,0.24972552,0.24807422,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-10,0.25291362,0.24483003,0.25231117,0.24994513,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-13,0.2623031,0.24185558,0.2507253,0.24511601,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-14,0.25004676,0.24945782,0.246409,0.25408646,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-15,0.26208904,0.23750414,0.24573852,0.25466827,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-16,0.2540709,0.25081593,0.24447353,0.25063965,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-17,0.2576166,0.24039677,0.24362966,0.25835696,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-21,0.25479174,0.25555202,0.24340515,0.24625109,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-22,0.25412646,0.24335927,0.24783422,0.25468,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-23,0.2596781,0.25306153,0.23459968,0.25266072,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-24,0.2570387,0.2424285,0.248375,0.25215778,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-27,0.26422834,0.24305008,0.23865166,0.25406992,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-28,0.25316012,0.24919835,0.24806161,0.24957989,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-29,0.25465962,0.24542774,0.24878079,0.25113183,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-30,0.25479704,0.24282235,0.24684145,0.25553918,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-31,0.24650651,0.25220212,0.24981043,0.25148097,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-03,0.2458226,0.24170974,0.26244256,0.2500251,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-04,0.2607997,0.25326845,0.23861021,0.24732165,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-05,0.25168103,0.24876818,0.25270325,0.2468475,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-06,0.25011802,0.24894696,0.24911484,0.25182018,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-07,0.2596943,0.24046957,0.24975069,0.25008544,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-10,0.26135385,0.24683435,0.24463299,0.24717875,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-11,0.257328,0.24740207,0.24933349,0.2459364,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-12,0.25831708,0.2343779,0.25325564,0.2540494,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-13,0.25039908,0.23780741,0.25569326,0.25610024,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-14,0.25652474,0.24321555,0.2481791,0.25208065,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-18,0.2531516,0.24117698,0.24357781,0.26209363,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-19,0.24725956,0.24608423,0.25265518,0.25400105,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-20,0.2509943,0.24696068,0.24642392,0.2556211,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-21,0.25579324,0.24494492,0.24294583,0.256316,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-24,0.24867229,0.24403171,0.24522735,0.26206863,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-25,0.2402392,0.25280613,0.24857204,0.25838265,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-26,0.24432166,0.2530845,0.23934402,0.26324978,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-27,0.25507316,0.25389153,0.23434995,0.25668535,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-28,0.23645526,0.25086287,0.25385028,0.25883156,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-02,0.24384135,0.25419253,0.24609612,0.25587,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-03,0.25163022,0.26204345,0.24748509,0.23884131,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-04,0.26271048,0.22749029,0.25895044,0.2508488,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-05,0.26551157,0.23596536,0.2530038,0.2455193,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-06,0.2570957,0.2451184,0.25383526,0.24395072,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-09,0.25047114,0.2494565,0.24719699,0.25287533,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-10,0.25537312,0.24745452,0.24929179,0.24788052,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-11,0.25368005,0.24841417,0.2468773,0.25102845,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-12,0.24791193,0.25423813,0.25313243,0.24471754,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-13,0.26094025,0.25748062,0.2433784,0.23820072,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-16,0.25243366,0.25056323,0.24975875,0.24724431,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-17,0.2455035,0.26135632,0.24319649,0.24994364,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-18,0.24618718,0.25539416,0.24733251,0.25108612,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-19,0.25090298,0.24522944,0.24588794,0.25797966,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-20,0.2488391,0.24373063,0.26065233,0.246778,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-23,0.25055516,0.25447065,0.24912237,0.24585186,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-24,0.24700822,0.25012922,0.2549554,0.24790715,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-25,0.25503257,0.24952182,0.246735,0.24871057,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-26,0.25144467,0.24779372,0.24929431,0.25146732,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-27,0.2541946,0.25125527,0.2449366,0.24961357,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-30,0.24742307,0.24963523,0.26269785,0.24024388,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-31,0.2546078,0.24856922,0.2583745,0.23844844,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-01,0.25282648,0.2592021,0.24406956,0.2439019,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-02,0.27975106,0.23936054,0.24123462,0.23965377,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-03,0.26376197,0.24034183,0.24774179,0.24815443,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-06,0.2626301,0.25314397,0.2424127,0.2418132,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-07,0.27114007,0.24466214,0.24731033,0.23688747,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-08,0.25531328,0.23524784,0.272505,0.2369339,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-09,0.25615343,0.24665113,0.2532052,0.24399029,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-13,0.27751586,0.22595958,0.25268435,0.24384023,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-14,0.25765947,0.24608116,0.2426688,0.2535905,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-15,0.26109415,0.24785164,0.24616559,0.24488865,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-16,0.26138175,0.23830098,0.24870512,0.25161216,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-17,0.25340173,0.23896182,0.25662115,0.25101528,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-20,0.26260573,0.24557337,0.23567776,0.25614315,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-21,0.2563317,0.2447684,0.2419391,0.25696078,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-22,0.2546593,0.2428779,0.25234193,0.25012088,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-23,0.25579023,0.2379396,0.24877885,0.2574913,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-24,0.2519501,0.25173876,0.24146667,0.25484446,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-27,0.24784003,0.24952842,0.24594921,0.2566823,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-28,0.25815192,0.23577572,0.25336272,0.2527096,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-29,0.261316,0.23882553,0.2525097,0.24734877,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-30,0.2594544,0.24448806,0.2506532,0.24540439,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-05-01,0.25625297,0.23672965,0.24994637,0.257071,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-05-04,0.27359402,0.24595636,0.2308905,0.24955916,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-05-05,0.24539745,0.2522638,0.24819855,0.2541402,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-05-06,0.24598414,0.25589368,0.2482988,0.24982338,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-05-07,0.24703902,0.24712068,0.25167352,0.25416678,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-05-08,0.25016692,0.24920368,0.25039223,0.25023717,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-05-11,0.24656403,0.25265265,0.24859366,0.25218964,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-05-12,0.2624172,0.24494486,0.25289235,0.23974562,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-05-13,0.24838181,0.25902706,0.2454427,0.24714847,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-05-14,0.25698587,0.2436395,0.24253899,0.25683564,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-05-15,0.24891704,0.24629344,0.2529364,0.25185308,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-05-18,0.257883,0.22711568,0.26009443,0.25490692,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-05-19,0.26422685,0.22854376,0.25565198,0.25157738,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-05-20,0.26990917,0.2318891,0.25131744,0.24688426,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-05-21,0.25928184,0.24090107,0.25230736,0.24750979,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-05-22,0.26438734,0.25196654,0.23419142,0.24945477,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-05-26,0.2421221,0.2379323,0.26175615,0.25818947,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-05-27,0.25807568,0.24748076,0.24575417,0.24868935,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-05-28,0.24932097,0.23952527,0.25484738,0.2563064,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-05-29,0.2546405,0.252524,0.25018492,0.24265061,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-06-01,0.25477442,0.23343405,0.2525336,0.25925788,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-06-02,0.27745354,0.22504884,0.23683126,0.26066634,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-06-03,0.2584296,0.23446308,0.24504656,0.2620608,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-06-04,0.26064646,0.24031883,0.25198832,0.24704635,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-06-05,0.2649402,0.22479998,0.25554293,0.2547169,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-06-08,0.27856448,0.22635056,0.24789642,0.24718852,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-06-09,0.25103644,0.24291103,0.26012677,0.24592575,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
