date,turnover,iteration,train_start_date,train_end_date,test_start_date,test_end_date
2024-01-03,0.025133833,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-04,0.0068784207,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-05,0.011192828,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-08,0.013375133,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-09,0.014935777,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-10,0.013115153,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-11,0.02012755,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-12,0.025738776,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-16,0.018059552,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-17,0.00799869,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-18,0.01592417,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-19,0.0037333071,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-22,0.009478658,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-23,0.007805586,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-24,0.04001151,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-25,0.018054664,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-26,0.018685386,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-29,0.012623325,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-30,0.008663297,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-31,0.015751407,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-01,0.030698597,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-02,0.027006865,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-05,0.006798491,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-06,0.04059519,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-07,0.031668887,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-08,0.03175035,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-09,0.020464763,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-12,0.029521361,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-13,0.033889458,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-14,0.033632427,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-15,0.022949934,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-16,0.038519844,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-20,0.04275994,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-21,0.015220568,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-22,0.016496465,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-23,0.036452845,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-26,0.031047374,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-27,0.0243188,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-28,0.012899622,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-29,0.017240226,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-01,0.04735008,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-04,0.04402685,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-05,0.014326602,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-06,0.014017001,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-07,0.027348012,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-08,0.016549468,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-11,0.016486332,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-12,0.015268862,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-13,0.028365642,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-14,0.029580936,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-15,0.01931046,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-18,0.024014324,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-19,0.023675367,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-20,0.018573165,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-21,0.016921446,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-22,0.019183561,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-25,0.0415757,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-26,0.00697127,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-27,0.0321061,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-28,0.022502154,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-01,0.042442963,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-02,0.026549414,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-03,0.023586899,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-04,0.02460818,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-05,0.012925819,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-08,0.012564689,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-09,0.0057457387,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-10,0.016075626,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-11,0.015973896,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-12,0.027238935,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-15,0.01661779,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-16,0.012859896,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-17,0.0032723248,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-18,0.006126106,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-19,0.015577495,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-22,0.021541104,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-23,0.010515511,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-24,0.022161499,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-25,0.016619697,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-26,0.00769718,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-29,0.0138622075,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-30,0.01720962,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-05-01,0.016504318,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-05-02,0.00703606,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-05-03,0.026823446,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-05-06,0.018164411,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-05-07,0.010088727,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-05-08,0.012799382,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-05-09,0.020515487,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-05-10,0.01858142,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-05-13,0.008873373,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
