date,asset_0,asset_1,asset_2,asset_3,iteration,train_start_date,train_end_date,test_start_date,test_end_date
2020-01-03,0.24928781,0.24704814,0.254448,0.24921602,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-06,0.25820893,0.24627438,0.24832217,0.24719447,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-07,0.2509018,0.24866374,0.25031555,0.2501189,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-08,0.2564521,0.24713805,0.25039145,0.24601837,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-09,0.25350687,0.24916223,0.2492331,0.24809779,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-10,0.24350329,0.25688574,0.25317144,0.24643956,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-13,0.2508847,0.25671262,0.24532495,0.24707769,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-14,0.25918078,0.24935797,0.23946099,0.25200027,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-15,0.23784837,0.272565,0.2462231,0.2433635,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-16,0.2668914,0.24597113,0.24090037,0.24623707,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-17,0.2382666,0.27509055,0.2387583,0.24788457,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-21,0.2567059,0.251343,0.24881881,0.24313228,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-22,0.2542581,0.2577131,0.23331656,0.25471222,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-23,0.264691,0.2559487,0.23274566,0.24661462,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-24,0.25670826,0.25536782,0.24019757,0.2477263,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-27,0.25180626,0.25692236,0.23932117,0.25195023,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-28,0.26338252,0.24768567,0.2419636,0.24696822,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-29,0.25509375,0.25403684,0.24336499,0.24750446,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-30,0.2693329,0.24506931,0.2336035,0.25199428,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-31,0.27389154,0.2414194,0.24301776,0.24167131,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-03,0.25924018,0.25502935,0.23727769,0.24845277,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
