date,transaction_cost,iteration,train_start_date,train_end_date,test_start_date,test_end_date
2019-01-03,21.306194305419922,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-04,21.376267997838315,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-07,0.0,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-08,12.286217035842583,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-09,3.923990718392708,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-10,67.03113722405853,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-11,78.25803336976026,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-14,27.507083384279092,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-15,42.29327929338253,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-16,33.37617744658895,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-17,60.240173927791126,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-18,101.26916353563038,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-22,36.81965275460924,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-23,68.84805502371978,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-24,44.259602059282784,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-25,33.47073171474063,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-28,63.58397982827583,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-29,63.89925764376447,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-30,35.33894055659025,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-01-31,37.10992876505738,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-02-01,43.02505756674894,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-02-04,111.046969250511,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-02-05,77.51026115092998,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-02-06,38.59251298074369,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-02-07,53.44056336258265,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-02-08,64.57388731554897,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-02-11,104.83717131815919,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-02-12,132.8106277734055,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-02-13,100.19892023843553,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-02-14,0.0,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-02-15,1.0192775694735758,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-02-19,41.638803667485305,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-02-20,231.61630547098375,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-02-21,189.4597201933882,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-02-22,32.179387575305135,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-02-25,127.26340599318624,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-02-26,130.85944471303486,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-02-27,55.42945945078632,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-02-28,48.668680927355474,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-03-01,1.2387481795967161,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-03-04,40.847385487254236,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-03-05,43.83250512447239,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-03-06,49.05815405740656,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-03-07,132.69060866322548,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-03-08,110.8602534963692,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-03-11,66.99608891075773,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-03-12,107.85200423295822,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-03-13,190.49638572777386,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-03-14,88.45995457357012,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-03-15,61.84565242885363,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-03-18,45.23651856974172,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-03-19,49.448646290591476,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-03-20,50.99417378504527,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-03-21,68.28176278198025,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-03-22,70.36888670632491,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-03-25,41.24190536463532,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-03-26,84.62391391338457,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-03-27,100.65318693499991,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-03-28,100.53194689326378,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-03-29,35.55824289895203,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-04-01,83.07009246190093,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-04-02,18.68164902844728,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-04-03,94.76167571114789,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
2019-04-04,41.68349436077633,0,2010-01-01,2018-12-31,2019-01-01,2019-12-31
