date,transaction_cost,iteration,train_start_date,train_end_date,test_start_date,test_end_date
2021-01-05,19.098379135131836,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-01-06,20.65137981988456,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-01-07,13.22619469013501,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-01-08,24.02940886208388,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-01-11,10.58795713394808,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-01-12,9.557048510283087,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-01-13,14.507421036993149,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-01-14,33.666857758307565,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-01-15,30.257271213713707,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-01-19,33.31533662867489,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-01-20,8.489455465464083,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-01-21,40.29258759495633,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-01-22,31.95079246871683,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-01-25,11.97357162983747,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-01-26,26.07235907242952,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-01-27,30.995796126816856,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-01-28,30.75579877985207,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-01-29,26.03021212694723,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-02-01,16.713424198316403,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-02-02,9.83433522435372,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-02-03,12.439497318587325,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-02-04,16.99873544351572,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-02-05,24.109999800300013,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-02-08,10.212223804854967,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-02-09,47.09325420753662,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-02-10,27.079079970646553,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-02-11,45.145456132743675,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-02-12,37.77062915304345,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-02-16,29.021258597010867,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-02-17,12.891301838101436,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-02-18,38.853085633169606,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-02-19,38.603316460896075,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-02-22,35.9843750893681,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-02-23,48.870636405800596,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-02-24,35.71987431203615,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-02-25,16.6711333182021,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-02-26,14.48548279361511,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-03-01,15.791786641136296,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-03-02,22.281739825872876,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-03-03,25.70920547661331,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-03-04,11.508114143461887,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-03-05,16.07533845950118,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-03-08,18.694510745728387,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-03-09,9.17325005130827,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-03-10,5.6220392260571606,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-03-11,6.894826048178151,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-03-12,25.055499975373102,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-03-15,21.77910714873416,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-03-16,39.649639001321304,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-03-17,6.219074428524612,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-03-18,21.62872946814563,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-03-19,12.565766784601783,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-03-22,16.006122854756388,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-03-23,25.250811721894998,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-03-24,29.95609462117685,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-03-25,32.6979040467981,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-03-26,20.763611128481823,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-03-29,8.839867678481399,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-03-30,7.0195814521124325,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-03-31,16.05856706635713,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-04-01,29.518971867027396,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-04-05,25.273507936120005,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-04-06,38.295898140424846,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-04-07,18.59200712499571,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-04-08,32.97124484615867,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-04-09,56.605111592182276,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-04-12,61.19754557653654,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-04-13,71.53315835742757,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-04-14,35.13675544562907,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-04-15,54.38680287074616,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-04-16,39.78867977017052,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-04-19,46.998222690734536,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-04-20,35.001896857299116,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-04-21,10.55590327209861,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-04-22,20.948609898736716,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-04-23,10.08779744112115,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-04-26,42.54038334380543,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-04-27,38.293224414273055,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-04-28,32.817177086051,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-04-29,55.314776921859206,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-04-30,21.958913011165762,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-05-03,29.078908513421137,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-05-04,43.01169176698521,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-05-05,31.640843431178993,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-05-06,29.12951739956836,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-05-07,32.05735096651108,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-05-10,60.78717414509835,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-05-11,37.316762771597396,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-05-12,28.596728796690478,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-05-13,50.310743735168984,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-05-14,61.608991266142745,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-05-17,21.839636228135117,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-05-18,8.639735971753101,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-05-19,37.73040345704112,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-05-20,38.37623861922754,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-05-21,25.716075690421295,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-05-24,32.683438851851776,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-05-25,17.531085390072082,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-05-26,55.96558800412998,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-05-27,16.824885785967854,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-05-28,21.818567702287552,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-06-01,69.25298305866008,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-06-02,43.842778621519734,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-06-03,19.177742026782386,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-06-04,60.59296829420034,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-06-07,31.044811887143,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-06-08,31.269785215158066,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-06-09,51.628654620072474,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-06-10,56.563333989828756,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-06-11,58.56164659901881,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-06-14,56.32422307272747,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-06-15,38.36406776467934,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-06-16,64.61076334423157,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-06-17,33.79928188668774,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-06-18,60.48267094030225,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-06-21,40.11332271034633,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-06-22,31.301275465840863,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-06-23,13.393691048400859,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-06-24,43.128212628384134,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-06-25,36.388499653690005,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-06-28,49.985190607322004,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-06-29,25.915835966120817,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-06-30,12.603378849275812,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-07-01,21.011050599182063,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-07-02,7.742606270239021,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-07-06,14.667258238409635,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-07-07,18.813226788743076,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-07-08,8.918908629433545,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-07-09,43.05413687387718,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-07-12,17.08432346084042,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-07-13,18.06350035570216,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-07-14,58.544498148887506,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-07-15,44.33897616520951,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-07-16,31.56268885496312,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-07-19,50.60138949615418,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
2021-07-20,37.766421784189134,2,2012-01-01,2020-12-31,2021-01-01,2021-12-31
