date,asset_0,asset_1,asset_2,asset_3,iteration,train_start_date,train_end_date,test_start_date,test_end_date
2023-01-04,0.267804,0.2303765,0.2303765,0.27144304,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-05,0.24674293,0.23696128,0.23696128,0.27933455,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-06,0.2570744,0.23532756,0.2387355,0.2688626,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-09,0.24802288,0.22979544,0.26239446,0.25978717,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-10,0.26974845,0.23028678,0.23028678,0.269678,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-11,0.2762908,0.23622762,0.24485315,0.24262843,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-12,0.28020322,0.2534499,0.23050073,0.23584615,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-13,0.28039917,0.23986696,0.23986696,0.23986696,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-17,0.27027282,0.24139875,0.24139875,0.24692965,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-18,0.2847513,0.23841625,0.23841625,0.23841625,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-19,0.27215698,0.24261433,0.24261433,0.24261433,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-20,0.2552832,0.25245687,0.25707817,0.23518176,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-23,0.2640745,0.24813677,0.24192086,0.24586783,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-24,0.27835932,0.2308869,0.23028058,0.26047313,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-25,0.2541626,0.23463684,0.23791586,0.27328464,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-26,0.23873745,0.23873745,0.23873745,0.28378764,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-27,0.24684605,0.23713358,0.24183854,0.27418178,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-30,0.265849,0.23016678,0.24980393,0.25418028,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-31,0.2715778,0.23693053,0.23722592,0.25426573,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-01,0.26907498,0.24158455,0.24158455,0.24775596,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-02,0.2611999,0.25646538,0.2298606,0.25247416,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-03,0.2645409,0.24080683,0.2565617,0.23809059,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-06,0.25232452,0.24768364,0.25230825,0.24768364,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-07,0.23412846,0.23412846,0.23412846,0.2976146,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-08,0.25169545,0.23894212,0.2758218,0.23354062,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-09,0.23577428,0.24887773,0.29504877,0.22029924,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-10,0.24256259,0.22643636,0.30456474,0.22643636,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-13,0.24139357,0.24139357,0.27581936,0.24139357,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-14,0.26091567,0.23277795,0.23277795,0.2735284,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-15,0.25597632,0.23864844,0.23864844,0.26672682,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-16,0.24173911,0.2394122,0.2661555,0.25269315,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-17,0.23608884,0.23608884,0.26650023,0.2613221,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-21,0.2448305,0.2448305,0.24738206,0.26295692,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-22,0.23588064,0.23588064,0.2893989,0.23883983,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-23,0.24622945,0.24622945,0.24622945,0.26131165,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-24,0.24470933,0.24470933,0.24470933,0.26587203,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-27,0.25276023,0.24317314,0.24317314,0.2608935,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-28,0.23488392,0.23488392,0.2829877,0.24724448,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-01,0.22772825,0.22772825,0.2533105,0.291233,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-02,0.23068084,0.23068084,0.29460552,0.24403287,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-03,0.22373006,0.22373006,0.26041022,0.29212967,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-06,0.22532104,0.22532104,0.22532104,0.32403687,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-07,0.24477932,0.22512773,0.22512773,0.30496526,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-08,0.23928608,0.23928608,0.28214172,0.23928608,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-09,0.24485447,0.24166578,0.24166578,0.27181396,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-10,0.2394535,0.22419803,0.22419803,0.31215042,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-13,0.23659019,0.23570545,0.23570545,0.2919989,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-14,0.24785624,0.25461507,0.24785624,0.24967246,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-15,0.2567245,0.2635339,0.22841693,0.25132468,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-16,0.22864215,0.22665222,0.22665222,0.31805342,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-17,0.24259034,0.24796355,0.23372571,0.27572045,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-20,0.23188153,0.24611636,0.23486145,0.28714067,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-21,0.2470222,0.22943828,0.22943828,0.29410127,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-22,0.25686416,0.22317688,0.22317688,0.29678208,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-23,0.24355666,0.22996031,0.22693673,0.29954627,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-24,0.22731698,0.22320919,0.22320919,0.32626468,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-27,0.24832454,0.25479096,0.24445434,0.25243017,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-28,0.23147644,0.23147644,0.23416704,0.30288005,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-29,0.25814155,0.24924932,0.23445123,0.2581579,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-30,0.2561517,0.23088932,0.23088932,0.28206962,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-31,0.23461267,0.23461267,0.2710394,0.2597353,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-03,0.25859508,0.25072697,0.24672097,0.243957,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-04,0.23578438,0.23578438,0.23578438,0.29264683,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-05,0.22665955,0.22665955,0.22665955,0.3200213,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-06,0.23774093,0.24257763,0.25492775,0.26475367,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-10,0.2646676,0.24934196,0.24299523,0.24299523,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-11,0.2667746,0.2425641,0.24200134,0.24865998,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-12,0.25484097,0.24511085,0.25493738,0.24511085,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-13,0.25835568,0.23866896,0.24457552,0.25839984,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-14,0.25494602,0.23029727,0.28445944,0.23029727,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-17,0.25215027,0.24793713,0.26548088,0.23443176,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-18,0.23741768,0.22282742,0.31692743,0.22282742,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-19,0.2525152,0.2491616,0.2491616,0.2491616,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-20,0.26823732,0.23858835,0.23858835,0.25458598,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-21,0.24720527,0.24006212,0.24026372,0.2724689,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-24,0.24930352,0.23590097,0.2788945,0.23590097,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-25,0.24296577,0.24296577,0.24296577,0.27110273,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-26,0.24440503,0.23959322,0.27640846,0.23959322,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-27,0.26095453,0.24251986,0.25015038,0.24637516,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-04-28,0.2547186,0.23685433,0.2715727,0.23685433,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-01,0.25726953,0.23634487,0.23634487,0.27004072,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-02,0.27675343,0.23623294,0.23698324,0.2500304,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-03,0.22838274,0.22838274,0.31485185,0.22838274,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-04,0.22792707,0.2241515,0.2241515,0.3237699,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-05-05,0.2673038,0.23411246,0.23411246,0.26447123,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
