date,asset_0,asset_1,asset_2,asset_3,iteration,train_start_date,train_end_date,test_start_date,test_end_date
2022-01-04,0.36558527,0.13450074,0.13450074,0.36541325,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-05,0.36000526,0.13564146,0.1356415,0.36871174,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-06,0.3652982,0.13451967,0.13451971,0.36566237,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-07,0.30786523,0.1132573,0.3075318,0.27134567,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-10,0.1748777,0.1748777,0.1748777,0.47536692,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-11,0.1748777,0.1748777,0.1748777,0.47536692,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-12,0.17487775,0.17487769,0.17487769,0.47536686,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-13,0.36299413,0.13500983,0.13500752,0.3669885,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-14,0.13480738,0.13480686,0.3639427,0.36644307,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-18,0.36549646,0.13447767,0.13447767,0.36554822,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-19,0.3655293,0.1344707,0.1344707,0.3655293,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-20,0.17487769,0.1748778,0.17487769,0.47536686,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-21,0.47536686,0.17487769,0.17487769,0.17487782,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-24,0.22068268,0.16879474,0.16421324,0.4463094,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-25,0.365446,0.36546013,0.13444526,0.13464862,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-26,0.1344707,0.1344707,0.3655293,0.36552927,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-27,0.13702747,0.13753164,0.35296154,0.37247932,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-28,0.13691925,0.36449525,0.1340903,0.36449525,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-31,0.29691938,0.29692397,0.10923235,0.29692432,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-01,0.14477481,0.14477481,0.39353874,0.31691167,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-02,0.1746221,0.17608675,0.17462125,0.4746698,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-03,0.13946196,0.36342192,0.13369544,0.36342064,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-04,0.17482558,0.17482558,0.17512366,0.4752252,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-07,0.3655287,0.13447085,0.13447085,0.36552957,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-08,0.29691568,0.109234676,0.296919,0.29693064,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-09,0.3655293,0.1344707,0.3655293,0.1344707,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-10,0.29692274,0.10923177,0.29692274,0.29692274,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-11,0.3655293,0.1344707,0.3655293,0.1344707,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-14,0.27828687,0.1121271,0.30479297,0.3047931,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-15,0.29692274,0.29692274,0.10923177,0.29692274,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-16,0.36549065,0.1345623,0.13445649,0.36549065,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-17,0.36910528,0.13578624,0.13578624,0.35932225,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-18,0.47536692,0.1748777,0.1748777,0.1748777,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-22,0.3655293,0.1344707,0.3655293,0.1344707,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-23,0.3655293,0.1344707,0.1344707,0.3655293,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-24,0.47536692,0.1748777,0.1748777,0.1748777,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-25,0.47536692,0.1748777,0.1748777,0.1748777,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-28,0.47536692,0.1748777,0.1748777,0.1748777,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-01,0.3655118,0.13446428,0.3655118,0.13451211,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-02,0.3655359,0.13447315,0.13447315,0.36551785,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-03,0.36552927,0.36552927,0.1344707,0.13447075,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-04,0.36568803,0.36525384,0.1345291,0.1345291,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-07,0.36553216,0.13447386,0.13447386,0.36552012,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-08,0.47536692,0.1748777,0.1748777,0.1748777,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-09,0.47536686,0.17487772,0.17487769,0.17487769,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-10,0.1344707,0.3655293,0.1344707,0.3655293,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-11,0.13804041,0.36402175,0.13391611,0.36402175,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-14,0.36550793,0.36550793,0.13446285,0.13452134,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-15,0.29692274,0.29692274,0.10923177,0.29692274,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-16,0.29692805,0.29692805,0.29691023,0.10923374,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-17,0.36164913,0.36755162,0.13521491,0.13558428,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-18,0.36552534,0.36552534,0.13446924,0.13448012,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-21,0.29691088,0.29692778,0.109233625,0.2969277,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-22,0.36268246,0.36281732,0.13347302,0.14102723,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-03-23,0.2940891,0.29408923,0.29407212,0.11774961,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
