date,turnover,iteration,train_start_date,train_end_date,test_start_date,test_end_date
2022-01-04,0.0020166188,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-05,0.0075819343,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-06,0.013321757,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-07,0.01269491,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-10,0.008212134,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-11,0.0149149895,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-12,0.0023682266,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-13,0.021204442,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-14,0.008605897,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-18,0.004519075,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-19,0.01521045,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-20,0.025725633,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-21,0.016213626,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-24,0.014068708,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-25,0.014282808,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-26,0.022992715,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-27,0.03694755,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-28,0.022994548,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-01-31,0.043832272,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-01,0.058865115,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-02,0.02646029,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-03,0.030681148,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
2022-02-04,0.036873057,3,2013-01-01,2021-12-31,2022-01-01,2022-12-31
