date,portfolio_values_0,portfolio_values_25,portfolio_values_50,portfolio_values_75,portfolio_values_100,ppo_mean,ppo_sd
2020-07-13,1005698.2329858276,1042907.4517949685,975380.5590895864,1038041.200502796,1003773.0243753606,1013160.0937497078,24799.45346399861
2020-07-14,1002934.2273850484,1040767.6832726484,973859.8198084976,1035777.395809293,1002535.670609229,1011174.9593769433,24560.031763668478
2020-07-15,1006597.8818996842,1045168.854514926,977210.8165225438,1039699.7485488178,1005026.2590771876,1014740.7121126319,24971.963056735465
2020-07-16,1008002.935607478,1045118.1396247776,978280.4933639856,1041163.964037655,1005110.6599908236,1015535.2385249439,24840.704783684734
2020-07-17,1003853.9759260477,1042096.2955777592,975915.0920738432,1037096.1878860722,1002659.7041188932,1012324.2511165232,24457.307191852877
2020-07-20,1006284.0040706794,1043003.2348313356,977585.6108043952,1038518.291974772,1005349.2118353968,1014148.0707033158,24094.003888581814
2020-07-21,1007325.7466558572,1045463.4273068974,977846.2485820724,1040241.6260658382,1008244.9258776116,1015824.3948976554,24684.766112758778
2020-07-22,1009365.4705351152,1049017.111096695,981170.0916470106,1044168.0118482832,1011452.0521785668,1019034.5474611341,24961.359945610697
2020-07-23,1012936.7214206546,1054437.7319073789,984798.9733558516,1049096.5631748803,1012974.3312410827,1022848.8642199695,25808.329792517376
2020-07-24,1010968.3686679406,1060287.1402893772,986868.4261983124,1049539.4050954713,1014735.2679536416,1024479.7216409486,26841.30975494027
2020-07-27,1011878.2563014156,1063415.3557551622,989457.1110184144,1050453.3717361377,1016877.2262696878,1026416.2642161635,26888.812680392817
2020-07-28,1015370.5640305752,1069030.165642402,995879.4171337952,1054039.185309968,1019775.534231035,1030818.973269555,26760.631332361587
2020-07-29,1014842.3920432256,1071475.7525407844,999332.6190234728,1055236.667564132,1022402.4952964584,1032657.9852936147,26644.948572337733
2020-07-30,1016617.635147973,1074183.558842247,1002958.7728460876,1059267.4183669768,1026678.5478175296,1035941.1866041627,26659.436821242954
2020-07-31,1015681.78881302,1073331.5658953085,1000604.5072479412,1059194.804056582,1027634.682615479,1035289.4697256662,27073.121833319507
2020-08-03,1014060.7364664916,1072861.2677899029,1001433.428750456,1058821.9483048285,1025944.2216209744,1034624.3205865307,27008.99749866549
2020-08-04,1013691.3550348404,1073370.6555806908,1000285.2039312324,1057211.4902812897,1025010.0588442052,1033913.7527344518,27271.71496346298
2020-08-05,1020720.93846418,1084459.6562989538,1007481.3018110456,1066713.7426870076,1032216.3142026248,1042318.3906927623,28820.631914466485
2020-08-06,1022108.8732803648,1086818.513716833,1010020.0192283863,1068157.2935711544,1032723.5531461772,1043965.650588583,28906.790988045268
2020-08-07,1027288.6616196464,1094008.1248658432,1015344.0961848712,1072825.8157713967,1036917.7257694156,1049276.8848422344,29472.362991436705
2020-08-10,1022921.0061137568,1085241.6934333765,1010304.0939668834,1067410.135019046,1032027.671277194,1043580.9199620516,28181.938471891415
2020-08-11,1020184.4210943476,1083205.8792837302,1007545.8562076412,1065235.4563659416,1029878.4427736596,1041210.011145064,28441.625006912072
2020-08-12,1005288.8063925096,1056080.7911489226,990320.1796804144,1040122.9684931329,1014136.5745427386,1021189.8640515438,23796.50889628488
2020-08-13,1006698.7483988568,1055093.6873312758,988416.0548127572,1040395.1135090224,1012509.65662265,1020622.6521349124,23984.008000348826
2020-08-14,1008071.6088871392,1055330.2870687963,992837.6511329084,1044094.8143951164,1010958.3401112196,1022258.540319036,23516.443469616996
2020-08-17,1007429.9246965046,1055423.603371517,991423.6797498062,1041892.1932594788,1008691.488659024,1020972.1779472663,23798.61110507642
2020-08-18,1013038.295910482,1060313.4802565286,995388.8850413144,1048200.3972533213,1012282.6765506992,1025844.7470024691,24344.868628050026
2020-08-19,1016683.3256588078,1063955.2189283113,998606.5046509583,1052103.4448843722,1016531.8220461328,1029576.0632337164,24433.164917602033
2020-08-20,1005154.4646540432,1055604.090762378,987349.8369929832,1041079.3748769036,1008261.2820890256,1019489.8098750667,25039.610287243027
2020-08-21,1007925.8742511664,1060615.778368575,991419.1249607652,1044210.2026244628,1011972.7558063932,1023228.7472022725,25340.63496076068
2020-08-24,1007436.8080680566,1060544.9311175614,990980.216949638,1045046.6145299048,1011421.4315958256,1023086.0004521974,25679.489015386014
2020-08-25,1008908.1615231744,1058574.9091528512,991019.2588087254,1043780.6289312762,1009574.2099277796,1022371.4336687613,24887.87969961578
2020-08-26,1006272.9924587804,1056642.9197997355,988530.2324203836,1041309.2938753776,1006084.3615071904,1019767.9600122937,25175.15587380512
2020-08-27,1011642.0183171746,1060523.9782991044,992101.3569128084,1044719.1086117248,1008173.9311477464,1023432.0786577116,25228.46557599618
2020-08-28,1005784.4380728238,1050083.9951845997,985683.8127839108,1037267.6691105732,999546.0386895908,1015673.1907682996,24114.97547742651
2020-08-31,1013359.2822699386,1055054.4587251693,992122.6241100256,1043013.5569917944,1006407.7813863902,1021991.5406966635,23429.056043802822
2020-09-01,1011993.5731280654,1054420.304101057,989515.8758530788,1041488.6475717296,1006942.9908943974,1020872.2783096656,23692.130105450626
2020-09-02,1016301.6715505072,1058370.2890179337,994005.4579801464,1044623.8607334152,1011153.5607515147,1024890.9680067034,23352.340747962753
2020-09-03,1017566.792583356,1060851.7739353129,993941.4878781192,1043834.105074501,1012850.523527707,1025808.9365997992,23682.46119991889
2020-09-04,1010098.8650311732,1056885.0479269938,989098.7594671884,1032860.037013152,1008423.7897227824,1019473.299832258,23287.02656735176
2020-09-08,1004200.189093978,1049687.2261368094,981505.9794537496,1023645.1685004504,1002670.8793535212,1012341.8885077017,22948.234597954597
2020-09-09,1002247.394188826,1046238.7370590536,976193.5911762032,1021993.0174775152,1000289.4442133466,1009392.4368229888,23462.753184107587
2020-09-10,1010146.9352083564,1050672.114350556,978810.7800838228,1025167.944793792,1002161.6271543754,1013391.8803181804,23920.67010913391
2020-09-11,1003366.3069509048,1045938.3644673952,976225.9793856166,1019393.4344459784,996897.2012774054,1008364.25730546,23335.80110801325
2020-09-14,1003334.0749472976,1045839.0635189138,976517.2885470432,1019115.8751986228,996591.573501434,1008279.5751426623,23229.510413775555
2020-09-15,1009501.9667270436,1050817.3105208725,980428.5769712728,1026354.6297565928,1001101.7443597268,1013640.8456671017,23753.500867446266
2020-09-16,1010884.4636004932,1049450.1695894504,980621.0094896302,1027546.80107447,1001641.8178267176,1014028.8523161523,23310.145525789227
2020-09-17,1009868.7090986688,1049142.9877572304,979560.440799329,1026762.8486565422,1001257.384101328,1013318.4740826197,23499.457733502615
2020-09-18,1008502.263729637,1044903.0352808528,977492.190674052,1025667.1655452956,1000397.1909709488,1011392.3692401571,22826.315120455398
2020-09-21,1006223.6782497443,1041800.206866644,974267.5353545928,1023308.2239799664,997505.9132896964,1008621.1115481288,22917.360902905442
2020-09-22,1000947.5375215292,1037777.0246962524,968996.5473414928,1018979.263616716,992013.174604317,1003742.7095560615,23422.971426499338
2020-09-23,1002077.2281699664,1035848.1943562072,968474.2389869582,1018889.649865014,991269.3296794114,1003311.7282115113,23071.57246681275
2020-09-24,989091.6918975862,1025936.2549286076,960422.2984061792,1012870.5987501952,977562.6573820276,993176.700272919,23640.53522636633
2020-09-25,990379.286931283,1028216.7257477297,961746.2685615512,1013782.1619365222,978646.2765809594,994554.1439516091,23873.552110402677
2020-09-28,993016.4727760104,1031460.263979443,963807.0954237717,1016041.9402539833,981135.9511601796,997092.3447186776,24163.47695749476
2020-09-29,999739.8532587864,1037977.5403152253,967745.2352617936,1022109.8760434346,985784.4796935932,1002671.3969145666,25051.85391104097
2020-09-30,1000149.9282429164,1037145.6067015992,967448.5134919742,1020695.8104269728,986715.9295049214,1002431.1576736768,24554.626079686597
2020-10-01,999831.6923604584,1033958.3571174956,965510.2747664632,1019517.0038032772,983268.4521794256,1000417.156045424,24506.0299777989
2020-10-02,1001938.9610358096,1037807.4111630664,968054.8369433172,1021699.3905770304,986317.87058597,1003163.6940610387,24745.39459223521
2020-10-05,999314.1394490012,1034891.6692938444,964790.7780831964,1019330.9640559488,983980.9653692604,1000461.7032502502,24846.802978129414
2020-10-06,999292.112142725,1033553.8423036388,965807.6206333404,1022120.7570642236,982970.0567449104,1000748.8777777677,24787.186270512047
2020-10-07,995961.0999508826,1030420.1313237232,964400.9536147095,1019443.1606367228,978621.914690873,997769.4520433821,24573.040157852873
2020-10-08,996495.9790659896,1029325.288697128,964129.6206962548,1020138.6609090552,983148.7560981128,998647.661093308,23829.90059957645
2020-10-09,1000719.3665276152,1032052.7972035626,966785.6709516476,1023147.2134746008,985052.1042877164,1001551.4304890286,23992.871216086663
2020-10-12,1006303.302391626,1038426.5807556844,970786.851889017,1027707.2283407424,991401.309529216,1006925.0545812572,24378.629278690285
2020-10-13,1007602.013535588,1042260.7630995652,972195.3552793188,1031360.6649181657,994759.999463934,1009635.7592593145,25153.809265422486
2020-10-14,1000169.071522348,1040278.196436382,970546.3730826244,1027225.7973997232,990867.7109371636,1005817.4298756482,25081.100963565983
2020-10-15,999490.6131805624,1041160.3660978312,970765.472747826,1026384.201763145,989011.9116024192,1005362.5130783567,25385.721390699407
2020-10-16,997358.575521278,1039300.6381345086,970602.8543881468,1024355.9212537102,987890.251772278,1003901.6482139842,24817.13947862726
2020-10-19,995498.5557567228,1036481.177215528,967939.4127538548,1021682.7662673506,985461.1335080492,1001412.609100301,24700.462406189257
2020-10-20,990966.751715166,1032077.5941200828,965184.9479420616,1019030.3732083242,981137.4531759896,997679.4240323249,24550.70215669002
2020-10-21,991212.560134475,1031206.7905233074,965284.7538903452,1018841.1217761452,978658.9007086946,997040.8254065936,24588.119098390922
2020-10-22,994235.735095448,1033467.954322031,965862.5832382058,1020806.6758982536,979548.6855474504,998784.3268202778,25149.4678191503
2020-10-23,988918.5203612186,1026999.2584961074,961114.3079834804,1014337.0983793346,973845.2555120528,993042.8881464389,24541.687865269912
2020-10-26,990788.8832133374,1030208.4747369816,962903.7444813326,1015252.5491984824,975333.4712669234,994897.4245794115,24837.17097044872
2020-10-27,983698.1485482068,1029860.3021966493,962499.4737792468,1010340.502126716,971111.588946968,991502.0031195574,25076.140043341773
2020-10-28,985048.6644404178,1030072.49343081,963175.72550784,1012124.6745127796,972800.026405466,992644.3168594626,24900.76469227221
2020-10-29,971724.5619619894,1018605.355894119,956887.0316915008,997580.55770714,963331.532986063,981625.8080481626,23094.42887496318
2020-10-30,968028.2148660882,1014642.6004137796,955491.328550944,998030.1162489168,961499.9567584962,979538.4433676449,22848.982026259888
2020-11-02,963218.5200209706,1008860.4001497662,950645.3348671688,992380.5946193571,957730.2915774012,974567.0282469329,22261.49257421945
2020-11-03,969070.2359186396,1015717.4628788386,954683.4237107784,996754.4092469268,959991.604064842,979243.4271640051,23299.39937944375
2020-11-04,975672.1316184808,1021128.53308518,958162.4790565056,998764.4182457136,961260.586036618,982997.6296084996,23855.83413283364
2020-11-05,983912.279556846,1030687.6290446048,963867.4371476708,1006034.3330461616,970518.1687222724,991003.9695035111,24523.687125085726
2020-11-06,993874.0660491429,1038556.2014154006,973242.945899179,1015541.897265378,977092.1981979572,999661.4617654115,24518.534180645118
2020-11-09,993091.8822341388,1036493.5488016952,970961.6731246456,1010080.3024097808,974246.0717884186,996974.6956717357,24256.300651729645
2020-11-10,984918.0909457534,1017836.9548817598,955824.6112440904,998985.6123621488,958874.7967310292,983288.0132329563,23634.486368842572
2020-11-11,983108.5948274832,1016858.8491587816,955436.0825720208,996840.4818194476,957349.2550688292,981918.6526893124,23451.550463271822
2020-11-12,984304.9969027726,1016933.0234422532,956886.3270239896,998926.437167638,958285.7051040026,983067.2979281312,23235.75753511022
2020-11-13,984533.5096627343,1018887.7662195324,959541.3842675732,999333.0258402616,962647.6453551928,984988.6662690587,22368.737886762236
2020-11-16,989452.1247085134,1023546.5613115912,964106.8853963392,1002906.8063377248,966263.6587717592,989255.2073051857,22464.86719745945
2020-11-17,991812.2073565942,1023880.6928168832,966905.140732322,1003242.288894514,969136.362801599,990995.3385203825,21402.121597218502
2020-11-18,990781.7338116672,1024933.893148957,966295.9332312295,1003169.8821306048,968856.0777298585,990807.5040104635,21909.457822313263
2020-11-19,985350.463444388,1018711.878794782,962667.5251674664,998857.651675104,965706.396281489,986258.783072646,20936.60912813355
2020-11-20,986194.9004689836,1019925.2967830396,964099.9018993028,999589.3133263084,966660.6947996826,987294.0214554634,20884.844981497437
2020-11-23,986601.4312328396,1021625.7193182688,964498.8796148392,1001275.7171672768,968490.851774356,988498.519821516,21168.63989187188
2020-11-24,979793.1679523108,1014518.0429365628,959656.9769855252,998025.8456937989,962984.315248125,982995.6697632645,20856.51508250094
2020-11-25,981309.9046802082,1009116.950567308,958250.7190022442,997860.2881803206,958713.775167039,981050.3275194239,20440.74952912833
2020-11-27,978797.5854277484,1006866.3378006198,956609.557199503,996417.2625752076,956714.2824760752,979081.0050958308,20385.716150882625
2020-11-30,978953.4327086196,1005910.5393414792,956119.500409857,997034.6198954766,956205.7957118828,978844.7776134629,20456.78054637528
2020-12-01,973904.8359242078,1002452.2103938377,952475.9525037304,993515.8379776411,952936.8135198372,975057.1300638508,20453.655369768796
2020-12-02,981911.3044400258,1000886.6498729016,954072.3159852696,996656.432827579,959911.817442661,978687.7041136874,18891.856745560042
2020-12-03,981375.19294737,998905.0536355658,952455.9006735396,997945.114210404,958876.3689656076,977911.5260864974,19310.079813282573
2020-12-04,985315.2861640276,1001017.3979764124,956428.634085312,1000866.4802542666,963198.1530444012,981365.190304884,18622.491306304008
2020-12-07,982368.6336555168,997750.093917066,951284.1240915074,999689.949561498,959871.7517867652,978192.9106024706,19605.05250217539
2020-12-08,985140.5426430588,1000935.9013385404,954923.1638414277,1003728.973579297,962889.6285847516,981523.641997415,19686.576277552023
2020-12-09,985901.2428956327,1001218.3653271978,956612.978017022,1005367.8717918284,964794.738409847,982779.0392883054,19329.304666986223
2020-12-10,980396.4430635168,997677.2549423364,950552.3714143786,1000707.732625722,959736.816899351,977814.1237890611,19976.595528451497
2020-12-11,979933.7136058696,998052.7231286784,950813.8872765196,1002388.6483320713,961693.877454515,978576.5699595306,20019.83673031024
2020-12-14,979913.6310636492,998633.4241970384,950808.6134088532,1003656.0119324888,961868.4528541224,978976.0266912304,20408.16652118264
2020-12-15,976377.0871308796,995362.3822441536,947499.5687392422,1000309.1626224964,958902.70378217,975690.1809037884,20347.440177710254
2020-12-16,982500.8049243778,999344.0517565124,951834.4813286262,1006880.0520734176,961024.1252023434,980316.7030570556,21240.82072486921
2020-12-17,984045.73709429,998812.8869036362,951562.2276145322,1008074.5371320712,961909.2024959612,980880.9182480981,21403.626352774016
2020-12-18,987320.5505342808,1001019.6952907156,953712.6277450988,1011016.083789985,964753.4711542128,983564.4857028587,21528.44766438405
2020-12-21,984881.2599244766,998973.1105455616,951966.6718606343,1008025.9373403155,962577.0313907248,981284.8022123426,21215.24227593281
2020-12-22,982568.9584744476,997430.7224667968,951473.9781686153,1006317.2400223068,962302.6896229592,980018.7177510252,20639.54321240939
2020-12-23,981181.4104972676,994007.9401039444,948128.926351498,1002952.9648223344,960341.4558621268,977322.5395274342,20449.13900912336
2020-12-24,982297.5970372276,993742.3878947472,949560.5681250676,1004046.6700094984,960357.245686232,978000.8937505545,20321.364110992752
2020-12-28,983855.3125221388,996116.0436702034,951008.21911927,1005499.1150320004,961716.2503495048,979638.9881386235,20488.837828126932
2020-12-29,985627.30049931,995107.0603530623,950157.4802846432,1006643.5055812044,961063.8391592768,979719.8371754993,21064.32000982851
2020-12-30,985868.4413855864,995529.9628885716,950026.875729486,1006741.3053919292,962050.993059288,980043.5156909723,21029.79470321807
2020-12-31,987093.109075371,997322.5563383064,952145.9274693648,1007935.0772040768,964231.9388082998,981745.7217790836,20688.13708618487
2021-01-05,1004965.3178648256,998067.5723203362,1004965.3178648256,997855.7812142712,997241.3024642204,1000619.0583456957,3559.0717849673506
2021-01-06,1005815.029719448,998780.4446648052,1007209.8842595612,999161.9822337972,998400.523669038,1001873.5729093298,3820.8255120284675
2021-01-07,999034.9305870524,988545.899576964,1001171.3972316524,992289.9751069344,990896.9513900712,994387.8307785349,4864.724204756919
2021-01-08,994984.3897668954,988535.586058102,1001587.1312576308,994084.1336568824,987574.4688154628,993353.1419109947,5051.649358402037
2021-01-11,983516.178470858,980875.9087977036,989977.0218504226,990475.1812320296,983828.2000300578,985734.4980762142,3811.4010192605256
2021-01-12,980792.6963614724,977183.60873188,986489.3549775428,987312.8143019812,980528.2271900426,982461.3403125837,3850.6480397201904
2021-01-13,982435.6135032866,978026.416092191,988921.0289317158,988074.1509813314,981770.2570331166,983845.4933083281,4093.8645285282614
2021-01-14,982030.4982972842,978872.31690248,990520.0708304216,991305.5335106198,983340.1422229734,985213.7123527558,4881.0682913444025
2021-01-15,978908.3641333076,975996.569106224,987585.5144833605,986692.2528968088,981162.587844583,982069.0576928569,4460.762679482729
2021-01-19,975027.9646085186,972691.1608286024,981553.6015746936,979724.5216453816,977620.7443285309,977323.5985971454,3177.265092763301
2021-01-20,978669.2464891324,976501.4812458484,986607.2449483528,982558.8772152578,980867.0656715776,981040.7831140338,3451.0790259475502
2021-01-21,984539.3456873584,984247.3830205792,994041.3255775528,988171.5651005654,986750.0954080006,987549.9429588113,3553.4438667594236
2021-01-22,984015.5003302626,981606.2932612016,991477.8720888448,985966.2073063602,985342.4968757202,985681.6739724779,3261.189214783041
2021-01-25,981945.7594024608,977395.2418976194,989512.8684719084,984151.7716167314,982653.4989953374,983131.8280768115,3906.4546573649054
2021-01-26,984483.1244079394,980875.4486713548,992882.7065588272,987420.0375010776,984415.0707384124,986015.2775755223,4011.5066422421783
2021-01-27,982664.1267975472,979897.4345746856,991945.2379975236,986087.8987872702,983853.106737339,984889.5609788733,4053.8059257971445
2021-01-28,972969.4660338792,969711.0915180732,983078.7781737414,979102.1074123124,978063.9867380916,976585.0859752195,4712.0078545657925
2021-01-29,975149.1278327137,968496.9534890868,981615.7005351292,979593.5635591844,978036.8090040224,976578.4308840273,4559.499126549341
2021-02-01,966092.386669593,960811.4032222456,976795.7960314802,972834.930906076,972539.800624374,969814.8634907538,5660.364638503948
2021-02-02,970461.4336448068,965637.4383976662,979519.8029439446,978764.0395056251,975974.153128008,974071.3735240102,5281.855640345437
2021-02-03,969696.348561596,964763.0768618254,975514.302535271,973895.6375172308,973464.0455406188,971466.6822033083,3856.032166549416
2021-02-04,968320.4759569166,962756.162747262,971911.7678215113,972037.8269063672,970727.9296275828,969150.832611928,3464.8529301260946
2021-02-05,967413.6021613532,958572.621382892,966180.2839729632,967806.9089441936,963490.6857391028,964692.8204401009,3412.1756252227947
2021-02-08,966084.1964461188,956878.1570456732,965481.8609915808,969036.2008765744,965713.6522350598,964638.8135190014,4087.0513474170084
2021-02-09,970019.3880152884,960574.487027439,969680.7987281358,972996.5309890192,969502.0229651053,968554.6455449976,4188.663073952565
2021-02-10,970693.9641854787,961867.0235241612,970532.8990386494,974589.0494748558,970100.9079407826,969556.7688327857,4171.2866645653485
2021-02-11,973199.7350134576,963433.7715866462,972152.0052280716,975816.515312995,970711.3317494284,971062.6717781198,4163.5627277205085
2021-02-12,968469.7924162282,960417.1978386664,969197.2483056308,973661.6430264984,967860.9547751888,967921.3672724426,4270.728669499666
2021-02-16,963977.017061622,956316.4660054374,965839.616053554,973068.8298898909,966056.5981346832,965051.7054290375,5354.703726586081
2021-02-17,954210.0699770876,949406.1333882974,957760.280146434,965994.0739572024,957955.6064872084,957065.2327912459,5437.165053056483
2021-02-18,950578.5446749683,947679.8446799468,955288.453289296,964372.7740752434,955684.4102570384,954720.8053952986,5677.053981249113
2021-02-19,949284.7545000413,946361.0962904628,953334.6352279242,962334.88497906,953213.839387884,952905.8420770743,5387.607049685081
2021-02-22,948865.5349146834,944150.7152089014,952787.1708990666,960633.0939998716,951997.8407734012,951686.871159185,5405.475916980947
2021-02-23,952120.5013460898,946637.0441806272,954788.991792364,960387.5649224932,949921.7792915314,952771.1763066209,4652.9769626660445
2021-02-24,949764.0456008742,944727.7145732228,953789.2859522764,958787.887548549,948822.7259164876,951178.3319182821,4772.461993844161
2021-02-25,949428.3950576264,941956.8023611312,953742.5681104976,956337.455717648,949388.457287689,950170.7357069185,4887.088142929486
2021-02-26,939374.8096862292,926293.8080610868,938242.7603952968,940719.8936012504,937414.4278264896,936409.1399140706,5178.233306853717
2021-03-01,939912.5870712864,921214.218704015,939624.582304646,940322.0093171168,936124.7348421218,935439.6264478372,7268.9819608321495
2021-03-02,937891.354986133,921248.2466181472,939790.376440443,944792.9879014492,939145.4627584906,936573.6857409326,8014.030205036366
2021-03-03,936010.6851023166,920150.9742791548,938571.3495181786,945275.1474118069,938703.5460586932,935742.34047403,8376.265844177458
2021-03-04,929092.108081536,913724.0552861028,929523.9260555216,937647.53721256,931948.9333740466,928387.3120019535,7940.234811198031
2021-03-05,922087.3594489618,906205.245769208,922286.5770335584,928944.1888767476,924055.0900887188,920715.6922434389,7665.010654154243
2021-03-08,925885.5206070791,908077.421755326,926599.5600404544,935667.9140557556,927137.3178894292,924673.5468696088,9028.355922818346
2021-03-09,920006.9105245442,901676.47313997,920842.9478524585,930527.0119129128,920150.1273357642,918640.69415313,9360.173091694747
2021-03-10,927213.2715456248,911967.5922100276,929225.655998632,941643.5441077598,929267.4317000286,927863.4991124145,9453.24061160976
2021-03-11,929344.8682221598,915091.0916134722,931312.3627137912,943812.4008657862,932151.9625977076,930342.5372025834,9157.005458555772
2021-03-12,931286.4097343924,917050.3315106276,931090.3096265392,943121.6674275534,932172.4942157546,930944.2425029734,8282.239512907161
2021-03-15,928147.7697444168,909436.0561241402,923664.3008195072,937190.8425787227,924033.6623394605,924494.5263212494,8968.855319263197
2021-03-16,930919.0062952024,912164.9816830552,926239.4430202686,940370.7974204944,926421.7724421768,927223.2001722396,9109.097704047634
2021-03-17,929347.6904348746,910703.4407800476,925344.2717915826,939154.0013033547,925859.4483297748,926081.7705279269,9150.254725034178
2021-03-18,930281.7379327528,910015.2819944584,924327.8372598372,938349.7290846076,925271.4565632774,925649.2085669867,9263.605437690712
2021-03-19,925367.0563746076,901748.2442326036,916163.8499463036,930491.490671767,917018.2001275164,918157.7682705596,9784.082463122571
2021-03-22,926098.6264891564,901756.3251923268,917088.7012102882,931553.776139612,918212.2971977493,918941.9452458264,10095.432643177246
2021-03-23,929335.9294420524,904638.6819274126,920217.8831546744,934331.4337148892,922703.3974936956,922245.465146545,10106.086544797796
2021-03-24,928634.0527306476,904957.3325477662,919584.298890672,931390.770649189,921943.2377268248,921301.9385090198,9230.949328053226
2021-03-25,928902.1828066948,903515.7257101508,919774.4697947006,930564.0142606904,920380.9428706734,920627.4670885822,9600.062098703505
2021-03-26,927246.4261537266,901840.380065822,918574.7877951912,926796.9694131452,918317.994264874,918555.3115385517,9196.80412672754
2021-03-29,930000.5987361344,901952.9009822028,922467.1224170668,928989.0292075446,921848.8658175964,921051.703432109,10104.325820361873
2021-03-30,926439.7865188692,897900.4267485642,916943.3224769848,923673.4792146488,916303.4599786738,916252.0949875482,9961.226466071406
2021-03-31,923768.5196758998,894412.5458528758,912687.703657076,919429.3589060731,914892.518282446,913038.129274874,10064.422575309234
2021-04-01,922896.90860927,894197.2433858145,914562.0295033118,918975.555320888,913861.582405773,912898.6638450114,9902.834271410858
2021-04-05,930654.6487973288,898705.5528199819,921936.8199476204,926061.9904776596,920949.8438725388,919661.7711830258,11025.46354106508
2021-04-06,931780.0707650146,901194.24936586,923718.7089849951,926445.1788206326,922648.3279957029,921157.3071864409,10470.074424196868
2021-04-07,934244.786871378,904612.050333826,927042.9430076733,930442.62172327,923896.3835158888,924047.7570904072,10311.299237171934
2021-04-08,932385.944376334,902910.9920264294,924826.3643839704,927960.0091001802,922968.1315627602,922210.2882899347,10163.506117545725
2021-04-09,935935.8831912793,906964.6117260198,928876.5952490192,933034.65187615,926525.6441118245,926267.4772308586,10185.749753104952
2021-04-12,934688.2328051165,904467.05027883,925977.4529897952,929785.423595136,924921.1287156036,923967.8576768963,10334.400846436787
2021-04-13,932798.5406471932,902232.5962720154,924123.7550609432,928016.7239956076,924463.3652620568,922326.9962475632,10522.391069876967
2021-04-14,935796.3441460632,906636.2768101208,927995.2757551264,930999.1598174664,926950.248790322,925675.4610638197,10002.711670141869
2021-04-15,933607.2170749232,904415.0766577242,925725.0581497216,928559.2091252872,924651.037762378,923391.5197540069,9982.010467183063
2021-04-16,939556.5638451952,914350.581160236,933575.828981107,936593.1004529932,930680.2257186514,930951.2600316365,8813.92055585259
2021-04-19,937946.4949346724,914094.8663870812,932777.4305103438,935518.3341801272,930030.776454078,930073.5804932605,8417.363792781027
2021-04-20,935450.0197524846,911953.3128939668,930153.1723267814,932569.9352700516,928730.5850022543,927771.4050491077,8231.547813385696
2021-04-21,934322.6315724594,911058.1945583288,929402.4953296692,930956.86581552,929213.4706372258,926990.7315826407,8174.226416257964
2021-04-22,939091.0620686178,915138.9982546108,932551.9950910548,934282.0395964402,932670.1046974672,930746.8399416382,8157.032966287152
2021-04-23,936358.70642534,912092.1259834692,928728.5798211208,931184.5505136212,927537.2721288532,927180.2469744809,8129.634202458112
2021-04-26,937601.2776095708,912582.9862536364,927693.8074083816,932108.2019134972,929204.5335123294,927838.1613394832,8344.57744501143
2021-04-27,937603.2410427711,912317.378691795,927512.1163092612,932124.2777177452,929373.2615031352,927786.0550529414,8450.698571893809
2021-04-28,933223.89995208,908938.3027145508,923920.111213818,929725.765559108,926490.1587517548,924459.6476382622,8365.05038541497
2021-04-29,933362.2287271052,909199.5742289956,924357.9186657156,929842.9130111462,926511.8163071612,924654.8901880247,8308.266766754667
2021-04-30,931622.9103005468,907634.7960725636,923617.5530784116,928905.4858183129,925748.6892771658,923505.8869094001,8390.18346944602
2021-05-03,927924.9882770826,904671.1200166956,920567.6333835492,926275.3341981656,922704.2056908445,920428.6563132675,8293.081754512106
2021-05-04,929068.8822626628,907828.1932483432,922598.7364438404,930371.897976226,923950.4900155528,922763.6399893251,8026.76828166235
2021-05-05,928808.7034355174,905579.6755863364,920568.9601108726,927698.273705034,921479.046772096,920826.9319219713,8293.306257359034
2021-05-06,928918.3124814292,906070.2984945056,921539.6972702594,927894.1764816968,921583.5787126296,921201.212688104,8167.676946177416
2021-05-07,933899.8768904645,911763.5727468838,927617.0862484697,931894.6809773152,925135.6767376752,926062.1787201617,7786.833391214491
2021-05-10,937903.361868328,913560.3551223212,931578.3720119687,934152.2748838052,928276.9534042636,929094.2634581374,8382.419622036705
2021-05-11,931989.2653545262,909252.544540778,927857.5006952076,929066.088885759,924194.349495132,924471.9497942806,8009.812236542848
2021-05-12,928804.6771207614,907173.2095595136,924953.2177596634,926453.1675294236,920513.6393944842,921579.5822727693,7694.349279670055
2021-05-13,916842.8072793745,897443.3365774961,915264.8280622968,914708.4066499996,910926.6148637702,911037.1986865874,7069.102135412686
2021-05-14,920875.1016156832,902230.5699959346,917696.134510014,917773.192758896,912857.048838074,914286.4095437203,6551.047000035084
2021-05-17,928501.0661820254,907282.0173986054,924081.8792259628,923376.4718436536,918276.9945146532,920303.6858329801,7274.408983328547
2021-05-18,929160.0830482563,908596.6180562302,925585.5212523352,923049.687912089,917832.2591902296,920844.8338918282,7149.451222608829
2021-05-19,927327.390796327,907867.1443120028,922784.2296682444,920926.1716489076,917006.2840366992,919182.2440924362,6559.348800662771
2021-05-20,925971.3651711508,906371.5036969964,920771.0522843276,918917.1964768708,915235.8315027056,917453.3898264101,6533.472019876438
2021-05-21,930420.3557920494,910359.0237810196,925488.1390802568,922926.672062841,918819.076063219,921602.6533558771,6764.1615838837
2021-05-24,929978.7467042088,910480.0608482565,925048.1821749004,922810.3150877797,918508.0457715658,921365.070117342,6580.204961802953
