date,turnover_mean,turnover_sd
2019-01-03,0.34431940479999995,0.1432675951303629
2019-01-04,0.254406082,0.17134036635415753
2019-01-07,0.21152585,0.20157542995133287
2019-01-08,0.33287861,0.1919470745214748
2019-01-09,0.152751782,0.14410376533173974
2019-01-10,0.5957953659999999,0.1369042787045846
2019-01-11,0.35294516,0.23841881002860113
2019-01-14,0.276402728,0.24276364842889772
2019-01-15,0.32147150059999996,0.28873451647435033
2019-01-16,0.520587396,0.13638638875902198
2019-01-17,0.33451782999999996,0.2328907620519728
2019-01-18,0.276345674,0.2776102022696471
2019-01-22,0.532357152,0.1801462765322058
2019-01-23,0.45152900799999995,0.16863952799044332
2019-01-24,0.3475830032,0.19341069297589047
2019-01-25,0.564478664,0.07316285378831684
2019-01-28,0.5088121,0.15825249739882402
2019-01-29,0.5295243079999999,0.2932648645436857
2019-01-30,0.644940542,0.17576567986842856
2019-01-31,0.5356288260000001,0.26829414146891073
2019-02-01,0.40416428700000007,0.20990898945720715
2019-02-04,0.587807076,0.17880169711767316
2019-02-05,0.545977974,0.2068514859607728
2019-02-06,0.49021721399999996,0.11369661198987824
2019-02-07,0.34088097,0.20259301504637864
2019-02-08,0.503809516,0.17187845418542513
2019-02-11,0.311491848,0.20278574998667084
2019-02-12,0.404323096,0.2443513745845579
2019-02-13,0.39989147799999997,0.19666201640056785
2019-02-14,0.3095298012,0.2640025650750181
2019-02-15,0.493929348,0.16290278952447215
2019-02-19,0.683387332,0.13259774903176363
2019-02-20,0.44232421199999994,0.12512243984149435
2019-02-21,0.408443464,0.1050668563932567
2019-02-22,0.511297236,0.29115222147027475
2019-02-25,0.27600104999999997,0.2858263845369645
2019-02-26,0.35528505200000005,0.1650687223805545
2019-02-27,0.317366484,0.10798755817375273
2019-02-28,0.22964169400000004,0.2830461681676311
2019-03-01,0.379034478,0.10359683731596597
2019-03-04,0.3890230448,0.3296920243657604
2019-03-05,0.413240566,0.05759486690759585
2019-03-06,0.430450848,0.04739845208986598
2019-03-07,0.392935114,0.16258651639902885
2019-03-08,0.364176344,0.2419293902112901
2019-03-11,0.38784557,0.08382348783242023
2019-03-12,0.23560865720000002,0.18801830764441468
2019-03-13,0.35870849800000004,0.1886483670352347
2019-03-14,0.44228298200000005,0.15049750318393432
2019-03-15,0.45227471399999997,0.18305583246394438
2019-03-18,0.43631921,0.237837235592584
2019-03-19,0.37340026400000004,0.27786432211035283
2019-03-20,0.315437352,0.1931253200973713
2019-03-21,0.48916226799999996,0.12604021556444464
2019-03-22,0.34347819199999996,0.14444232553272818
2019-03-25,0.47748923000000004,0.2395138566493037
2019-03-26,0.44727924999999996,0.10103094196771405
2019-03-27,0.2973483468,0.163724770865953
2019-03-28,0.404752736,0.07450431801658332
2019-03-29,0.44751218800000003,0.10456506146350376
2019-04-01,0.389769512,0.27327180385885463
2019-04-02,0.505837678,0.17189932417706075
2019-04-03,0.33989997699999996,0.1810325412525072
2019-04-04,0.57658013,0.13422351082477857
2019-04-05,0.599500578,0.1572422495589494
2019-04-08,0.55311233,0.1310594326102139
2019-04-09,0.508667498,0.14216415676928285
2019-04-10,0.49412588,0.12578347165415435
2019-04-11,0.543266972,0.31307803799903616
2019-04-12,0.42294452600000004,0.10562215956201795
2019-04-15,0.3470005932,0.1945172538908106
2019-04-16,0.538287498,0.24035798739208955
2019-04-17,0.28927716000000003,0.2209992999119937
2019-04-18,0.26728567859999997,0.1244318886374236
2019-04-22,0.31778499,0.22668277699563755
2019-04-23,0.4886763598,0.2919857251423219
2019-04-24,0.422944472,0.08480355258067067
2019-04-25,0.5141081,0.20892892293179358
2019-04-26,0.39279495,0.08020522359838976
2019-04-29,0.434485088,0.07916407867323487
2019-04-30,0.452423098,0.18758030791190827
2019-05-01,0.42827443899999995,0.23600806126737756
2019-05-02,0.434291136,0.06406668922403032
2019-05-03,0.39511361,0.07372990888049571
2019-05-06,0.392676024,0.048820860352904796
2019-05-07,0.295034698,0.17621886010880852
2019-05-08,0.279840984,0.3029902701805054
2019-05-09,0.47587775600000004,0.11303159233320426
2019-05-10,0.4559998779999999,0.131225175740774
2019-05-13,0.34058688200000004,0.14405677378918988
2019-05-14,0.46985340000000003,0.03322498991993828
2019-05-15,0.3939115652,0.33259267746470095
2019-05-16,0.403388566,0.04363520254799651
2019-05-17,0.4348565320000001,0.07938242617201097
2019-05-20,0.49385889600000005,0.14956464294039915
2019-05-21,0.296266152,0.11639438966605894
2019-05-22,0.391774066,0.2937235975916223
2019-05-23,0.551808934,0.2312885835482899
2019-05-24,0.47476899799999994,0.1391081462962893
2019-05-28,0.45887628999999996,0.15975606609092813
2019-05-29,0.470831098,0.11838770243511285
2019-05-30,0.5519197499999999,0.17158231827162349
2019-05-31,0.42625302200000004,0.24964595670586678
2019-06-03,0.540869478,0.13956322122546513
2019-06-04,0.4298510139999999,0.1676620504318329
2019-06-05,0.583650472,0.17842125572898068
2019-06-06,0.376026364,0.28967907280471944
2019-06-07,0.440092166,0.12952024150481992
2019-06-10,0.38298032800000004,0.24414470331691177
2019-06-11,0.5784836560000001,0.13056884719763337
2019-06-12,0.41432741120000005,0.26525271364114766
2019-06-13,0.3564807542,0.21538800458248702
2019-06-14,0.333600056,0.13694277997981374
2019-06-17,0.5369371839999999,0.15454470263165196
2019-06-18,0.49769438599999993,0.07332282192855429
2019-06-19,0.31987330799999997,0.20062277271698387
2019-06-20,0.431424204,0.10998092195643425
2019-06-21,0.388540991,0.2330211789344275
2019-06-24,0.307369331,0.3060164899418499
2019-06-25,0.35981971,0.07970893344329794
2019-06-26,0.5205307680000001,0.21250849585639883
2019-06-27,0.29619368599999996,0.1770401196918588
2019-06-28,0.53646405,0.11361931746826856
2019-07-01,0.359604638,0.23756033786815095
2019-07-02,0.47633052,0.1784580544565847
2019-07-03,0.409202964,0.06129040715766767
2019-07-05,0.27763360600000003,0.1566423924280119
2019-07-08,0.38884311999999993,0.2312690257942921
2019-07-09,0.319257744,0.3171476240816927
2019-07-10,0.360085924,0.24703476357288234
2019-07-11,0.2300136132,0.18502278204594733
2019-07-12,0.3210286772,0.2737857107240851
2019-07-15,0.30606945799999996,0.2120766111329102
2019-07-16,0.332735498,0.10947402687436879
