iteration,train_start_date,train_end_date,test_start_date,test_end_date,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown
0,2010-01-01,2018-12-31,2019-01-01,2019-12-31,0.0036582933501969617,0.06096748948658418,-0.3371111051806844,-0.5220268031237538,-0.07196958573056843
1,2011-01-01,2019-12-31,2020-01-01,2020-12-31,0.025960400584150722,0.10830543573078541,0.016151446704741702,0.019219290528150385,-0.12481534655177288
2,2012-01-01,2020-12-31,2021-01-01,2021-12-31,-0.10072862853343434,0.07170135029889614,-1.742501907198656,-2.5095577819682364,-0.1241374797117167
3,2013-01-01,2021-12-31,2022-01-01,2022-12-31,-0.2925049531757116,0.14281352417453957,-2.217689578892739,-3.644736102756375,-0.33209076833006634
4,2014-01-01,2022-12-31,2023-01-01,2023-12-31,-0.10213490771211109,0.150689379089556,-0.8384533773155549,-1.5558465721144308,-0.25777453030865294
5,2015-01-01,2023-12-31,2024-01-01,2024-12-31,-0.13598099433074076,0.1607908556044659,-0.9962762175724288,-1.4165075821881583,-0.1309781913464821
