iteration,train_start_date,train_end_date,test_start_date,test_end_date,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown
0,2010-01-01,2018-12-31,2019-01-01,2019-12-31,0.016725956821216803,0.061777297527067176,-0.12116351134678167,-0.18439855830752402,-0.06001030038309951
1,2011-01-01,2019-12-31,2020-01-01,2020-12-31,0.04461753267621105,0.10627543369610956,0.1920144746099206,0.22676866880200838,-0.1118892076067783
2,2012-01-01,2020-12-31,2021-01-01,2021-12-31,-0.14246204063725476,0.07069382897265983,-2.357676110779417,-3.196678831996306,-0.14284172871244322
3,2013-01-01,2021-12-31,2022-01-01,2022-12-31,-0.3067084432127098,0.14178538096049992,-2.333946927970042,-3.9188788167691384,-0.3603640192240162
4,2014-01-01,2022-12-31,2023-01-01,2023-12-31,-0.12739355342506106,0.15639705622615335,-0.9693575326440211,-1.6353907196466815,-0.3004457358186049
5,2015-01-01,2023-12-31,2024-01-01,2024-12-31,-0.19627659606531048,0.17312638622230375,-1.2735650063954047,-1.7789078720306033,-0.17539876714529007
