metric,mean,std,min,max
cumulative_return,-0.0750799887269477,0.02530327651358917,-0.11824306939836082,-0.04953666538718848
annualized_return,-0.013035615950361068,0.00455962048891198,-0.020850255085552938,-0.008470917565244651
annualized_volatility,0.16012842933378205,0.01593575670164766,0.1297781594994718,0.17365908418893247
sharpe_ratio,-0.2339673135322403,0.028432406141118756,-0.27000691000680954,-0.1910773571683465
sortino_ratio,-0.6811434526100759,0.07724244584118053,-0.8277264570786542,-0.6140417956894227
max_drawdown,-0.3259831326536565,0.03066236891666237,-0.3615578529800788,-0.2814358145123559
final_portfolio_value,927136.9183374876,25214.137213896058,884129.634294206,952831.990327294
