date,SPY_mean,SPY_sd,TLT_mean,TLT_sd,GLD_mean,GLD_sd,FXY_mean,FXY_sd,diversification_ratio
2019-01-03,0.218781456,0.09433719954944567,0.276872222,0.135507483281727,0.303879436,0.10963507036092388,0.200466902,0.06387681778692972,1.972370339985217
2019-01-04,0.24550656,0.09436340199539359,0.27326162600000004,0.14361409409612408,0.31080025,0.09595896592957064,0.170431582,0.04922477871841498,1.9589433599952084
2019-01-07,0.175831328,0.04518952026339647,0.25629230599999997,0.0848751234578347,0.342238736,0.14441882300220246,0.22563763999999997,0.10294561960767441,1.9438848636711428
2019-01-08,0.261158908,0.1123155737725687,0.275611704,0.14452358215819688,0.29392727,0.08419057000465789,0.16930214,0.04775051934893483,1.9641012811425869
2019-01-09,0.24436626400000003,0.1345678049696815,0.27204178,0.12026943264589615,0.29932356,0.13475431401775678,0.18426842000000002,0.03821838472693149,1.971535288666924
2019-01-10,0.18741496,0.06049382142829794,0.25389014000000004,0.15707108040567686,0.24220669199999997,0.12153145342643162,0.316488224,0.09752024149247494,1.9671725314302544
2019-01-11,0.176419092,0.04918880754406606,0.33462482000000005,0.1356642434785607,0.21442913200000002,0.05658122046501579,0.27452697600000003,0.12376509726401415,1.9446188023778894
2019-01-14,0.212114408,0.08991593786211831,0.282661152,0.13961060671813272,0.282661152,0.13961060671813272,0.22256330800000002,0.0927193227840687,1.982934566806119
2019-01-15,0.280531764,0.13456728383742994,0.21477199279999998,0.14334280098736307,0.20081660400000004,0.0758374499628866,0.303879648,0.13038370003218414,1.9706768324970036
2019-01-16,0.297442412,0.10439568869785629,0.204241028,0.10295718401974153,0.296664468,0.10244789125327138,0.201652086,0.09917991963913603,1.965475924248833
2019-01-17,0.32192388,0.1099077934372827,0.178076122,0.07208667707474815,0.32192388000000005,0.1099077934372827,0.178076122,0.07208667707474815,1.922038786030288
2019-01-18,0.264141656,0.14497467255545823,0.20915883600000001,0.08772962477522704,0.30189558400000005,0.16215436565478367,0.22480393599999998,0.08300224894022831,1.9795345463520686
2019-01-22,0.285588184,0.148197329566108,0.255881546,0.11208707361743628,0.199216222,0.08024238463744034,0.259314066,0.14436364782616912,1.9843189477169674
2019-01-23,0.274822134,0.067507343515159,0.23456109400000003,0.06649282971433898,0.26762875199999997,0.06664856148273848,0.222988024,0.1510321639541718,1.9924631466574292
2019-01-24,0.351381956,0.0969759556378584,0.27253818,0.13634847313322784,0.211145784,0.09072971998312862,0.16493406400000002,0.032767024277314684,1.9261704879856674
2019-01-25,0.23112485200000005,0.07529291202933892,0.20297938999999995,0.10790750391487332,0.339386206,0.0860337833664897,0.22650954600000003,0.06893341578735078,1.9569924888198431
2019-01-28,0.27379804399999996,0.09841415838236935,0.248855672,0.09359200187255062,0.27341201800000003,0.11499879867561497,0.20393425400000004,0.153071630062619,1.9871731321072368
2019-01-29,0.29211062,0.10717563939213053,0.23812397599999996,0.10669104018963767,0.25798856400000003,0.1540901101741169,0.211776844,0.14831477144471716,1.9863836428107964
2019-01-30,0.27123142400000005,0.12802891742833444,0.18110802800000003,0.10436910915695971,0.22167756600000005,0.11592335687554506,0.325982988,0.0396128470282902,1.9545105981189532
2019-01-31,0.296318742,0.05409137930766713,0.20975094600000005,0.08963480057167517,0.23497944800000004,0.1574430455291067,0.258950868,0.08083408226173333,1.9839116409460493
2019-02-01,0.28477822399999997,0.12967048540057094,0.28477822399999997,0.12967048540057094,0.17071579799999997,0.06617931106906236,0.259727772,0.10153262763508965,1.9657041123035723
2019-02-04,0.26503796079999997,0.11288647865042374,0.24302728,0.10069657801177158,0.291935666,0.09792541728007892,0.19999910599999998,0.10445787130346654,1.9821091633316443
