iteration,train_start_date,train_end_date,test_start_date,test_end_date,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown
0,2010-01-01,2018-12-31,2019-01-01,2019-12-31,-0.0007395732081898476,0.06215073140334719,-0.4014543957234461,-0.6079108313488935,-0.07100713028992109
1,2011-01-01,2019-12-31,2020-01-01,2020-12-31,0.012953918698519917,0.1281042782049578,-0.08787522610744104,-0.09379421383619493,-0.13638820302271748
2,2012-01-01,2020-12-31,2021-01-01,2021-12-31,-0.13300429992911655,0.07841016313937066,-2.00503869327225,-2.808553507294069,-0.13874218822214068
3,2013-01-01,2021-12-31,2022-01-01,2022-12-31,-0.31115406440665927,0.14571874678129335,-2.30145525490357,-3.922210990227037,-0.3821182412165416
4,2014-01-01,2022-12-31,2023-01-01,2023-12-31,-0.14089386682242622,0.16246699075381574,-1.016237065557021,-1.8311481257855171,-0.30896539116992555
5,2015-01-01,2023-12-31,2024-01-01,2024-12-31,-0.12379873367389074,0.15681676016785934,-0.9438394507485656,-1.4165954812338872,-0.14976285315499108
