date,asset_0,asset_1,asset_2,asset_3,iteration,train_start_date,train_end_date,test_start_date,test_end_date
2023-01-04,0.2984752,0.21716018,0.24541672,0.23894788,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-05,0.23185341,0.23988836,0.2964049,0.23185341,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-06,0.25634918,0.22066097,0.24765217,0.27533773,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-09,0.24669117,0.24669117,0.24734536,0.2592723,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-10,0.2869137,0.21565215,0.26105303,0.2363811,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-11,0.24554811,0.24554811,0.2633557,0.24554811,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-12,0.23885883,0.23885883,0.2834235,0.23885883,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-13,0.2443217,0.23587759,0.24705654,0.27274415,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-17,0.2805877,0.24421674,0.21816598,0.2570295,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-18,0.28147203,0.244275,0.22866419,0.24558878,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-19,0.24426058,0.24426058,0.26708233,0.2443965,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-20,0.27420524,0.23326309,0.2522827,0.24024902,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-23,0.24886586,0.23330514,0.23330514,0.2845239,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-24,0.26561394,0.23210157,0.2247741,0.2775104,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-25,0.32714465,0.22315721,0.22315721,0.2265409,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-26,0.28011405,0.2508175,0.23025592,0.23881255,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-27,0.24868283,0.25443956,0.24780668,0.24907097,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-30,0.25170127,0.24757583,0.24309462,0.25762826,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-31,0.28052497,0.22846873,0.2276589,0.2633474,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-01,0.25968146,0.22783233,0.23291822,0.279568,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-02,0.2460231,0.2460231,0.25774768,0.2502061,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-03,0.23745729,0.23690157,0.26172388,0.26391727,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-06,0.2796253,0.22458528,0.23960316,0.25618625,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-07,0.32358736,0.24838826,0.21401219,0.21401219,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-08,0.31138143,0.2433972,0.2079629,0.23725846,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-09,0.27957636,0.24384926,0.2382872,0.2382872,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-10,0.2706664,0.22902691,0.22902691,0.2712798,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-13,0.25736028,0.23989701,0.22427134,0.27847132,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-14,0.2972476,0.21969087,0.21673864,0.2663229,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-15,0.27441242,0.24675597,0.23941584,0.23941584,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-16,0.25,0.25,0.25,0.25,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-17,0.26685384,0.24232617,0.24232617,0.24849379,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-21,0.27282792,0.2412635,0.2412635,0.24464509,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-22,0.25,0.25,0.25,0.25,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-23,0.2774019,0.26473826,0.2289299,0.2289299,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-24,0.2904777,0.24412437,0.23269896,0.23269896,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
