date,transaction_cost,iteration,train_start_date,train_end_date,test_start_date,test_end_date
2023-01-04,693.1758422851562,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-05,826.303573356056,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-06,767.6010552612231,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-09,644.4524969496565,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-10,685.5290760720515,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-11,708.5781694650406,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-12,705.672855606147,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-13,566.3590748629435,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-17,429.87975890073096,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-18,198.7508717140636,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-19,197.8068568697132,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-20,677.3592656794452,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-23,753.5324360250464,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-24,717.4618812424104,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-25,436.8452803405014,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-26,306.50649749937423,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-27,307.250836724123,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-30,330.6690409591577,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-01-31,330.56661417625895,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-01,436.433501630718,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-02,0.0,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-03,508.30974725343054,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-06,426.691387207574,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-07,649.0738778700095,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-08,265.42500163327156,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-09,444.33486310961354,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-10,143.49915184089429,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-13,197.15512356016856,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-14,128.97897314083764,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-15,649.0897518154882,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-16,701.9636331286472,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-17,489.4285499427523,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-21,504.6754207454445,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-22,1040.3187084891222,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-23,662.260094487118,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-24,682.7255838522409,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-27,442.458423106799,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-02-28,759.4412128233865,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-01,416.1894928421931,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-02,743.5194258255164,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-03,514.2516373035638,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-06,545.2466220202157,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-07,459.5198287280877,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-08,554.2405746164111,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-09,844.203083422208,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-10,188.48733451602996,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-13,862.2242106384294,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-14,638.9118394395265,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-15,497.33670086454566,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-16,678.4057513754559,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-17,690.3155996164498,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-20,0.0,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-21,232.60416559262904,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-22,232.74372166548986,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
2023-03-23,731.6699561248483,4,2014-01-01,2022-12-31,2023-01-01,2023-12-31
