date,turnover,iteration,train_start_date,train_end_date,test_start_date,test_end_date
2024-01-03,0.28153646,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-04,0.0,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-05,0.32479393,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-08,0.46203756,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-09,0.7625468,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-10,0.3680302,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-11,0.47113043,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-12,0.46200848,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-16,0.0005648881,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-17,0.3242299,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-18,1.937151e-07,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-19,1.937151e-07,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-22,0.32490408,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-23,0.31949905,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-24,0.31949905,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-25,0.46088687,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-26,0.64699507,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-29,0.0,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-30,0.64795303,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-31,0.46123704,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-01,0.37535736,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-02,0.37535948,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-05,0.4621172,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-06,0.38130325,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-07,0.600939,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-08,0.38131738,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-09,7.003546e-07,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-12,0.0,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-13,0.72486514,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-14,0.61115676,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-15,0.4880221,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-16,0.73227024,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-20,0.0,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-21,0.6009787,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-22,0.41761935,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-23,0.12214427,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-26,0.64980817,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-27,0.38130322,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-28,0.76260644,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-29,0.32490405,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-01,0.32490405,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-04,0.0,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-05,1.1622906e-06,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-06,0.46211693,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-07,0.38130322,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-08,0.76260644,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-11,0.76260644,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-12,0.7626041,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-13,2.6673079e-06,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-14,0.32490408,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-15,0.0,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-18,0.64980745,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
