date,transaction_cost,iteration,train_start_date,train_end_date,test_start_date,test_end_date
2020-01-03,33.297298431396484,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-06,64.64965442721005,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-07,56.00731132002953,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-08,106.41884090240848,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-09,99.28779299865232,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-10,173.8754534107426,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-13,167.5078351113702,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-14,192.84360549590474,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-15,224.2130935715025,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-16,175.75831120278573,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-17,134.6471437721146,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-21,180.37204690074597,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-22,325.4830571441224,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-23,277.23259770886716,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-24,225.4872301802417,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-27,192.50401682888494,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-28,50.285902039563865,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-29,70.29125391854076,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-30,37.91039579057944,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-31,78.53352441254762,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-03,124.57541582937377,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-04,196.61059845738615,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-05,97.63909687005906,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-06,107.95619255815528,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-07,218.3167500251622,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-10,31.566523384989534,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-11,63.82074150837289,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-12,55.56313688549297,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-13,189.6158360851021,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-14,77.47406377900816,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-18,71.0147731945136,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-19,184.7421216269328,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-20,126.24736149237235,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-21,163.0809584082971,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-24,73.20504655370202,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-25,115.80050863454927,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-26,222.1914008201745,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-27,209.07485094762586,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-28,46.23330963472016,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-02,124.95340541152311,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-03,58.13979437093263,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-04,59.46795734275949,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-05,92.82076885261665,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-06,19.313921935990322,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-09,18.92628986274746,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-10,109.40307054362037,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-11,19.202013290611575,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-12,140.76731445813945,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-13,117.22008892982122,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-16,134.50735904525902,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-17,53.66345752275522,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-18,117.86866461296985,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-19,88.38437365874674,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-20,227.4320026127866,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-23,143.36822756364108,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-24,164.22435709804918,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-25,55.62573540102055,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-26,310.716566206954,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-27,171.19459140038518,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-30,217.15701903540636,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
