date,turnover,iteration,train_start_date,train_end_date,test_start_date,test_end_date
2024-01-03,0.012154713,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-04,0.015178338,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-05,0.008063257,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-08,0.012883723,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-09,0.0067032725,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-10,0.026659206,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-11,0.018583372,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-12,0.010846525,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-16,0.009355441,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-17,0.006655693,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-18,0.019013062,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-19,0.008242324,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-22,0.043085128,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-23,0.020075053,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-24,0.057506636,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-25,0.010134786,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-26,0.046724066,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-29,0.025267333,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-30,0.0070533007,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-31,0.00801453,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-01,0.015351415,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-02,0.024825007,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-05,0.026208833,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-06,0.019626647,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-07,0.017851114,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-08,0.017895535,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-09,0.02573879,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-12,0.034708098,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-13,0.028052881,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-14,0.03470269,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-15,0.015579298,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-16,0.061020374,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-20,0.048508614,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-21,0.036839783,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-22,0.04227853,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-23,0.06744358,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-26,0.047241256,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-27,0.06101486,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-28,0.05745104,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-29,0.011192441,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-01,0.046313703,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-04,0.014644727,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-05,0.026365042,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-06,0.10439123,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-07,0.10330941,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-08,0.008521751,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-11,0.021100327,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-12,0.04031229,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-13,0.013110727,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-14,0.019988298,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-15,0.017041653,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-18,0.015027925,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-19,0.019262284,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-20,0.024383739,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-21,0.03775674,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-22,0.026663572,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-25,0.031401917,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-26,0.0359651,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-27,0.01920098,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-28,0.058851913,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-01,0.05423172,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-02,0.017803133,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-03,0.03189291,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
