date,turnover,iteration,train_start_date,train_end_date,test_start_date,test_end_date
2020-01-03,0.081958234,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-06,0.16939221,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-07,0.21935564,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-08,0.10460223,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-09,0.14373778,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-10,0.11405201,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-13,0.2784926,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-14,0.26642072,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-15,0.21429905,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-16,0.38210094,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-17,0.15867233,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-21,0.18287583,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-22,0.23090452,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-23,0.2011553,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-24,0.18011002,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-27,0.18476938,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-28,0.09244044,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-29,0.096243024,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-30,0.19196452,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-01-31,0.15031865,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-03,0.15601297,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-04,0.21596868,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-05,0.07797265,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-06,0.08042893,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-07,0.18271305,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-10,0.15798126,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-11,0.091121584,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-12,0.017690986,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-13,0.09607494,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-14,0.13701546,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-18,0.14179665,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-19,0.049386382,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-20,0.121340096,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-21,0.10699612,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-24,0.20152345,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-25,0.26654404,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-26,0.076588675,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-27,0.20652078,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-02-28,0.16329253,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-02,0.23368771,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-03,0.07693535,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-04,0.09929474,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-05,0.13523924,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-06,0.038266137,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-09,0.09113139,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-10,0.14617425,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-11,0.23250899,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-12,0.15266207,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-13,0.11970587,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-16,0.11989504,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-17,0.14516915,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-18,0.1989141,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-19,0.31386417,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-20,0.06852059,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-23,0.05830206,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-24,0.26097202,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-25,0.25919533,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-26,0.2108696,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-27,0.20490459,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-30,0.10226603,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-03-31,0.05731359,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-01,0.10802749,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-02,0.3853358,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-03,0.15633753,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-06,0.34997696,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-07,0.19099844,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-08,0.17740133,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-09,0.17740133,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-13,0.039985523,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-14,0.14241561,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-15,0.17030545,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-16,0.078888535,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-17,0.17137751,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-20,0.30745548,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
2020-04-21,0.46824747,1,2011-01-01,2019-12-31,2020-01-01,2020-12-31
