date,turnover,iteration,train_start_date,train_end_date,test_start_date,test_end_date
2024-01-03,0.0,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-04,0.06621921,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-05,0.034885198,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-08,0.07797879,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-09,0.14669156,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-10,0.075312495,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-11,0.017329723,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-12,0.041988075,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-16,0.03596863,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-17,0.06450948,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-18,0.13860302,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-19,0.10837798,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-22,0.027969047,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-23,0.0072216243,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-24,0.05180694,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-25,0.07762204,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-26,0.046164185,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-29,0.028335065,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-30,0.08475238,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-31,0.022735745,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-01,0.023801818,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-02,0.08074182,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-05,0.07724555,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-06,0.10744864,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-07,0.10089716,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-08,0.09343146,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-09,0.108114496,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-12,0.13106433,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-13,0.007417947,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-14,0.053033426,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-15,0.07900599,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-16,0.13208707,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-20,0.078580126,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-21,0.026480928,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
