date,transaction_cost,iteration,train_start_date,train_end_date,test_start_date,test_end_date
2024-01-03,0.0,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-04,98.79957827952559,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-05,51.74884604758115,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-08,114.91240288314394,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-09,215.70117057149375,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-10,111.14816741929349,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-11,25.50756952153854,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-12,61.645190718694494,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-16,52.93260004789363,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-17,95.21303312156017,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-18,202.152280045515,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-19,157.03362716581984,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-22,40.60487656742267,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-23,10.533526895145394,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-24,75.66169521093515,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-25,113.2986606774462,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-26,67.26444295655685,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-29,41.43484503190937,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-30,123.74337095875237,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-01-31,33.440981451167424,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-01,35.086917259214424,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-02,118.8652392981767,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-05,115.14151794891785,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-06,158.6241114217529,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-07,147.7267540926928,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-08,137.56936835525812,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-09,159.21183956483296,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-12,192.29993754539294,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-13,10.883180683818603,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-14,77.76454988332465,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-15,114.24564514406215,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-16,191.67543235079663,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-20,114.67213992589718,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-21,38.547623373608864,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-22,80.54805313212242,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-23,93.21398962054627,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-26,133.1216299254515,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-27,118.49162684675532,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-28,82.51390482840658,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-02-29,77.86703245060377,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-01,72.55028097120326,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-04,40.38380429056419,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-05,161.08733403729445,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-06,193.61988018926846,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-07,122.68514382574817,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-08,57.163345513559655,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-11,83.46512633951389,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-12,125.86165904678732,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-13,51.4845867660569,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-14,212.4128180539263,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-15,207.2912406395356,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-18,187.79204304720975,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-19,141.6920989749755,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-20,16.194362087659528,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-21,228.90971275003437,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-22,162.7165628251465,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-25,65.9953689871216,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-26,104.69866187644004,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-27,67.98348555504235,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-03-28,111.9780878832506,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-01,41.07418255875642,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-02,66.93546729868139,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-03,91.85104097789313,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-04,58.92731870915551,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-05,38.299332636999,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-08,36.11846960687492,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-09,186.91252177547065,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
2024-04-10,131.314366833219,5,2015-01-01,2023-12-31,2024-01-01,2024-12-31
