date,transaction_cost
2022-01-03,1995.8249999989046
2022-01-04,50.668954452510164
2022-01-05,37.21293510440508
2022-01-06,89.6143012023801
2022-01-07,6.2848874455149595
2022-01-10,3.8159870770094915
2022-01-11,22.25264883736036
2022-01-12,11.523699724456476
2022-01-13,9.74321152994792
2022-01-14,9.744123349525973
2022-01-18,5.028736211307092
2022-01-19,67.0990372470782
2022-01-20,11.552545682986803
2022-01-21,3.651380059736891
2022-01-24,31.040437208600057
2022-01-25,13.994383746236961
2022-01-26,1.2722117354027513
2022-01-27,34.690959306063874
2022-01-28,2.544109619937605
2022-01-31,5.058641548478253
2022-02-01,0.8680855728787673
2022-02-02,8.77100428789756
2022-02-03,7.124926124905364
2022-02-04,11.136294431718802
2022-02-07,35.68057692739335
2022-02-08,3.4723471623202866
2022-02-09,4.879180188738509
2022-02-10,4.639871009836304
2022-02-11,92.14819029510008
2022-02-14,16.146452885128756
2022-02-15,1.9453501793889172
2022-02-16,0.3890896438729752
2022-02-17,1.8707476253567439
2022-02-18,0.7782728615086322
2022-02-22,1.017790206009765
2022-02-23,0.6286552555688216
2022-02-24,0.029937086813613557
2022-02-25,0.3293274937321562
2022-02-28,0.17964155584706823
2022-03-01,3.1739010654526707
2022-03-02,4.371932685134719
2022-03-03,4.626479428745377
2022-03-04,0.3144338279470443
2022-03-07,0.2994775498028518
2022-03-08,0.5690185620404031
2022-03-09,0.6289342657378297
2022-03-10,0.2695557154048332
2022-03-11,0.17971043273215803
2022-03-14,21.955508728586548
2022-03-15,2.620814612818801
2022-03-16,4.6578296262437755
2022-03-17,0.6889585343359222
2022-03-18,4.553312066259467
2022-03-21,0.80884489752198
2022-03-22,13.240710575116262
2022-03-23,0.46433442115999396
2022-03-24,1.3631254277056344
2022-03-25,2.7862981027288365
2022-03-28,4.464047615207052
2022-03-29,7.160664051264118
2022-03-30,11.116118359637635
2022-03-31,10.532383692234506
2022-04-01,0.10487813717869023
2022-04-04,4.43480682617143
2022-04-05,4.929520609724807
2022-04-06,2.142605456784834
2022-04-07,5.1995163124077575
2022-04-08,3.9410777514651096
2022-04-11,0.8241921677035152
2022-04-12,9.681007247619696
2022-04-13,14.043350510002236
2022-04-14,2.218272310329871
2022-04-18,4.601420197168317
2022-04-19,0.1049228181268116
2022-04-20,11.1519253320842
2022-04-21,1.4540173338614963
2022-04-22,4.062245798421073
2022-04-25,0.19487323841009024
2022-04-26,4.617370582709788
2022-04-27,4.812654484088951
2022-04-28,1.1094957893256892
2022-04-29,1.139529869550462
2022-05-02,7.481826103650668
2022-05-03,5.697798904185611
2022-05-04,0.914674840197285
2022-05-05,7.408125551853887
2022-05-06,2.8792930309939746
2022-05-09,0.9298105536023777
2022-05-10,6.269300458506228
2022-05-11,0.3599709636959075
2022-05-12,8.189736489114917
2022-05-13,2.3400702587310334
2022-05-16,3.990256141360081
2022-05-17,1.0201251087097083
2022-05-18,2.3402936765110125
2022-05-19,0.5400969635539294
2022-05-20,1.4553835961091643
2022-05-23,0.12003882302693483
2022-05-24,3.2711836535602368
2022-05-25,3.6166341224442133
2022-05-26,0.1500764213830778
2022-05-27,1.5308581101385235
2022-05-31,11.391955882569441
2022-06-01,7.579601110771697
2022-06-02,7.0542645936123645
2022-06-03,14.8596758345187
2022-06-06,16.480970065689426
2022-06-07,5.523641043345949
2022-06-08,10.0571467652214
2022-06-09,1.8313167185948962
2022-06-10,3.5876219405958927
2022-06-13,31.56527942655152
2022-06-14,19.90108490554737
2022-06-15,0.12006727873655715
2022-06-16,7.9852297423755445
2022-06-17,0.7805517726486012
2022-06-21,1.2009019692749083
2022-06-22,0.5404288491004563
2022-06-23,3.7232351409823647
2022-06-24,1.7416017990913104
2022-06-27,0.4204048327359314
2022-06-28,0.06006003333286408
2022-06-29,0.18018819169009573
2022-06-30,0.5706293057181528
2022-07-01,0.840981696205284
2022-07-05,2.793465628134629
2022-07-06,0.030038572784549338
2022-07-07,1.3818088563404756
2022-07-08,0.060081075777369666
2022-07-11,0.1802500975005044
2022-07-12,0.0
2022-07-13,4.747064493009499
2022-07-14,13.129967476588135
2022-07-15,3.785865746207208
2022-07-18,16.075831616013534
2022-07-19,0.7812675164120297
2022-07-20,1.2019867384543388
2022-07-21,0.03005103242648409
2022-07-22,0.5710287706594936
2022-07-25,6.417163029560084
2022-07-26,1.2023104288682407
2022-07-27,1.2324095191447995
2022-07-28,2.5702320298042505
2022-07-29,3.126620855809075
2022-08-01,2.8261027459037398
2022-08-02,11.004242398158175
2022-08-03,14.762007146573096
2022-08-04,8.027708314187306
2022-08-05,1.0824555097938053
2022-08-08,14.282020680162667
2022-08-09,0.5111691486989551
2022-08-10,0.4209772607136942
2022-08-11,0.18042943926021576
2022-08-12,0.0
2022-08-15,0.2706691834891641
2022-08-16,0.09022825497507524
2022-08-17,0.33084893290750844
2022-08-18,0.5414086078404154
2022-08-19,3.8502664715951553
2022-08-22,5.504860093219192
2022-08-23,0.8723727733027105
2022-08-24,0.27075087818622695
2022-08-25,2.226240588536921
2022-08-26,6.137537917548996
2022-08-29,0.03008706257138235
2022-08-30,0.03008807360785688
2022-08-31,17.632281120745702
2022-09-01,0.7823400195579026
2022-09-02,6.288986636105699
2022-09-06,39.994644994973534
2022-09-07,16.760888023978882
2022-09-08,7.8544662640645715
2022-09-09,0.06018748999815503
2022-09-12,1.5649049989563566
2022-09-13,0.7523889294585672
2022-09-14,23.533292530004662
2022-09-15,0.03009381843159351
2022-09-16,0.5717944622279507
2022-09-19,6.53086922788037
2022-09-20,0.782509902261379
