annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,sortino_ratio,portfolio_df
0.008865764437621548,0.10496229836236355,-0.20135073156855127,-0.18766193605105858,-0.32883717705160403,"          date  portfolio_value
0   2022-01-03     9.995990e+05
1   2022-01-04     9.946647e+05
2   2022-01-05     9.940590e+05
3   2022-01-06     9.835187e+05
4   2022-01-07     9.817167e+05
..         ...              ...
747 2024-12-23     1.034517e+06
748 2024-12-24     1.028919e+06
749 2024-12-26     1.031653e+06
750 2024-12-27     1.032144e+06
751 2024-12-30     1.026654e+06

[752 rows x 2 columns]"
