annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,sortino_ratio,portfolio_df
-0.02191891341056318,0.10046908772771976,-0.5167650526624477,-0.24895944364786934,-0.8686683079336537,"          date  portfolio_value
0   2022-01-04    994391.001369
1   2022-01-05    993785.432593
2   2022-01-06    983247.971341
3   2022-01-07    981446.512373
4   2022-01-10    979679.357945
..         ...              ...
746 2024-12-23    942877.767463
747 2024-12-24    938233.231185
748 2024-12-26    940725.938119
749 2024-12-27    941174.182987
750 2024-12-30    936167.915298

[751 rows x 2 columns]"
