Date,portfolio_values,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown
2023-06-30,717309.8321231809,-8.25%,14.39%,-0.78,-40.19%
2023-07-03,718046.8484957418,-8.25%,14.39%,-0.78,-40.19%
2023-07-05,716942.1207454622,-8.25%,14.39%,-0.78,-40.19%
2023-07-06,711327.9580954422,-8.25%,14.39%,-0.78,-40.19%
2023-07-07,709532.0541142306,-8.25%,14.39%,-0.78,-40.19%
2023-07-10,711327.9294934216,-8.25%,14.39%,-0.78,-40.19%
2023-07-11,715858.1052963488,-8.25%,14.39%,-0.78,-40.19%
2023-07-12,721617.8139519179,-8.25%,14.39%,-0.78,-40.19%
2023-07-13,726491.6110919715,-8.25%,14.39%,-0.78,-40.19%
2023-07-14,724618.5599590141,-8.25%,14.39%,-0.78,-40.19%
2023-07-17,726653.1120618316,-8.25%,14.39%,-0.78,-40.19%
2023-07-18,730385.0082232868,-8.25%,14.39%,-0.78,-40.19%
2023-07-19,729672.6249268455,-8.25%,14.39%,-0.78,-40.19%
2023-07-20,724350.5370097405,-8.25%,14.39%,-0.78,-40.19%
2023-07-21,723276.2483997045,-8.25%,14.39%,-0.78,-40.19%
2023-07-24,723556.2120215258,-8.25%,14.39%,-0.78,-40.19%
2023-07-25,724811.7904626844,-8.25%,14.39%,-0.78,-40.19%
2023-07-26,725008.7371395446,-8.25%,14.39%,-0.78,-40.19%
2023-07-27,721376.435895148,-8.25%,14.39%,-0.78,-40.19%
2023-07-28,721705.7119667789,-8.25%,14.39%,-0.78,-40.19%
2023-07-31,720913.6910114649,-8.25%,14.39%,-0.78,-40.19%
2023-08-01,718196.040231667,-8.25%,14.39%,-0.78,-40.19%
2023-08-02,709340.5987726001,-8.25%,14.39%,-0.78,-40.19%
2023-08-03,708498.5418525053,-8.25%,14.39%,-0.78,-40.19%
2023-08-04,706584.0146478319,-8.25%,14.39%,-0.78,-40.19%
2023-08-07,712312.2850178606,-8.25%,14.39%,-0.78,-40.19%
2023-08-08,709210.3510153056,-8.25%,14.39%,-0.78,-40.19%
2023-08-09,704469.1728228088,-8.25%,14.39%,-0.78,-40.19%
2023-08-10,704722.0476112877,-8.25%,14.39%,-0.78,-40.19%
2023-08-11,704311.1136304826,-8.25%,14.39%,-0.78,-40.19%
2023-08-14,708198.9514576043,-8.25%,14.39%,-0.78,-40.19%
2023-08-15,699949.1978225969,-8.25%,14.39%,-0.78,-40.19%
2023-08-16,694812.8218511776,-8.25%,14.39%,-0.78,-40.19%
2023-08-17,689518.3866874321,-8.25%,14.39%,-0.78,-40.19%
2023-08-18,689850.3408701812,-8.25%,14.39%,-0.78,-40.19%
2023-08-21,694338.7438704137,-8.25%,14.39%,-0.78,-40.19%
2023-08-22,692457.9191587045,-8.25%,14.39%,-0.78,-40.19%
2023-08-23,700170.3512167748,-8.25%,14.39%,-0.78,-40.19%
2023-08-24,690466.6920432816,-8.25%,14.39%,-0.78,-40.19%
2023-08-25,695334.307630018,-8.25%,14.39%,-0.78,-40.19%
2023-08-28,699743.7806303017,-8.25%,14.39%,-0.78,-40.19%
2023-08-29,709858.3737845998,-8.25%,14.39%,-0.78,-40.19%
2023-08-30,712782.070457775,-8.25%,14.39%,-0.78,-40.19%
2023-08-31,709457.8503128979,-8.25%,14.39%,-0.78,-40.19%
2023-09-01,696338.2670407343,-8.25%,14.39%,-0.78,-40.19%
2023-09-05,691250.0646357366,-8.25%,14.39%,-0.78,-40.19%
2023-09-06,686603.1585710123,-8.25%,14.39%,-0.78,-40.19%
2023-09-07,684495.0717247392,-8.25%,14.39%,-0.78,-40.19%
2023-09-08,682672.2798709156,-8.25%,14.39%,-0.78,-40.19%
2023-09-11,683937.3466951016,-8.25%,14.39%,-0.78,-40.19%
2023-09-12,680080.3862850277,-8.25%,14.39%,-0.78,-40.19%
2023-09-13,678213.5589215034,-8.25%,14.39%,-0.78,-40.19%
2023-09-14,682026.6608298155,-8.25%,14.39%,-0.78,-40.19%
2023-09-15,673809.4485735005,-8.25%,14.39%,-0.78,-40.19%
2023-09-18,675493.2511333554,-8.25%,14.39%,-0.78,-40.19%
2023-09-19,674574.3656094884,-8.25%,14.39%,-0.78,-40.19%
2023-09-20,674962.0453271595,-8.25%,14.39%,-0.78,-40.19%
2023-09-21,670069.641151613,-8.25%,14.39%,-0.78,-40.19%
2023-09-22,672214.7373167074,-8.25%,14.39%,-0.78,-40.19%
2023-09-25,668752.4355342945,-8.25%,14.39%,-0.78,-40.19%
2023-09-26,663408.4442554873,-8.25%,14.39%,-0.78,-40.19%
2023-09-27,655204.3056150188,-8.25%,14.39%,-0.78,-40.19%
2023-09-28,651930.1268425604,-8.25%,14.39%,-0.78,-40.19%
2023-09-29,645231.3168293649,-8.25%,14.39%,-0.78,-40.19%
2023-10-02,638457.2231574238,-8.25%,14.39%,-0.78,-40.19%
2023-10-03,636613.2042027053,-8.25%,14.39%,-0.78,-40.19%
2023-10-04,636537.9205439597,-8.25%,14.39%,-0.78,-40.19%
2023-10-05,635371.2822441322,-8.25%,14.39%,-0.78,-40.19%
2023-10-06,638645.4035919847,-8.25%,14.39%,-0.78,-40.19%
2023-10-09,650387.185098218,-8.25%,14.39%,-0.78,-40.19%
2023-10-10,649295.7730325297,-8.25%,14.39%,-0.78,-40.19%
2023-10-11,654037.6098905853,-8.25%,14.39%,-0.78,-40.19%
2023-10-12,652043.0236183758,-8.25%,14.39%,-0.78,-40.19%
2023-10-13,673005.0721720201,-8.25%,14.39%,-0.78,-40.19%
2023-10-16,669730.9508241679,-8.25%,14.39%,-0.78,-40.19%
2023-10-17,670972.8153581348,-8.25%,14.39%,-0.78,-40.19%
2023-10-18,680682.3400504823,-8.25%,14.39%,-0.78,-40.19%
2023-10-19,689037.0460084416,-8.25%,14.39%,-0.78,-40.19%
2023-10-20,690918.735504836,-8.25%,14.39%,-0.78,-40.19%
2023-10-23,688585.458905181,-8.25%,14.39%,-0.78,-40.19%
2023-10-24,688510.1752464355,-8.25%,14.39%,-0.78,-40.19%
2023-10-25,690877.2862791413,-8.25%,14.39%,-0.78,-40.19%
2023-10-26,691893.7066357095,-8.25%,14.39%,-0.78,-40.19%
2023-10-27,699940.291897933,-8.25%,14.39%,-0.78,-40.19%
2023-10-30,695992.245771712,-8.25%,14.39%,-0.78,-40.19%
2023-10-31,692623.9415193886,-8.25%,14.39%,-0.78,-40.19%
2023-11-01,692331.7924655123,-8.25%,14.39%,-0.78,-40.19%
2023-11-02,697378.2138570977,-8.25%,14.39%,-0.78,-40.19%
2023-11-03,700939.4478703587,-8.25%,14.39%,-0.78,-40.19%
2023-11-06,697495.1217059989,-8.25%,14.39%,-0.78,-40.19%
2023-11-07,696086.1974733169,-8.25%,14.39%,-0.78,-40.19%
2023-11-08,691445.9878848782,-8.25%,14.39%,-0.78,-40.19%
2023-11-09,691667.286919702,-8.25%,14.39%,-0.78,-40.19%
2023-11-10,689635.5790917054,-8.25%,14.39%,-0.78,-40.19%
2023-11-13,690815.1142626043,-8.25%,14.39%,-0.78,-40.19%
2023-11-14,699582.1156348154,-8.25%,14.39%,-0.78,-40.19%
2023-11-15,695702.8946338681,-8.25%,14.39%,-0.78,-40.19%
2023-11-16,699589.766648893,-8.25%,14.39%,-0.78,-40.19%
2023-11-17,700724.2336497979,-8.25%,14.39%,-0.78,-40.19%
2023-11-20,704158.687446672,-8.25%,14.39%,-0.78,-40.19%
2023-11-21,704553.3140129057,-8.25%,14.39%,-0.78,-40.19%
2023-11-22,704999.9676939701,-8.25%,14.39%,-0.78,-40.19%
2023-11-24,704623.7167993474,-8.25%,14.39%,-0.78,-40.19%
2023-11-27,704487.3744514316,-8.25%,14.39%,-0.78,-40.19%
2023-11-28,706706.9667749295,-8.25%,14.39%,-0.78,-40.19%
2023-11-29,706461.9795385844,-8.25%,14.39%,-0.78,-40.19%
2023-11-30,705840.0919181018,-8.25%,14.39%,-0.78,-40.19%
2023-12-01,712013.6537065528,-8.25%,14.39%,-0.78,-40.19%
2023-12-04,704775.9504867452,-8.25%,14.39%,-0.78,-40.19%
2023-12-05,705308.6858961545,-8.25%,14.39%,-0.78,-40.19%
2023-12-06,707388.7811630748,-8.25%,14.39%,-0.78,-40.19%
2023-12-07,707181.2804450201,-8.25%,14.39%,-0.78,-40.19%
2023-12-08,703929.4949988087,-8.25%,14.39%,-0.78,-40.19%
2023-12-11,704568.7297971763,-8.25%,14.39%,-0.78,-40.19%
2023-12-12,707422.1746737072,-8.25%,14.39%,-0.78,-40.19%
2023-12-13,718947.5388762155,-8.25%,14.39%,-0.78,-40.19%
2023-12-14,724969.3564985592,-8.25%,14.39%,-0.78,-40.19%
2023-12-15,724206.2213046979,-8.25%,14.39%,-0.78,-40.19%
2023-12-18,724406.5635653686,-8.25%,14.39%,-0.78,-40.19%
2023-12-19,728429.310835991,-8.25%,14.39%,-0.78,-40.19%
2023-12-20,722519.5917524047,-8.25%,14.39%,-0.78,-40.19%
2023-12-21,722953.1795762302,-8.25%,14.39%,-0.78,-40.19%
2023-12-22,722208.5532283802,-8.25%,14.39%,-0.78,-40.19%
2023-12-26,724742.8946659791,-8.25%,14.39%,-0.78,-40.19%
2023-12-27,730127.1155865726,-8.25%,14.39%,-0.78,-40.19%
2023-12-28,728011.0377849716,-8.25%,14.39%,-0.78,-40.19%
2023-12-29,724284.4873939337,-8.25%,14.39%,-0.78,-40.19%
2024-01-02,719890.2292526879,-8.25%,14.39%,-0.78,-40.19%
2024-01-03,717337.8362448518,-8.25%,14.39%,-0.78,-40.19%
2024-01-04,710658.2292840516,-8.25%,14.39%,-0.78,-40.19%
2024-01-05,709202.941807998,-8.25%,14.39%,-0.78,-40.19%
2024-01-08,718800.4149281031,-8.25%,14.39%,-0.78,-40.19%
2024-01-09,717530.5947854929,-8.25%,14.39%,-0.78,-40.19%
2024-01-10,720880.7495405398,-8.25%,14.39%,-0.78,-40.19%
2024-01-11,720670.441909567,-8.25%,14.39%,-0.78,-40.19%
2024-01-12,721426.2729208745,-8.25%,14.39%,-0.78,-40.19%
2024-01-16,717142.5326995053,-8.25%,14.39%,-0.78,-40.19%
2024-01-17,712507.7321252507,-8.25%,14.39%,-0.78,-40.19%
2024-01-18,718843.9302523328,-8.25%,14.39%,-0.78,-40.19%
2024-01-19,727805.1887731985,-8.25%,14.39%,-0.78,-40.19%
2024-01-22,729343.9831167526,-8.25%,14.39%,-0.78,-40.19%
2024-01-23,731471.0831127001,-8.25%,14.39%,-0.78,-40.19%
2024-01-24,732270.6975876334,-8.25%,14.39%,-0.78,-40.19%
2024-01-25,736253.4372167483,-8.25%,14.39%,-0.78,-40.19%
2024-01-26,735318.1397381034,-8.25%,14.39%,-0.78,-40.19%
2024-01-29,741141.3749655482,-8.25%,14.39%,-0.78,-40.19%
2024-01-30,740568.1189926345,-8.25%,14.39%,-0.78,-40.19%
2024-01-31,728484.0283908643,-8.25%,14.39%,-0.78,-40.19%
2024-02-01,738018.5428846434,-8.25%,14.39%,-0.78,-40.19%
2024-02-02,745787.9517105276,-8.25%,14.39%,-0.78,-40.19%
2024-02-05,743072.4045291507,-8.25%,14.39%,-0.78,-40.19%
2024-02-06,745229.7454170937,-8.25%,14.39%,-0.78,-40.19%
2024-02-07,751445.3573976223,-8.25%,14.39%,-0.78,-40.19%
2024-02-08,751777.2051890367,-8.25%,14.39%,-0.78,-40.19%
2024-02-09,756122.033501561,-8.25%,14.39%,-0.78,-40.19%
2024-02-12,755790.1385324681,-8.25%,14.39%,-0.78,-40.19%
2024-02-13,745380.5724556424,-8.25%,14.39%,-0.78,-40.19%
2024-02-14,752154.3907296049,-8.25%,14.39%,-0.78,-40.19%
2024-02-15,757343.9825555021,-8.25%,14.39%,-0.78,-40.19%
2024-02-16,753572.45739357,-8.25%,14.39%,-0.78,-40.19%
2024-02-20,749423.7466910696,-8.25%,14.39%,-0.78,-40.19%
2024-02-21,750102.6334864139,-8.25%,14.39%,-0.78,-40.19%
2024-02-22,765626.3542810233,-8.25%,14.39%,-0.78,-40.19%
2024-02-23,766154.4612154975,-8.25%,14.39%,-0.78,-40.19%
2024-02-26,763348.3328911699,-8.25%,14.39%,-0.78,-40.19%
2024-02-27,764766.4467328135,-8.25%,14.39%,-0.78,-40.19%
2024-02-28,763755.6177906977,-8.25%,14.39%,-0.78,-40.19%
2024-02-29,766501.4058640702,-8.25%,14.39%,-0.78,-40.19%
2024-03-01,773697.5115393617,-8.25%,14.39%,-0.78,-40.19%
2024-03-04,772867.7505277902,-8.25%,14.39%,-0.78,-40.19%
2024-03-05,770666.4952770775,-8.25%,14.39%,-0.78,-40.19%
2024-03-06,775932.5647290145,-8.25%,14.39%,-0.78,-40.19%
2024-03-07,780997.0650749786,-8.25%,14.39%,-0.78,-40.19%
2024-03-08,785913.2803237694,-8.25%,14.39%,-0.78,-40.19%
2024-03-11,787041.3883401623,-8.25%,14.39%,-0.78,-40.19%
2024-03-12,778359.922563538,-8.25%,14.39%,-0.78,-40.19%
2024-03-13,782176.2922323904,-8.25%,14.39%,-0.78,-40.19%
2024-03-14,779108.967563872,-8.25%,14.39%,-0.78,-40.19%
2024-03-15,775768.7969402984,-8.25%,14.39%,-0.78,-40.19%
2024-03-18,777364.173467496,-8.25%,14.39%,-0.78,-40.19%
2024-03-19,777533.0428402312,-8.25%,14.39%,-0.78,-40.19%
2024-03-20,785820.3504445843,-8.25%,14.39%,-0.78,-40.19%
2024-03-21,786101.5165587991,-8.25%,14.39%,-0.78,-40.19%
2024-03-22,780975.615192402,-8.25%,14.39%,-0.78,-40.19%
2024-03-25,781774.7996564409,-8.25%,14.39%,-0.78,-40.19%
2024-03-26,782999.7467586773,-8.25%,14.39%,-0.78,-40.19%
2024-03-27,788705.0554350995,-8.25%,14.39%,-0.78,-40.19%
2024-03-28,795746.2489362212,-8.25%,14.39%,-0.78,-40.19%
2024-04-01,801428.757199511,-8.25%,14.39%,-0.78,-40.19%
2024-04-02,808702.5943417356,-8.25%,14.39%,-0.78,-40.19%
2024-04-03,814188.5279853198,-8.25%,14.39%,-0.78,-40.19%
2024-04-04,807459.2721967808,-8.25%,14.39%,-0.78,-40.19%
2024-04-05,820094.2070715459,-8.25%,14.39%,-0.78,-40.19%
2024-04-08,824918.2352247337,-8.25%,14.39%,-0.78,-40.19%
2024-04-09,829203.2041885448,-8.25%,14.39%,-0.78,-40.19%
2024-04-10,820861.3321340588,-8.25%,14.39%,-0.78,-40.19%
2024-04-11,836587.1449811234,-8.25%,14.39%,-0.78,-40.19%
2024-04-12,825511.492347872,-8.25%,14.39%,-0.78,-40.19%
2024-04-15,838248.8342936023,-8.25%,14.39%,-0.78,-40.19%
2024-04-16,837992.6043848526,-8.25%,14.39%,-0.78,-40.19%
2024-04-17,834064.5028091519,-8.25%,14.39%,-0.78,-40.19%
2024-04-18,835468.2813336893,-8.25%,14.39%,-0.78,-40.19%
2024-04-19,838089.6200436889,-8.25%,14.39%,-0.78,-40.19%
2024-04-22,820729.2650011186,-8.25%,14.39%,-0.78,-40.19%
2024-04-23,818282.1182305854,-8.25%,14.39%,-0.78,-40.19%
2024-04-24,816760.0269798224,-8.25%,14.39%,-0.78,-40.19%
2024-04-25,821630.7493078342,-8.25%,14.39%,-0.78,-40.19%
2024-04-26,824294.4165085296,-8.25%,14.39%,-0.78,-40.19%
2024-04-29,822620.0948213523,-8.25%,14.39%,-0.78,-40.19%
2024-04-30,806219.4531317948,-8.25%,14.39%,-0.78,-40.19%
2024-05-01,813525.5366238126,-8.25%,14.39%,-0.78,-40.19%
2024-05-02,811014.112156637,-8.25%,14.39%,-0.78,-40.19%
2024-05-03,810367.2256981531,-8.25%,14.39%,-0.78,-40.19%
2024-05-06,818890.9607403789,-8.25%,14.39%,-0.78,-40.19%
2024-05-07,815123.7950078204,-8.25%,14.39%,-0.78,-40.19%
2024-05-08,812726.4654953992,-8.25%,14.39%,-0.78,-40.19%
2024-05-09,814758.8214128362,-8.25%,14.39%,-0.78,-40.19%
2024-05-10,808452.15911974,-8.25%,14.39%,-0.78,-40.19%
2024-05-13,804229.8284817567,-8.25%,14.39%,-0.78,-40.19%
2024-05-14,807439.701276233,-8.25%,14.39%,-0.78,-40.19%
2024-05-15,817459.5474299925,-8.25%,14.39%,-0.78,-40.19%
2024-05-16,814794.0428231917,-8.25%,14.39%,-0.78,-40.19%
2024-05-17,813893.3987181538,-8.25%,14.39%,-0.78,-40.19%
2024-05-20,814220.3604273446,-8.25%,14.39%,-0.78,-40.19%
2024-05-21,816121.8264712633,-8.25%,14.39%,-0.78,-40.19%
2024-05-22,812759.2257196438,-8.25%,14.39%,-0.78,-40.19%
2024-05-23,806303.00836539,-8.25%,14.39%,-0.78,-40.19%
2024-05-24,809577.3382403144,-8.25%,14.39%,-0.78,-40.19%
2024-05-28,803836.7064189794,-8.25%,14.39%,-0.78,-40.19%
2024-05-29,796959.1312038031,-8.25%,14.39%,-0.78,-40.19%
2024-05-30,791672.4290661485,-8.25%,14.39%,-0.78,-40.19%
2024-05-31,798883.0022816779,-8.25%,14.39%,-0.78,-40.19%
2024-06-03,799534.5248255034,-8.25%,14.39%,-0.78,-40.19%
2024-06-04,800457.2469189366,-8.25%,14.39%,-0.78,-40.19%
2024-06-05,808243.6583539415,-8.25%,14.39%,-0.78,-40.19%
2024-06-06,807693.8874176322,-8.25%,14.39%,-0.78,-40.19%
2024-06-07,803223.6565898195,-8.25%,14.39%,-0.78,-40.19%
2024-06-10,805140.9016662821,-8.25%,14.39%,-0.78,-40.19%
2024-06-11,807079.7310851549,-8.25%,14.39%,-0.78,-40.19%
2024-06-12,813708.4696595119,-8.25%,14.39%,-0.78,-40.19%
2024-06-13,815346.7467801286,-8.25%,14.39%,-0.78,-40.19%
2024-06-14,816161.4660523616,-8.25%,14.39%,-0.78,-40.19%
2024-06-17,820030.24798996,-8.25%,14.39%,-0.78,-40.19%
2024-06-18,822527.8341397513,-8.25%,14.39%,-0.78,-40.19%
2024-06-20,819413.8521673909,-8.25%,14.39%,-0.78,-40.19%
2024-06-21,818287.2951882369,-8.25%,14.39%,-0.78,-40.19%
2024-06-24,816114.9238017835,-8.25%,14.39%,-0.78,-40.19%
2024-06-25,818804.6768042269,-8.25%,14.39%,-0.78,-40.19%
2024-06-26,817644.4644479934,-8.25%,14.39%,-0.78,-40.19%
2024-06-27,819257.8102424681,-8.25%,14.39%,-0.78,-40.19%
2024-06-28,813228.4248905784,-8.25%,14.39%,-0.78,-40.19%
2024-07-01,814359.7902832659,-8.25%,14.39%,-0.78,-40.19%
2024-07-02,819840.1428661026,-8.25%,14.39%,-0.78,-40.19%
2024-07-03,823498.9394769944,-8.25%,14.39%,-0.78,-40.19%
2024-07-05,828247.5285838874,-8.25%,14.39%,-0.78,-40.19%
2024-07-08,829203.2598827931,-8.25%,14.39%,-0.78,-40.19%
2024-07-09,830009.4888198676,-8.25%,14.39%,-0.78,-40.19%
2024-07-10,837594.3844896492,-8.25%,14.39%,-0.78,-40.19%
2024-07-11,831687.4297805653,-8.25%,14.39%,-0.78,-40.19%
2024-07-12,835100.9248424339,-8.25%,14.39%,-0.78,-40.19%
2024-07-15,837466.4529118103,-8.25%,14.39%,-0.78,-40.19%
2024-07-16,845603.1453043618,-8.25%,14.39%,-0.78,-40.19%
2024-07-17,835710.6789107365,-8.25%,14.39%,-0.78,-40.19%
2024-07-18,828799.1193986618,-8.25%,14.39%,-0.78,-40.19%
2024-07-19,814687.745346368,-8.25%,14.39%,-0.78,-40.19%
2024-07-22,817918.7964484842,-8.25%,14.39%,-0.78,-40.19%
2024-07-23,820712.4046354779,-8.25%,14.39%,-0.78,-40.19%
2024-07-24,815985.3828275703,-8.25%,14.39%,-0.78,-40.19%
2024-07-25,812605.2731357071,-8.25%,14.39%,-0.78,-40.19%
2024-07-26,814868.4816675308,-8.25%,14.39%,-0.78,-40.19%
2024-07-29,813716.9000873286,-8.25%,14.39%,-0.78,-40.19%
2024-07-30,815286.1636842479,-8.25%,14.39%,-0.78,-40.19%
2024-07-31,829873.0783814325,-8.25%,14.39%,-0.78,-40.19%
2024-08-01,832057.398442822,-8.25%,14.39%,-0.78,-40.19%
2024-08-02,852038.3810389661,-8.25%,14.39%,-0.78,-40.19%
2024-08-05,865257.1854451563,-8.25%,14.39%,-0.78,-40.19%
2024-08-06,861241.4235199861,-8.25%,14.39%,-0.78,-40.19%
2024-08-07,849557.7918110966,-8.25%,14.39%,-0.78,-40.19%
2024-08-08,848314.8129789844,-8.25%,14.39%,-0.78,-40.19%
2024-08-09,851541.3230646116,-8.25%,14.39%,-0.78,-40.19%
2024-08-12,848926.2023456956,-8.25%,14.39%,-0.78,-40.19%
2024-08-13,849996.4873487166,-8.25%,14.39%,-0.78,-40.19%
2024-08-14,847014.555874343,-8.25%,14.39%,-0.78,-40.19%
2024-08-15,839305.9497108008,-8.25%,14.39%,-0.78,-40.19%
2024-08-16,844713.313102975,-8.25%,14.39%,-0.78,-40.19%
2024-08-19,849043.5448234053,-8.25%,14.39%,-0.78,-40.19%
2024-08-20,854601.6865579508,-8.25%,14.39%,-0.78,-40.19%
2024-08-21,855598.4249348509,-8.25%,14.39%,-0.78,-40.19%
2024-08-22,846286.7261859077,-8.25%,14.39%,-0.78,-40.19%
2024-08-23,853470.9823942431,-8.25%,14.39%,-0.78,-40.19%
2024-08-26,851366.2135247125,-8.25%,14.39%,-0.78,-40.19%
2024-08-27,852943.2340880118,-8.25%,14.39%,-0.78,-40.19%
2024-08-28,847351.3924619775,-8.25%,14.39%,-0.78,-40.19%
2024-08-29,845683.4559901819,-8.25%,14.39%,-0.78,-40.19%
2024-08-30,843240.0774459648,-8.25%,14.39%,-0.78,-40.19%
2024-09-03,830264.2391881363,-8.25%,14.39%,-0.78,-40.19%
2024-09-04,829944.2976932239,-8.25%,14.39%,-0.78,-40.19%
2024-09-05,831354.4972332999,-8.25%,14.39%,-0.78,-40.19%
2024-09-06,824900.4473505886,-8.25%,14.39%,-0.78,-40.19%
2024-09-09,829167.4301740545,-8.25%,14.39%,-0.78,-40.19%
2024-09-10,834110.1041809052,-8.25%,14.39%,-0.78,-40.19%
2024-09-11,835966.0004603921,-8.25%,14.39%,-0.78,-40.19%
2024-09-12,835648.3636431397,-8.25%,14.39%,-0.78,-40.19%
2024-09-13,839763.1663694705,-8.25%,14.39%,-0.78,-40.19%
2024-09-16,840037.0076761266,-8.25%,14.39%,-0.78,-40.19%
2024-09-17,832098.1073379352,-8.25%,14.39%,-0.78,-40.19%
2024-09-18,823399.9492367203,-8.25%,14.39%,-0.78,-40.19%
2024-09-19,822297.9774643634,-8.25%,14.39%,-0.78,-40.19%
2024-09-20,827744.4322562353,-8.25%,14.39%,-0.78,-40.19%
2024-09-23,828480.4369495668,-8.25%,14.39%,-0.78,-40.19%
2024-09-24,839004.4820317494,-8.25%,14.39%,-0.78,-40.19%
2024-09-25,837215.8197053475,-8.25%,14.39%,-0.78,-40.19%
2024-09-26,841227.1417784499,-8.25%,14.39%,-0.78,-40.19%
2024-09-27,834628.7343019629,-8.25%,14.39%,-0.78,-40.19%
2024-09-30,826492.1253461039,-8.25%,14.39%,-0.78,-40.19%
2024-10-01,833247.1545153494,-8.25%,14.39%,-0.78,-40.19%
2024-10-02,830095.3336133526,-8.25%,14.39%,-0.78,-40.19%
2024-10-03,828993.3899145538,-8.25%,14.39%,-0.78,-40.19%
2024-10-04,829391.7663229773,-8.25%,14.39%,-0.78,-40.19%
2024-10-07,822133.7190118823,-8.25%,14.39%,-0.78,-40.19%
2024-10-08,823093.3668272396,-8.25%,14.39%,-0.78,-40.19%
2024-10-09,825562.2110099006,-8.25%,14.39%,-0.78,-40.19%
2024-10-10,825837.7256153097,-8.25%,14.39%,-0.78,-40.19%
2024-10-11,831843.1776839655,-8.25%,14.39%,-0.78,-40.19%
2024-10-14,836255.238897069,-8.25%,14.39%,-0.78,-40.19%
2024-10-15,831818.2492812012,-8.25%,14.39%,-0.78,-40.19%
2024-10-16,835134.5308412598,-8.25%,14.39%,-0.78,-40.19%
2024-10-17,837574.8122174478,-8.25%,14.39%,-0.78,-40.19%
2024-10-18,843706.5867683218,-8.25%,14.39%,-0.78,-40.19%
2024-10-21,842809.3875496667,-8.25%,14.39%,-0.78,-40.19%
2024-10-22,847090.439276785,-8.25%,14.39%,-0.78,-40.19%
2024-10-23,838009.208976751,-8.25%,14.39%,-0.78,-40.19%
2024-10-24,842250.5872368478,-8.25%,14.39%,-0.78,-40.19%
2024-10-25,842996.6747679696,-8.25%,14.39%,-0.78,-40.19%
2024-10-28,843702.1065598497,-8.25%,14.39%,-0.78,-40.19%
2024-10-29,850767.4719281408,-8.25%,14.39%,-0.78,-40.19%
2024-10-30,852430.6935371675,-8.25%,14.39%,-0.78,-40.19%
2024-10-31,838010.890137526,-8.25%,14.39%,-0.78,-40.19%
2024-11-01,833869.4018727487,-8.25%,14.39%,-0.78,-40.19%
2024-11-04,835058.4282607392,-8.25%,14.39%,-0.78,-40.19%
2024-11-05,836941.0239765608,-8.25%,14.39%,-0.78,-40.19%
2024-11-06,811509.1238751569,-8.25%,14.39%,-0.78,-40.19%
2024-11-07,818921.2145287112,-8.25%,14.39%,-0.78,-40.19%
2024-11-08,819069.0883715209,-8.25%,14.39%,-0.78,-40.19%
2024-11-11,815044.292507584,-8.25%,14.39%,-0.78,-40.19%
2024-11-12,811969.2399542456,-8.25%,14.39%,-0.78,-40.19%
2024-11-13,812363.6912564258,-8.25%,14.39%,-0.78,-40.19%
2024-11-14,807140.1614588579,-8.25%,14.39%,-0.78,-40.19%
2024-11-15,796801.7445407544,-8.25%,14.39%,-0.78,-40.19%
2024-11-18,800066.5033420258,-8.25%,14.39%,-0.78,-40.19%
2024-11-19,802991.1743218664,-8.25%,14.39%,-0.78,-40.19%
2024-11-20,803263.1602945449,-8.25%,14.39%,-0.78,-40.19%
2024-11-21,807575.3221582507,-8.25%,14.39%,-0.78,-40.19%
2024-11-22,810078.4022377694,-8.25%,14.39%,-0.78,-40.19%
2024-11-25,812826.2444073589,-8.25%,14.39%,-0.78,-40.19%
2024-11-26,814357.3422846134,-8.25%,14.39%,-0.78,-40.19%
2024-11-27,815797.7722025958,-8.25%,14.39%,-0.78,-40.19%
2024-11-29,821824.499954323,-8.25%,14.39%,-0.78,-40.19%
2024-12-02,822710.9720715306,-8.25%,14.39%,-0.78,-40.19%
2024-12-03,822051.9165093632,-8.25%,14.39%,-0.78,-40.19%
2024-12-04,823339.4219678217,-8.25%,14.39%,-0.78,-40.19%
2024-12-05,822936.8856143252,-8.25%,14.39%,-0.78,-40.19%
2024-12-06,823751.426556743,-8.25%,14.39%,-0.78,-40.19%
2024-12-09,818262.6760750369,-8.25%,14.39%,-0.78,-40.19%
2024-12-10,815055.973561385,-8.25%,14.39%,-0.78,-40.19%
2024-12-11,813564.4700719564,-8.25%,14.39%,-0.78,-40.19%
2024-12-12,805258.3156575887,-8.25%,14.39%,-0.78,-40.19%
2024-12-13,797332.3137982953,-8.25%,14.39%,-0.78,-40.19%
2024-12-16,797354.5012467487,-8.25%,14.39%,-0.78,-40.19%
2024-12-17,792910.0796370899,-8.25%,14.39%,-0.78,-40.19%
2024-12-18,770204.5990906056,-8.25%,14.39%,-0.78,-40.19%
2024-12-19,769186.6120309547,-8.25%,14.39%,-0.78,-40.19%
2024-12-20,778168.0845212893,-8.25%,14.39%,-0.78,-40.19%
2024-12-23,782315.1691509262,-8.25%,14.39%,-0.78,-40.19%
2024-12-24,790868.7378769438,-8.25%,14.39%,-0.78,-40.19%
2024-12-26,790921.4497295701,-8.25%,14.39%,-0.78,-40.19%
2024-12-27,782595.8197185465,-8.25%,14.39%,-0.78,-40.19%
2024-12-30,773665.0998738321,-8.25%,14.39%,-0.78,-40.19%
