annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,sortino_ratio,portfolio_df
-0.016968722374837153,0.10591353963177022,-0.44346287111292276,-0.19420562864237864,-0.7827553509029599,"          date  portfolio_value
0   2022-01-03     1.001096e+06
1   2022-01-04     9.937375e+05
2   2022-01-05     9.925642e+05
3   2022-01-06     9.820397e+05
4   2022-01-07     9.802405e+05
..         ...              ...
747 2024-12-23     9.564939e+05
748 2024-12-24     9.517792e+05
749 2024-12-26     9.551916e+05
750 2024-12-27     9.567676e+05
751 2024-12-30     9.502754e+05

[752 rows x 2 columns]"
