Date,portfolio_values,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown
2023-05-05,89497.16289501693,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-05-08,89390.14001155178,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-05-09,89055.35013666734,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-05-10,89016.4522196252,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-05-11,89449.9873177526,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-05-12,89419.98733895952,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-05-15,88971.60553840119,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-05-16,88810.47536168958,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-05-17,88272.47581880951,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-05-18,88183.15750315075,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-05-19,87766.94025484283,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-05-22,87931.1448621567,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-05-23,87712.62124684574,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-05-24,87552.72450758466,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-05-25,86982.1688304614,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-05-26,86783.5505317429,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-05-30,87261.12745625939,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-05-31,87750.92939816076,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-06-01,87920.12499093472,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-06-02,88457.87816090287,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-06-05,88031.03838395914,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-06-06,88143.2596388802,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-06-07,88312.26273349287,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-06-08,87556.80465360556,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-06-09,88455.59579497375,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-06-12,88309.82989452485,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-06-13,88535.83155675973,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-06-14,88200.32481843722,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-06-15,88475.11053452754,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-06-16,89064.09681681452,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-06-20,88615.82150067997,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-06-21,88472.161614014,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-06-22,88336.63571932101,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-06-23,87728.81570352477,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-06-26,87744.30719103717,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-06-27,87773.81099691038,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-06-28,87765.00654014121,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-06-29,87761.29589936393,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-06-30,87373.8004160908,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-07-03,88119.69519037854,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-07-05,87973.18863922103,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-07-06,87653.85932934083,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-07-07,87192.18690782312,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-07-10,87483.36691406467,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-07-11,87714.76169529776,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-07-12,88179.09846993603,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-07-13,89202.98876464921,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-07-14,89693.42278747456,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-07-17,89316.2495397414,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-07-18,89487.53927097082,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-07-19,89961.61949706686,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-07-20,90128.29879114607,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-07-21,89526.80886735211,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-07-24,89191.58500756144,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-07-25,89152.05361454187,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-07-26,89380.08868714394,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-07-27,89657.04855874588,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-07-28,88875.71277571622,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-07-31,89081.92332303025,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-08-01,89041.78583923697,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-08-02,88229.15352661244,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-08-03,87571.00796112516,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-08-04,87120.8440253732,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-08-07,87597.23936757281,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-08-08,87419.40891938745,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-08-09,87305.5123257655,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-08-10,87114.72024417527,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-08-11,86582.37481006258,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-08-14,86513.19240636694,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-08-15,86438.27902262285,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-08-16,86000.85504721652,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-08-17,85406.04315001707,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-08-18,85210.29645775001,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-08-21,85372.93316776957,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-08-22,85145.6084692328,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-08-23,85333.29863225119,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-08-24,86480.44360105482,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-08-25,85885.18033325118,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-08-28,86008.18013929915,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-08-29,86191.63511850423,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-08-30,87039.29519548673,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-08-31,87102.7161913327,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-09-01,87255.28624673943,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-09-05,86864.67126619924,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-09-06,86053.5439006945,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-09-07,85864.28686796615,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-09-08,85938.83425970677,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-09-11,85996.01414159115,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-09-12,86196.62015684911,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-09-13,86009.94019990259,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-09-14,85926.32174142213,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-09-15,85960.59610969994,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-09-18,85654.64336838396,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-09-19,85932.40068228604,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-09-20,85691.84935535284,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-09-21,85529.64791497264,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-09-22,84560.95405757679,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-09-25,84633.70136919967,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-09-26,84028.79687499841,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-09-27,83452.3499282535,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-09-28,83021.04488010566,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-09-29,83147.82742952435,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-10-02,82866.09537177236,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-10-03,82240.25968986854,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-10-04,81605.89841159081,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-10-05,81990.88113061059,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-10-06,81928.94115460762,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-10-09,81918.18620635761,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-10-10,83018.36653991362,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-10-11,83029.69855466808,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-10-12,83633.39895423877,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-10-13,82791.03252907918,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-10-16,83737.01413364847,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-10-17,83538.75012917018,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-10-18,83302.64878577826,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-10-19,83136.57319195138,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-10-20,82800.30586469962,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-10-23,82709.9976838252,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-10-24,82882.7642371745,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-10-25,83269.69496177994,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-10-26,82571.59769036411,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-10-27,82623.59018080037,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-10-30,82802.87068415736,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-10-31,82917.02986966418,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-11-01,82483.71588817633,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-11-02,83183.35339736672,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-11-03,84185.89519617775,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-11-06,84733.48767334792,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-11-07,84333.28365667876,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-11-08,84552.17494409568,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-11-09,84624.57021364472,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-11-10,84019.36009814813,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-11-13,84194.51676031506,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-11-14,84243.86736348916,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-11-15,85517.21263855153,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-11-16,85019.30222726149,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-11-17,85656.85452557461,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-11-20,85931.03834774198,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-11-21,86393.47327213617,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-11-22,86563.18690172574,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-11-24,86454.58623636617,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-11-27,86343.22197726979,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-11-28,86942.42246089643,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-11-29,87470.48633559485,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-11-30,87762.34815771625,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-12-01,87374.97023000859,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-12-04,88498.6847338472,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-12-05,87749.81859599163,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-12-06,88144.36792807361,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-12-07,88409.31809027922,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-12-08,89059.5821309255,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-12-11,88455.57668841492,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-12-12,88074.33335171118,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-12-13,88342.74135798657,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-12-14,90075.73834117358,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-12-15,91035.59432934888,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-12-18,90727.8861551206,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-12-19,90666.576652064,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-12-20,90923.85457664632,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-12-21,90660.23562827462,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-12-22,91141.39688625616,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-12-26,91135.68341917507,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-12-27,91470.29729545944,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-12-28,92140.06893957827,-0.51%,9.97%,-0.35,-0.22874370712909076
2023-12-29,91921.43798156598,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-01-02,91671.1448993902,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-01-03,91182.71046544239,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-01-04,90692.14610393276,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-01-05,90062.63034847831,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-01-08,89885.1735064896,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-01-09,90339.74472459928,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-01-10,90101.9572688263,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-01-11,89876.13749068578,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-01-12,90096.84568590352,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-01-16,90380.70502513219,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-01-17,89314.57708221194,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-01-18,88770.79702076348,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-01-19,88948.11306256932,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-01-22,89370.02369425396,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-01-23,89483.68753912485,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-01-24,89426.73867762579,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-01-25,89257.41704485494,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-01-26,89588.3393375234,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-01-29,89455.06105398462,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-01-30,90122.49938814747,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-01-31,90326.11215974251,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-02-01,90230.91235408362,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-02-02,91339.25681102937,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-02-05,90535.29128935025,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-02-06,89802.2178776187,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-02-07,90323.00057071655,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-02-08,90356.41959917429,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-02-09,90026.86232006949,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-02-12,90042.3709735197,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-02-13,89992.82069918633,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-02-14,88769.67489647804,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-02-15,89092.73450620333,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-02-16,89616.3696851587,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-02-20,89406.42974466117,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-02-21,89470.8182304296,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-02-22,89304.28746173877,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-02-23,89837.78746656617,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-02-26,90284.51430518599,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-02-27,90065.9198994373,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-02-28,89947.00838945061,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-02-29,90078.80136927812,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-03-01,90537.20201317189,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-03-04,91289.45756857187,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-03-05,91490.54176006079,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-03-06,91818.2761393768,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-03-07,92343.29332953597,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-03-08,92879.24851743603,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-03-11,93054.5543052952,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-03-12,93087.24521920727,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-03-13,92762.92522073633,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-03-14,92765.5573198955,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-03-15,92185.34359010588,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-03-18,91831.68067378247,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-03-19,91924.66388253089,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-03-20,91809.31695029812,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-03-21,92246.46035090968,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-03-22,92284.37467502222,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-03-25,92317.70439080747,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-03-26,92208.4750313023,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-03-27,92285.70072359846,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-03-28,92916.96747401606,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-04-01,93184.99159322106,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-04-02,92898.5362107767,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-04-03,92977.37198657943,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-04-04,93186.55929398166,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-04-05,93000.51727675732,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-04-08,93256.97041614837,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-04-09,93378.33679506877,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-04-10,93766.1246124166,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-04-11,92610.53606028999,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-04-12,93095.56979904785,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-04-15,92579.03021732876,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-04-16,92217.93427448081,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-04-17,91981.94059189488,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-04-18,91977.70893219103,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-04-19,91850.87378916764,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-04-22,91812.74414695277,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-04-23,91384.0184055052,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-04-24,91610.47635781899,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-04-25,91326.04214383593,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-04-26,91161.74243162503,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-04-29,91241.62346057624,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-04-30,91743.49664317879,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-05-01,90471.97423760119,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-05-02,90793.33539671804,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-05-03,91662.61411091848,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-05-06,92198.22398949103,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-05-07,92623.69626907633,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-05-08,92587.61950202072,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-05-09,92230.67917074374,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-05-10,92863.0941447003,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-05-13,92892.20901880834,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-05-14,92643.60212964407,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-05-15,93033.59341543971,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-05-16,94177.52763257941,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-05-17,93935.6008601484,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-05-20,94170.93986134836,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-05-21,94128.2562657258,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-05-22,94288.65132024277,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-05-23,93728.4947748836,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-05-24,92907.49151552023,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-05-28,93151.5389798589,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-05-29,93043.26045132849,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-05-30,92295.56858058956,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-05-31,92535.13635200872,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-06-03,92708.42375551937,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-06-04,93466.44982653846,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-06-05,93772.70058733945,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-06-06,94305.00556125471,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-06-07,94507.08782685247,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-06-10,93022.98771471839,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-06-11,93113.60873303581,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-06-12,93480.8648838717,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-06-13,93946.3165393548,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-06-14,94115.5777028523,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-06-17,94584.89676280042,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-06-18,94351.19981240708,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-06-20,94710.01558584155,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-06-21,94621.99005921732,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-06-24,94134.369138888,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-06-25,94234.00627088909,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-06-26,94247.79167328509,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-06-27,93552.42348243619,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-06-28,93951.40618888018,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-07-01,93415.99080995747,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-07-02,93020.33171924608,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-07-03,93364.92832965284,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-07-05,94038.76479721448,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-07-08,94788.6099470938,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-07-09,94573.26132589432,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-07-10,94457.8890093746,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-07-11,94782.18324106149,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-07-12,95654.95694135861,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-07-15,96053.22151815591,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-07-16,95908.39296194338,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-07-17,96788.83770557585,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-07-18,96694.54308336343,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-07-19,95973.887345376,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-07-22,95218.4817461759,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-07-23,95479.29330381067,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-07-24,95715.18924031324,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-07-25,95079.96931463805,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-07-26,94782.99671627497,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-07-29,95510.51312345683,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-07-30,95575.72125596603,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-07-31,95892.71664208984,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-08-01,97506.3626869148,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-08-02,97307.24282998536,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-08-05,98105.93535714252,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-08-06,97688.20594479624,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-08-07,97008.44617572988,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-08-08,96298.57706495942,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-08-09,97023.50990045491,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-08-12,97521.93544985366,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-08-13,97960.15591129816,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-08-14,98549.8021988529,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-08-15,98491.08288035725,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-08-16,98520.85268402663,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-08-19,99428.11854281179,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-08-20,99922.578591133,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-08-21,100410.44490655747,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-08-22,100537.66890366128,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-08-23,99557.45038263287,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-08-26,100638.68272159937,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-08-27,100528.3250975179,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-08-28,100693.41910906667,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-08-29,100198.45741893932,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-08-30,100201.417377304,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-09-03,99810.23989648145,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-09-04,99679.76364107225,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-09-05,100290.90611569826,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-09-06,100627.43430375282,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-09-09,100190.95881885863,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-09-10,100600.01414333061,-0.51%,9.97%,-0.35,-0.22874370712909076
2024-09-11,101113.05847073508,-0.51%,9.97%,-0.35,-0.22874370712909076
