annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,sortino_ratio,portfolio_df
0.014920073015669333,0.10406102442263035,-0.1449142661049107,-0.20999381013343363,-0.24002555003313558,"          date  portfolio_value
0   2022-01-03     1.000048e+06
1   2022-01-04     9.916002e+05
2   2022-01-05     9.893733e+05
3   2022-01-06     9.818126e+05
4   2022-01-07     9.814853e+05
..         ...              ...
747 2024-12-23     1.050746e+06
748 2024-12-24     1.047680e+06
749 2024-12-26     1.052257e+06
750 2024-12-27     1.051438e+06
751 2024-12-30     1.045124e+06

[752 rows x 2 columns]"
