date,portfolio_value,portfolio_value_MACD,portfolio_value_Signal,portfolio_value_RSI,portfolio_value_ATR,portfolio_value_ADX
2019-02-13,1032982.4498122502,5858.531393502839,5901.696652856988,71.28619403649127,10372.157705152906,45.80332869275238
2019-02-14,1030536.540258588,5525.372740325984,5826.431870350788,65.99925453152454,10381.403491576286,45.54126300113063
2019-02-15,1034132.7770170927,5488.263078369084,5758.798111954447,64.85298474356439,10389.706927403176,44.39296158027671
2019-02-19,1038895.6166728191,5776.585873265867,5762.355664216731,70.33082045475508,10402.154335169022,44.77410898521724
2019-02-20,1043568.4356375338,6309.4102496634005,5871.766581306066,71.7617984383787,10416.15302200944,45.04807895939416
2019-02-21,1042380.1694394888,6560.172668368323,6009.447798718517,65.14698455505764,10340.962028386579,44.02764651140966
2019-02-22,1036541.2256958932,6216.094462242094,6050.777131423233,52.033666991252005,10389.0319154667,39.27833011294556
2019-02-25,1040774.5036383555,6213.3762225135,6083.296949641286,60.87225169124906,10395.576584887624,37.21652668088484
2019-02-26,1039062.848589978,6003.896558211534,6067.416871355336,60.596911529108354,10401.984494874354,35.26208247967106
2019-02-27,1041747.116293221,5985.483457855182,6051.030188655306,60.48724613441133,10408.30848989852,33.02299684806619
2019-02-28,1035812.616606898,5429.439219546155,5926.711994833477,55.27916831027616,10465.751603414737,30.78001421169635
2019-03-01,1031819.9204243312,4613.412394688465,5664.052074804475,50.830559291627026,10466.346397039048,28.037364909786042
2019-03-04,1025570.9994985563,3423.011219941196,5215.843903831819,42.640153384970255,10540.759049752087,25.41244003730867
2019-03-05,1026516.4398659745,2526.771796443849,4678.029482354225,46.63870322489245,10538.296910085375,23.208576819453448
2019-03-06,1026530.5856892721,1796.9232334945118,4101.8082325822825,43.31688936267961,10533.688435711823,21.058143158852804
2019-03-07,1026108.265517217,1170.9374427179573,3515.6340746094174,45.212295958787045,10530.525382325128,19.38908309799911
2019-03-08,1025685.3428015688,633.4112937932368,2939.189518446182,40.194052830785395,10524.491500742608,18.60118903193869
2019-03-11,1030170.1043310867,562.812965294579,2463.9142078158616,39.80543850185769,10518.258991927083,17.089138658674038
2019-03-12,1031643.9628840627,618.6598236565478,2094.863330983999,34.942317654452424,10509.741511388898,16.069997550568154
2019-03-13,1036076.7635688646,1008.9779602074996,1877.686256828699,42.64317148418352,10505.239078624174,14.88976369504014
2019-03-14,1039446.8359277594,1572.1221247651847,1816.5734304159964,53.59857842527054,10460.440399138632,15.113191017846347
2019-03-15,1032829.1090770463,1467.5061844070442,1746.7599812142062,40.70846419635967,10558.592353403976,14.818872764997318
2019-03-18,1037629.2837510386,1751.7383283834206,1747.7556506480491,48.436495703230726,10557.568378519009,13.458627151476096
2019-03-19,1038871.657131119,2053.5712085036794,1808.9187622191753,46.76206822817759,10555.51447911751,12.353327481571778
2019-03-20,1038956.1546382657,2273.3879817207344,1901.812606119487,54.07693504648944,10503.800106047876,12.181744739139848
2019-03-21,1044547.5552500433,2865.7392006311566,2094.597925021821,65.84954659739194,10539.224333461058,14.32368756984844
2019-03-22,1046505.5521277096,3453.3675224900944,2366.351844515476,79.18888085428513,10474.101447604571,17.500561560337722
2019-03-25,1048275.2789929296,4015.5802593773697,2696.197527487855,79.6564950847329,10489.643475552406,21.315664578620744
2019-03-26,1050264.7774461797,4569.005154811777,3070.7590529526396,80.6959534273303,10506.59646966448,24.803355830217864
2019-03-27,1049336.8373751726,4876.508014176623,3431.908845197436,79.65418916550072,10523.188306705884,28.41419787805081
2019-03-28,1049281.016820618,5057.403395205387,3757.0077551990266,80.40785522753836,10540.042359576628,31.41413875952042
2019-03-29,1047174.1718968265,4973.428917529993,4000.29198766522,73.34393964805773,10552.188122123587,33.35475016994288
2019-04-01,1048418.3357032109,4950.209229632164,4190.27543605861,73.17476082837102,10564.169816994408,34.574833986075404
2019-04-02,1045311.6260631039,4627.775836431538,4277.775516133195,63.24376401163181,10570.766147347433,35.483956237725515
2019-04-03,1046798.8315579474,4441.056370276958,4310.431686961948,61.14543972774367,10576.017572797577,36.56046463709115
2019-04-04,1044433.8971410508,4055.5001242748694,4259.445374424533,70.19679073871224,10480.479471034154,38.18269788007019
2019-04-05,1046286.8787134206,3855.025810538791,4178.561461647385,66.78993743406778,10486.663467435865,40.42522142586768
2019-04-08,1047306.4485525072,3735.3603289857274,4089.9212351150536,66.50044115491659,10492.688318451135,42.38721389748358
2019-04-09,1048205.5505886646,3670.760352545185,4006.08905860108,67.53513444486464,10499.295029844265,44.30561818859099
2019-04-10,1049916.2081511477,3714.778520118445,3947.8269509045535,61.933971890507785,10476.796722235957,43.74781515661658
2019-04-11,1052531.7924005897,3915.582625493291,3941.3780858223013,63.01522199027396,10481.101179573727,41.447069109021506
2019-04-12,1045985.531367923,3506.076897748164,3854.317848207474,45.900517083311286,10573.48945811494,37.73749732106371
2019-04-15,1044838.8284038585,3053.8089042588836,3694.2160594177562,39.98328671961958,10569.613780227557,34.726819349016864
2019-04-16,1044803.9996266488,2661.888278650702,3487.7505032643453,41.346694941481225,10566.376038978617,31.668935167135412
2019-04-17,1040998.4310009565,2020.9149262967985,3194.383387870836,36.16854142551368,10560.459906250288,29.24541464395699
2019-04-18,1039726.8853760564,1394.263618320343,2834.3594339607375,37.20653182804847,10555.14041587831,27.67692123219727
2019-04-22,1042099.460116968,1076.673671251163,2482.8222814188225,39.550128609730756,10550.6269333167,25.7969129045264
2019-04-23,1041103.9210495206,736.1636313151103,2133.4905513980802,42.51911845398454,10547.621429735578,24.905538375689844
2019-04-24,1043732.0461072895,670.6439336223993,1840.921227842944,44.760135300778956,10545.43086869939,23.992642347283383
2019-04-25,1045123.8716884383,722.6969925175654,1617.2763807778683,51.21942984981618,10545.923707661801,21.287452865654085
2019-04-26,1046152.5312792693,837.3017553932732,1461.2814557009494,49.75543441052544,10545.827745208824,18.858032875522262
2019-04-29,1049996.0023433834,1224.151591759175,1413.8554829125947,54.43960744769227,10547.748855059452,17.138701358759807
2019-04-30,1047441.7613592591,1309.5315093605313,1392.9906882021821,48.8045464948425,10547.203291324167,14.737496347989435
2019-05-01,1050239.8852169132,1584.7133307772456,1431.335216717195,50.489929107107955,10547.434489228288,13.104702735524546
2019-05-02,1047616.2219626878,1572.9571383219445,1459.659601038145,42.56143720756253,10543.923367486943,12.23983632075306
2019-05-03,1044619.3268355415,1306.7524516022531,1429.0781711509667,47.68375245765997,10448.923694547582,11.984931277344126
2019-05-06,1050471.1659000218,1550.1091329444898,1453.2843635096713,58.23515790521127,10495.767023829136,11.799455568461385
2019-05-07,1050858.6223645515,1754.016346175922,1513.4307600429215,58.762236519564766,10500.091754356199,11.884278968193412
2019-05-08,1050944.091358808,1900.6019589765929,1590.864999829656,66.13014066476816,10507.195797468952,12.277634965213116
2019-05-09,1049249.065935608,1858.5732519529993,1644.4066502543249,65.23407114103982,10513.997355011483,12.692060995789817
2019-05-10,1050917.1424805673,1937.5303910399089,1703.0313984114418,64.4323098022042,10520.295699556924,13.327862266461775
2019-05-13,1051954.4493632813,2060.0594064268516,1774.437000014524,67.73531417889997,10528.046076923883,14.858887654237149
2019-05-14,1051492.3269340121,2095.7169949911768,1838.6929990098547,63.65084607559222,10533.589134657248,16.128804076250372
2019-05-15,1052223.9234264195,2158.1320111241657,1902.580801432717,62.78645998934538,10538.660600184388,17.77888421327236
2019-05-16,1055109.2328968833,2412.605705041671,2004.585782154508,65.11904352198592,10545.058244196973,19.970370894662114
2019-05-17,1054201.0390275985,2512.0370858598035,2106.0760428955673,57.87893280660907,10548.061841828558,20.46108611275272
2019-05-20,1050824.118348026,2291.927975756116,2143.2464294676774,56.147951807738664,10550.477811106257,21.23943667731228
2019-05-21,1048492.6233005786,1907.3707720236853,2096.071297978879,46.76927993500566,10549.229766880295,21.559692445310986
2019-05-22,1048469.4201490731,1582.4921328306664,1993.3554649492366,51.7454305075164,10549.839194156288,20.81700222392522
2019-05-23,1049484.1603208587,1390.871422006283,1872.858656360646,60.83059491356531,10553.314075217233,22.102985092727803
2019-05-24,1052837.9561231562,1492.4301151675172,1796.7729481220204,55.92862191355836,10512.184408592326,21.77395436818834
2019-05-28,1054792.1020944172,1710.877429566346,1779.5938444108856,59.135983815646156,10514.99403697081,21.827250034916013
2019-05-29,1053004.8236188507,1719.953510550782,1767.665777638865,54.43564852940841,10516.465988585134,20.1600799959609
2019-05-30,1051337.4463333332,1574.4536365738604,1729.0233494258641,54.50051676059063,10517.957688869235,18.629774523526006
2019-05-31,1056461.4699802177,1851.2695403422695,1753.4725876091454,60.39918512538683,10521.917922797555,18.055056250361417
2019-06-03,1062713.933933163,2545.823061873438,1911.9426824620039,66.87885854802985,10596.667146296017,17.933130914053883
2019-06-04,1068525.9064533794,3524.609833211405,2234.476112611884,72.88074679524193,10642.358487949108,19.246851831698482
2019-06-05,1071061.3933668884,4453.56013624114,2678.292917337735,74.13426114350916,10655.813823620863,20.86195764927197
2019-06-06,1071883.7952501748,5196.222089290153,3181.878751728219,72.69071197086913,10667.795653873214,21.939519574069717
2019-06-07,1075000.5987721896,5967.497437858954,3739.0024889543665,76.54894038504358,10682.652482262205,24.597440537380287
2019-06-10,1082357.478570675,7090.640929205576,4409.330177004609,86.53748427347028,10844.111482823526,28.920231915225905
2019-06-11,1077713.7025777067,7519.347962254891,5031.333734054666,82.13625605901845,10864.983682307198,33.10606446868458
2019-06-12,1077368.698069203,7742.017238612287,5573.470434966191,81.55897322563939,10885.626023678717,37.35089589320588
2019-06-13,1078405.9022874145,7910.985045318259,6040.973357036604,81.56801650464269,10906.28441079769,40.300793341593085
2019-06-14,1082434.4160982156,8274.576479407493,6487.693981510782,81.8355616768119,10927.424739351296,43.98776163277508
2019-06-17,1082484.5847498984,8469.146452923073,6883.984475793241,81.05976134389721,10947.205084105206,47.10710420892828
2019-06-18,1082643.3658553062,8537.739124879008,7214.735405610394,84.50285250095166,10968.37547141696,51.38564500023518
2019-06-19,1088604.57041735,8969.721335778246,7565.732591643965,89.4405466090218,11032.007825045332,56.35510773975724
2019-06-20,1091939.400175303,9471.976195826195,7946.981312480411,89.02491124837225,11057.349203756095,60.4242668798281
2019-06-21,1104093.9034929876,10727.127975384705,8503.01064506127,90.28617527594162,11493.702004651688,63.749056824093664
2019-06-24,1102398.4902067573,11453.015882685548,9093.011692586126,85.85085446024716,11484.37220819341,65.5910495549737
2019-06-25,1108271.009204968,12359.675834044348,9746.34452087777,86.7843858266649,11534.6050732339,67.38720711512946
2019-06-26,1107355.3183896376,12856.12438235851,10368.30049317392,85.00159705576664,11559.941875476374,69.13575930038735
2019-06-27,1101118.5819151665,12601.053818175336,10814.851158174202,74.27717810692378,11630.82211807104,68.81287317153833
2019-06-28,1103921.4709858068,12481.202745681861,11148.121475675736,71.89805398637212,11507.289797965272,66.73374448777396
2019-07-01,1105840.1591104178,12398.124146168353,11398.12200977426,80.23560352207231,11527.380124060055,66.46391508642719
2019-07-02,1100689.9320522726,11780.900587538723,11474.677725327154,72.72255410133143,11544.038148333668,65.20842509808745
2019-07-03,1110754.0651318952,11965.902425875422,11572.922665436807,76.80299867271168,11889.312747077085,64.53168127609594
2019-07-05,1115600.6181660092,12361.102940958925,11730.55872054123,77.11325589595464,11913.002891411223,63.861042200839236
2019-07-08,1106800.3588206084,11827.85071364534,11750.017119162052,67.39016563716143,12163.675412268727,61.91771761623143
2019-07-09,1103150.9737293222,10984.151146916207,11596.843924712884,63.96918309152224,12178.323703607295,58.99857349179903
2019-07-10,1104168.1905767766,10279.10295970994,11333.295731712296,61.367103001731586,12152.427595867093,55.00847260705866
2019-07-11,1109429.3968541583,10029.271371237235,11072.490859617285,62.424445627339686,12164.920450637715,51.2279700110522
2019-07-12,1103908.506088416,9278.827742303489,10713.758236154526,49.85459439535402,11691.024769283065,45.47526592406981
2019-07-15,1108791.6835949642,8974.672931070905,10365.941175137803,54.77534674221395,11695.591335988936,41.05398836038409
2019-07-16,1110229.3803273141,8748.787585465703,10042.510457203383,51.56657783236955,11673.33560449161,36.04222236564315
2019-07-17,1105214.8279420277,8072.089331416413,9648.42623204599,48.39311233281109,11671.806682743316,31.2177174545396
2019-07-18,1111433.1374292641,7945.970495101297,9307.935084657052,57.745383259187285,11674.17423919585,28.863634399658114
2019-07-19,1118412.7850491581,8313.388077409007,9109.025683207443,60.2394828182121,11783.63829885884,27.20350490864385
2019-07-22,1110824.9006638248,7901.210071812384,8867.46256092843,53.260936300612734,11932.467391540878,23.362945828340752
2019-07-23,1111678.6448564306,7556.34125576308,8605.23829989536,57.61680536042683,11940.316472115277,21.21156661889636
2019-07-24,1109570.2144226786,7031.838858094299,8290.558411535148,49.07769554230257,11617.302096325622,17.453235882062916
2019-07-25,1113584.286288885,6860.979876506142,8004.642704529348,48.40848923100565,11615.861859270537,13.746444339535065
2019-07-26,1107720.7701335717,6181.183318695519,7639.9508273625825,50.76180717644937,11406.423206876048,11.37532836128285
2019-07-29,1110687.5474374709,5814.804338172544,7274.921529524575,56.30917199837772,11411.806473810442,10.2832838905244
2019-07-30,1111956.829318928,5562.742958355695,6932.4858152908,56.49278452462156,11417.369787197693,9.588212006888158
2019-07-31,1113357.2969174525,5413.584102160996,6628.70547266484,53.499651345762445,11420.175430100046,8.315300847548302
2019-08-01,1108328.7276501514,4833.889055589447,6269.742189249762,53.97315237889894,11423.236428694117,8.903426431496197
2019-08-02,1121971.0511776973,5412.901490751188,6098.374049550048,60.23476876160694,12006.397996371596,9.682155082090743
2019-08-05,1123152.4125787527,5899.097880882211,6058.51881581648,60.07581971114693,12015.628733694055,10.896316875674964
2019-08-06,1124589.5499402145,6327.438228128478,6112.30269827888,65.99854240170313,12029.467820835616,13.01995722831642
2019-08-07,1132186.0551928226,7196.913982126396,6329.224955048384,66.7552173261969,12135.32213184916,14.303896769018118
2019-08-08,1137640.9348533647,8231.2581613746,6709.631596313628,65.91603810006927,12049.94340352014,15.112696159881578
2019-08-09,1145770.0349014285,9596.313483293401,7286.967973709583,78.66885364542838,12101.082070228595,18.730752032766567
2019-08-12,1143446.096693793,10371.05618922133,7903.785616811933,75.44801703831317,12123.773107255276,21.269604638114114
2019-08-13,1149554.9971533048,11347.17935799528,8592.464365048603,80.10139352929727,12178.128343044664,25.496453004432176
2019-08-14,1147480.4432470612,11817.144157442497,9237.400323527383,76.28533657063258,12202.339883729084,29.08560235180146
2019-08-15,1149418.1681893717,12205.258236083435,9830.971906038594,84.4313383812603,12208.915717722832,33.87854586412359
2019-08-16,1154900.7705549547,12807.603549240856,10426.298234679047,85.05238923619754,12240.496591378187,37.967694588636014
2019-08-19,1154548.9135852,13105.50255712727,10962.139099168693,84.26559809151244,12270.919508711235,41.919026305225835
2019-08-20,1149652.2726365346,12798.933526864043,11329.497984707763,77.64442888491394,12296.84449136771,45.35748183902291
2019-08-21,1153725.7744666915,12737.839036307298,11611.16619502767,85.08759174587826,12329.270953379539,49.784990159434976
2019-08-22,1152142.731792473,12418.529817143688,11772.638919450874,78.66300559251157,11777.074420128849,52.40732153760661
2019-08-23,1150022.463326191,11857.698843940161,11789.650904348731,75.07907706554613,11796.267313519875,54.543076738862304
2019-08-26,1155886.8422841406,11750.984592703171,11781.91764201962,76.98140381773095,11824.69000423189,56.1052965146388
2019-08-27,1155779.8822847162,11524.929785168031,11730.520070649303,73.3563632104335,11703.287382394376,57.04452267692534
2019-08-28,1162926.9552281348,11786.619959535077,11741.740048426458,74.22007421530213,11816.522980324775,58.2260371527542
2019-08-29,1163302.5131991834,11887.286458971445,11770.849330535457,69.72290373302238,11657.599759569126,56.9542379189871
2019-08-30,1162923.2732755158,11800.435814089607,11776.766627246287,72.91308411666434,11671.512028556084,56.59385860574345
2019-09-03,1162744.8103776968,11583.676179509144,11738.148537698858,68.03273267273907,11655.13864702028,54.878075380601565
2019-09-04,1166114.3475694214,11550.637538883835,11700.646337935856,74.60450930850828,11668.448578679103,54.639180428225735
2019-09-05,1170834.5678194645,11769.663153338945,11714.449701016474,76.3428604796234,11683.74600698631,53.490702657867004
2019-09-06,1160210.5397711957,10959.636389835505,11563.48703878028,55.79785983485117,12032.036938527399,49.32859951079699
2019-09-09,1160385.0968588497,10214.028677389491,11293.595366502122,56.39743411019221,12036.205640865723,45.36366417856555
2019-09-10,1153576.754904391,8970.348306002095,10828.945954402117,54.12884609530086,12113.327283909694,42.01502282710215
2019-09-11,1145206.270518112,7225.997712921118,10108.356306105918,41.780055925784964,12296.131426352742,38.123946713378466
2019-09-12,1147595.9683577141,5967.624879758572,9280.210020836448,45.68034730914464,12292.883738185063,34.586952867249586
2019-09-13,1146520.0238410262,4827.882785439258,8389.74457375701,46.605142461699906,12290.38199569566,31.42698332695603
2019-09-16,1137802.0350327713,3184.451749226544,7348.686008850918,33.389566034664455,12487.752410984847,29.88834438968696
2019-09-17,1143084.5952646278,2281.9740983336233,6335.343626747459,39.352037965242026,12478.684348827644,28.01087156045598
2019-09-18,1145664.6438702345,1754.7151540832128,5419.21793221461,34.32029453560891,12371.179971623584,26.731298182645986
2019-09-19,1144567.6233955899,1234.1121809342876,4582.196781958546,33.20287137209543,12357.79790747816,26.251495486336093
2019-09-20,1147644.4327290535,1057.6118817816023,3877.2798019231573,36.933501077174625,12346.884449944964,24.78337210625105
2019-09-23,1154578.0147208802,1460.381870319834,3393.9002156024926,43.73911922096856,12423.957590063103,23.03548980274125
2019-09-24,1156423.5788546847,1906.5243635200895,3096.4250451860125,42.39305470335755,12417.035612409718,20.545352760971657
2019-09-25,1160344.11788092,2547.0889814987313,2986.557832448557,41.66063391044965,12409.5424338822,17.912942367483215
2019-09-26,1150348.4152999253,2222.551208707737,2833.756507700393,42.08101169266583,12361.139856051454,18.145901051727527
2019-09-27,1151159.5923589545,2007.6647850621957,2668.5381631727532,42.66716723664725,12354.550209980092,18.209450504694477
2019-09-30,1148671.807442714,1617.971328374464,2458.4247962130958,45.813812829948105,12276.728234654825,18.146707187406665
2019-10-01,1145792.972160124,1064.5668445704505,2179.653205884567,50.55251994270536,12088.257804849933,17.12184649179872
2019-10-02,1145923.236589105,629.2474815705791,1869.5720610217695,48.354705860328096,12087.062996443778,16.739576839217712
2019-10-03,1146269.5669028682,308.64188052830286,1557.3860249230763,49.75006396446729,12086.884098630815,16.290168058622488
2019-10-04,1153337.278470719,617.7439206736162,1369.4576040731845,66.03094264487589,11974.555454115483,16.271200905427886
2019-10-07,1159497.6652753833,1344.3049345994368,1364.427070178435,66.63539996209414,12012.200395429407,17.192388228155348
2019-10-08,1152167.6811332102,1313.5001001558267,1354.2416761739134,56.01223539401334,12128.92726036775,15.878750536934955
2019-10-09,1151444.8779157137,1216.7370803195518,1326.7407570030414,56.40251151804046,12133.83958502498,14.46064845867169
2019-10-10,1151875.9587992632,1161.447866539238,1293.6821789102808,54.14353833618545,12136.862103646554,13.254712934977992
2019-10-11,1145783.9363436522,618.9209320296068,1158.729929534146,41.244478629702705,12073.609965925021,13.611616980681378
2019-10-14,1142548.3425768649,-71.2990571106784,912.7241322051811,36.55766509684511,12063.699082869438,14.44698071994559
2019-10-15,1145186.6785597624,-400.79163051233627,650.0209796616776,34.94134946287606,12052.872340497179,15.409104432078022
2019-10-16,1141454.6787359857,-952.083044270752,329.6001748751917,39.9082313626687,11743.379635487567,15.72005363467092
2019-10-17,1143240.0525560456,-1230.7335845693015,17.53342298629309,41.208034791827686,11737.722821342642,15.928832415855052
2019-10-18,1144187.9020065542,-1359.4121590126306,-257.8556934134917,44.8459165024181,11734.52003174538,16.0672290894275
2019-10-21,1143088.050250032,-1532.474291543942,-512.7794130395818,46.758211175038,11732.587944666739,16.38012670622994
2019-10-22,1140990.8857297087,-1817.8953623387497,-773.8026028994154,44.35483254883168,11729.064836910027,16.95193969664464
2019-10-23,1142889.353762865,-1869.3543597483076,-992.912954269194,46.264018802026555,11726.65039895287,17.450113974940056
2019-10-24,1144125.9693992597,-1789.7206532801501,-1152.2744940713853,38.312755198363355,11627.140522794898,16.763791544292864
2019-10-25,1146185.5882883803,-1542.6338134303223,-1230.3463579431727,31.14797833296153,11591.71057649795,17.01804856084839
2019-10-28,1146529.1429046104,-1304.0613192229066,-1245.0893501991195,40.0450706953553,11475.601210869881,17.51178100544685
2019-10-29,1142318.7012417528,-1438.160137958359,-1283.7035077509674,35.65426164951079,11469.082513245621,18.578600049739766
2019-10-30,1141956.6450586002,-1555.71600043308,-1338.1060062873898,34.373593322917586,11461.997289145149,20.15127902638974
2019-10-31,1148544.919927329,-1104.5288262292743,-1291.3905702757668,54.282560164707114,11498.429955647725,19.58237117444931
2019-11-01,1156793.3931608566,-80.44951355177909,-1049.2023589309692,69.12185965873334,11684.641153759372,20.457341887500654
2019-11-04,1158419.0640433447,852.4917791837361,-668.8635313080282,68.25891338118034,11694.092857676209,20.977941227175886
2019-11-05,1153751.8606433333,1201.401161477901,-294.8105927508423,66.54153591648702,11702.876559038597,21.96538335302306
2019-11-06,1143841.378188781,670.4922348612454,-101.75002722842478,50.66377745905935,12002.68290331973,20.874559810739605
2019-11-07,1147586.8084631264,545.6777731021866,27.735532837697505,53.53365853815137,12005.110693645864,20.713946902367724
2019-11-08,1138155.344521355,-310.6973791648634,-39.951049562814674,45.62896513512288,12268.77927663716,20.87538660942001
2019-11-11,1135914.366894464,-1156.8733076828066,-263.3355011868131,45.51296389153884,12265.153191754844,20.709775663100515
2019-11-12,1135271.003050661,-1857.9703867088538,-582.2624782912212,43.113495665879825,12259.71151267471,21.160317605218093
2019-11-13,1138199.4585626079,-2152.480531582609,-896.3060889494988,44.80180488990167,12255.478290648532,20.231766392424806
2019-11-14,1141896.688381893,-2063.7566933319904,-1129.7962098259973,46.34321728208598,12252.414790715324,18.0561768558221
2019-11-15,1147342.840788536,-1536.274215616053,-1211.0918109840084,50.63823770770072,12252.99600348956,16.795259916965026
2019-11-18,1147302.4290493904,-1108.7207981282845,-1190.6176084128635,54.182688839037915,12256.55580906643,15.411666683505501
2019-11-19,1149312.2484857645,-600.7805781280622,-1072.6502023559033,56.00718213384643,12261.809811514404,14.104945842184446
2019-11-20,1151965.694569359,15.695698661962524,-854.9810221523301,52.98556414119198,12203.856774180695,13.919799936659318
2019-11-21,1153987.4482067712,659.7905566964764,-552.0267063825688,47.25240630097318,12025.816365804689,11.514570384132968
2019-11-22,1149972.6554678804,836.6359328895342,-274.2941785281482,42.09892118452831,12019.783216822227,9.969134620511417
2019-11-25,1150539.1046997183,1010.8425232400186,-17.266838174514845,46.74494320976853,12017.488391148227,8.003738891995733
2019-11-26,1151312.814877022,1197.5300651711877,225.69254249462568,59.28972207842322,11723.448305667795,9.23476046391617
2019-11-27,1154768.9677846455,1605.8526725326665,501.72456850223386,58.99474890025383,11728.57841946888,10.013920279835014
2019-11-29,1152494.489881044,1726.0233991236892,746.584334626525,71.8803382571219,11471.628721928308,12.579518011301136
2019-12-02,1152798.4528095326,1824.7522259433754,962.217912889895,77.38240063786947,11483.688783296218,15.910661393090296
2019-12-03,1147688.6438234276,1473.688883666182,1064.5121070451523,67.59040885293658,11492.558526705336,17.506090483136187
2019-12-04,1155285.6837109646,1787.876753153745,1209.1850362668708,71.37637466820799,11634.806649595732,19.881729709626494
2019-12-05,1153062.833079077,1836.3392585774418,1334.615880728985,64.50494192427627,11642.782467236577,21.4996642070266
2019-12-06,1152642.33713377,1819.8376787726302,1431.6602403377142,57.91792779072314,11646.567821768878,22.538704808043633
2019-12-09,1151346.330080331,1682.7850216282532,1481.8851965958222,55.82346145601023,11649.456322505272,22.77286065687701
2019-12-10,1150916.1761984169,1521.9162766286172,1489.8914126023813,52.419846679958226,11650.601985157167,22.260828547018974
2019-12-11,1151037.1239024785,1388.1839852677658,1469.5499271354583,48.483154150793894,11649.938720395106,21.979748495186836
2019-12-12,1156624.1397384976,1713.2760859609116,1518.295158900549,53.85776011715502,11651.822071489196,22.20944789725849
2019-12-13,1151355.4985459906,1528.1628949539736,1520.2687061112342,51.95164027188387,11652.809816544976,21.430031046028724
2019-12-16,1156080.6295213,1742.649755927967,1564.744916074581,56.99927927264121,11656.76804856038,22.03548438615093
2019-12-17,1154948.1955051948,1800.4991442277096,1611.8957617052067,54.550469045821806,11659.364749009072,21.359401189962256
2019-12-18,1154617.6283441265,1798.9342003404163,1649.3034494322487,49.79448485130992,11659.256649408706,20.046264788473575
2019-12-19,1152119.7419008468,1577.945833439706,1635.0319262337403,49.494170881875505,11658.988972280009,16.928239228772288
2019-12-20,1155237.7034373458,1635.5507872588933,1635.135698438771,53.060007305188726,11660.731294157016,13.4642467910269
2019-12-23,1156610.1905058257,1771.5302660868037,1662.4146119683778,62.35000097875447,11667.10382750158,12.717872142852698
2019-12-24,1157853.178797865,1957.0342768859118,1721.3385449518848,54.31286093634601,11538.894076207785,10.286536512317038
2019-12-26,1161319.7174970123,2356.60279380437,1848.391394722382,63.31358041903894,11544.791850792028,10.116818712263862
2019-12-27,1165278.222651476,2958.577367315069,2070.42858924092,68.28782323646107,11553.817483304683,11.594321199393606
2019-12-30,1166128.203334173,3464.298613359919,2349.20259406472,71.6735136930577,11564.37596420029,13.852345926203597
