date,turnover
2019-01-03,0.707919999999292
2019-01-04,0.05331999999994675
2019-01-07,0.19044999999980952
2019-01-08,0.2794499999997204
2019-01-09,1.1223299999988774
2019-01-10,0.4625799999995375
2019-01-11,0.1535499999998465
2019-01-14,0.2561399999997438
2019-01-15,0.16070999999983926
2019-01-16,0.07688999999992306
2019-01-17,0.5515599999994485
2019-01-18,0.13113999999986883
2019-01-22,0.23143999999976864
2019-01-23,0.01601999999998399
2019-01-24,0.482859999999517
2019-01-25,0.583979999999416
2019-01-28,0.3154299999996846
2019-01-29,0.15328999999984666
2019-01-30,0.13551999999986453
2019-01-31,0.0697999999999302
2019-02-01,0.06379999999993619
2019-02-04,0.325959999999674
2019-02-05,0.2658399999997341
2019-02-06,0.052119999999947875
2019-02-07,0.15193999999984803
2019-02-08,0.2806999999997193
2019-02-11,0.23429999999976558
2019-02-12,0.15345999999984644
2019-02-13,0.22999999999977
2019-02-14,0.04719999999995281
2019-02-15,0.07387999999992623
2019-02-19,0.055659999999944365
2019-02-20,0.41517999999958477
2019-02-21,0.3962599999996037
2019-02-22,0.4113199999995887
2019-02-25,0.22569999999977428
2019-02-26,0.21931999999978055
2019-02-27,0.32237999999967754
2019-02-28,0.5141799999994858
2019-03-01,0.0
2019-03-04,0.0
2019-03-05,0.021079999999978907
2019-03-06,0.14197999999985805
2019-03-07,0.07185999999992823
2019-03-08,0.5957799999994042
2019-03-11,0.31691999999968307
2019-03-12,0.23577999999976423
2019-03-13,0.38911999999961094
2019-03-14,0.002299999999997804
2019-03-15,0.17037999999982967
2019-03-18,0.07385999999992598
2019-03-19,0.04503999999995503
2019-03-20,0.23181999999976813
2019-03-21,0.635979999999364
2019-03-22,0.1610799999998389
2019-03-25,0.47437999999952546
2019-03-26,0.042839999999957135
2019-03-27,0.1022599999998976
2019-03-28,0.08303999999991696
2019-03-29,0.020659999999979417
2019-04-01,0.05313999999994695
2019-04-02,0.17405999999982597
2019-04-03,0.009299999999990705
2019-04-04,0.12077999999987915
2019-04-05,0.07849999999992158
2019-04-08,0.034599999999965325
2019-04-09,0.07937999999992068
