annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,sortino_ratio,portfolio_df
-0.007820553099341154,0.10311048706384617,-0.3667963771320623,-0.21664904672387422,-0.5945116760321719,"          date  portfolio_value
0   2022-01-03     1.000943e+06
1   2022-01-04     9.907715e+05
2   2022-01-05     9.888649e+05
3   2022-01-06     9.828380e+05
4   2022-01-07     9.813177e+05
..         ...              ...
747 2024-12-23     9.828898e+05
748 2024-12-24     9.787552e+05
749 2024-12-26     9.819444e+05
750 2024-12-27     9.825594e+05
751 2024-12-30     9.768735e+05

[752 rows x 2 columns]"
