annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,sortino_ratio,portfolio_df
0.013996919783626716,0.1061204911920993,-0.15080103792023078,-0.22965313584548622,-0.242876835755619,"          date  portfolio_value
0   2022-01-03     1.001755e+06
1   2022-01-04     9.894008e+05
2   2022-01-05     9.885219e+05
3   2022-01-06     9.837177e+05
4   2022-01-07     9.807185e+05
..         ...              ...
747 2024-12-23     1.045251e+06
748 2024-12-24     1.042837e+06
749 2024-12-26     1.047158e+06
750 2024-12-27     1.049078e+06
751 2024-12-30     1.042294e+06

[752 rows x 2 columns]"
