Date,portfolio_values,daily_return
2024-08-08,961566.3462746968,-0.007317652
2024-08-09,968805.0796,0.007528064
2024-08-12,973781.8904639157,0.005137061
2024-08-13,978157.7130579366,0.004493637
2024-08-14,984045.4564266468,0.006019217
2024-08-15,983459.0953912208,-0.000595868
2024-08-16,983756.3950242944,0.0003023
2024-08-19,992815.7356,0.009208927
2024-08-20,997752.9521670828,0.004972943
2024-08-21,1002624.4452815474,0.004882464
2024-08-22,1003894.8100418956,0.001267039
2024-08-23,994107.1550309544,-0.009749682
2024-08-26,1004903.4595929792,0.010860302641809927
2024-08-27,1003801.5028444874,-0.00109658
2024-08-28,1005450.037388791,0.001642291
2024-08-29,1000507.7366925258,-0.004915511
2024-08-30,1000537.3548876444,2.9603164505731527e-05
2024-09-03,996631.3255444734,-0.003903932
2024-09-04,995328.5125,-0.001307217
2024-09-05,1001430.901196597,0.00613103
2024-09-06,1004791.092,0.00335539
2024-09-09,1000432.8237949236,-0.004337487
2024-09-10,1004517.3533370396,0.004082762
2024-09-11,1009640.246810284,0.005099856
2024-09-12,1011472.2663075424,0.001814527
2024-09-13,1017719.9365563836,0.006176808
2024-09-16,1024022.1408511412,0.006192474
2024-09-17,1027192.685185825,0.003096168
2024-09-18,1021743.9656265297,-0.005304477
2024-09-19,1015378.762,-0.006229744
2024-09-20,1022540.3912450076,0.00705316
2024-09-23,1022001.7127186873,-0.000526804
2024-09-24,1023389.3995278792,0.001357813
2024-09-25,1028001.1866850136,0.004506386
2024-09-26,1022471.8351435814,-0.00537874
2024-09-27,1025586.6803050624,0.003046387
2024-09-30,1028966.7107970972,0.003295704
2024-10-01,1023864.663140766,-0.004958419
2024-10-02,1026383.7178958196,0.00246034
2024-10-03,1019279.4742087916,-0.006921625
2024-10-04,1015428.9126212412,-0.003777729
2024-10-07,1010877.2424606106,-0.00448251
2024-10-08,1007012.396,-0.00382326
2024-10-09,1007639.258300448,0.000622497
2024-10-10,1004720.15,-0.002896977
2024-10-11,1006318.9616801155,0.0015913
2024-10-14,1008704.505400302,0.002370564
2024-10-15,1009485.536557702,0.000774291
2024-10-16,1012286.7387869158,0.002774881
2024-10-17,1014982.6477298111,0.002663187
2024-10-18,1011598.8043149024,-0.003333893
2024-10-21,1016844.7307706922,0.005185778
2024-10-22,1009672.937552831,-0.007052988
2024-10-23,1012095.9866467696,0.002399836
2024-10-24,1003484.377011294,-0.008508689
2024-10-25,1008807.9605907296,0.005305099
2024-10-28,1007119.3637816112,-0.001673854
2024-10-29,1005730.3071172748,-0.001379237
2024-10-30,1008884.3377410516,0.00313606
2024-10-31,1010417.5938724217,0.001519754
2024-11-01,1004226.1107386402,-0.006127648
2024-11-04,998940.4322688316,-0.005263435
2024-11-05,1004041.756,0.005106735
2024-11-06,1010216.5855158536,0.006149972
2024-11-07,996771.2940724212,-0.013309316
2024-11-08,1008703.2780580828,0.011970633641456674
2024-11-11,1011708.6628409174,0.002979454
2024-11-12,1002777.3931935852,-0.008827907
2024-11-13,994573.6115685372,-0.00818106
2024-11-14,988288.4072656736,-0.006319496
2024-11-15,986195.0428193028,-0.002118172
2024-11-18,985286.4485669932,-0.000921313
2024-11-19,991006.6106802304,0.005805583
2024-11-20,995187.4284665716,0.004218759
2024-11-21,994710.2366,-0.0004795
2024-11-22,999308.0291147352,0.004622243
2024-11-25,1002981.335768702,0.00367585
2024-11-26,1004198.1976189744,0.001213245
2024-11-27,1006696.9651718988,0.002488321
2024-11-29,1011575.3434123888,0.004845925
2024-12-02,1020337.5283634932,0.00866192
2024-12-03,1019381.2537105712,-0.000937214
2024-12-04,1017772.0720534328,-0.001578587
2024-12-05,1021044.8219511408,0.003215602
2024-12-06,1020001.487640036,-0.00102183
2024-12-09,1021165.6148030536,0.001141299
2024-12-10,1018038.739,-0.003062065
2024-12-11,1018233.2433545804,0.000191058
2024-12-12,1019006.5397849724,0.000759449
2024-12-13,1010821.629822678,-0.008032245
2024-12-16,1003380.3169971188,-0.007361648
2024-12-17,1005140.1711583248,0.001753925
2024-12-18,1004758.7029505027,-0.000379517
2024-12-19,987432.4741061034,-0.017244169
2024-12-20,979750.6127254454,-0.007779632
2024-12-23,988229.6240332162,0.008654255
2024-12-24,985066.1694334302,-0.003201133
2024-12-26,989000.04,0.003993509
2024-12-27,989407.14,0.000411628
2024-12-30,983330.2055125334,-0.006141996
