Date,SPY,TLT,GLD,FXY
2010-01-04,85.02796173095703,56.763145446777344,109.80000305175781,107.18000030517578
2010-01-05,85.2530517578125,57.12974548339844,109.69999694824219,108.23999786376953
2010-01-06,85.31304168701172,56.36497116088867,111.51000213623047,107.4000015258789
2010-01-07,85.67320251464844,56.45979309082031,110.81999969482422,106.47000122070312
2010-01-08,85.95829772949219,56.434532165527344,111.37000274658203,107.12000274658203
2010-01-11,86.07835388183594,56.12479019165039,112.8499984741211,107.7300033569336
2010-01-12,85.27555084228516,57.08553695678711,110.48999786376953,109.08000183105469
2010-01-13,85.99579620361328,56.421875,111.54000091552734,108.51000213623047
2010-01-14,86.22836303710938,57.211910247802734,112.02999877929688,108.9000015258789
2010-01-15,85.26055145263672,57.56581115722656,110.86000061035156,109.18000030517578
2010-01-19,86.32592010498047,57.401554107666016,111.5199966430664,108.87000274658203
2010-01-20,85.44808959960938,57.982994079589844,108.94000244140625,108.75
2010-01-21,83.80503845214844,58.24850082397461,107.37000274658203,109.79000091552734
2010-01-22,81.93685913085938,58.1473388671875,107.16999816894531,110.4000015258789
2010-01-25,82.35697937011719,57.88188171386719,107.4800033569336,109.95999908447266
2010-01-26,82.01185607910156,57.90088653564453,107.55999755859375,110.69999694824219
2010-01-27,82.40200805664062,57.86923599243164,106.52999877929688,110.19999694824219
2010-01-28,81.45671081542969,57.83767318725586,106.4800033569336,110.4000015258789
2010-01-29,80.5713882446289,58.34326171875,105.95999908447266,109.95999908447266
2010-02-01,81.82430267333984,57.813629150390625,108.3499984741211,109.44000244140625
2010-02-02,82.81466674804688,57.97859573364258,109.12999725341797,109.79000091552734
2010-02-03,82.40200805664062,57.30622100830078,108.69999694824219,109.04000091552734
2010-02-04,79.85862731933594,58.21322250366211,104.37000274658203,111.5999984741211
2010-02-05,80.023681640625,58.340087890625,104.68000030517578,111.0
2010-02-08,79.44593811035156,58.41618728637695,104.04000091552734,111.06999969482422
2010-02-09,80.44380950927734,57.83268737792969,105.41000366210938,110.7300033569336
2010-02-10,80.28624725341797,57.2808723449707,105.12000274658203,110.26000213623047
2010-02-11,81.12653350830078,56.97006607055664,107.12999725341797,110.58999633789062
2010-02-12,81.05906677246094,57.204750061035156,107.04000091552734,110.22000122070312
2010-02-16,82.33448791503906,57.312618255615234,109.62000274658203,110.05000305175781
2010-02-17,82.72462463378906,56.659271240234375,109.25,108.77999877929688
2010-02-18,83.21231079101562,56.43092346191406,109.9800033569336,108.66999816894531
2010-02-19,83.38488006591797,56.735408782958984,109.47000122070312,108.27999877929688
2010-02-22,83.39988708496094,56.50074005126953,109.06999969482422,108.88999938964844
2010-02-23,82.38701629638672,57.382362365722656,107.88999938964844,110.0199966430664
2010-02-24,83.1447982788086,57.52187728881836,107.36000061035156,109.98999786376953
2010-02-25,83.03224182128906,57.845340728759766,108.30999755859375,111.3499984741211
2010-02-26,83.08474731445312,58.14347457885742,109.43000030517578,111.6500015258789
2010-03-01,83.94754028320312,58.118019104003906,109.43000030517578,111.33999633789062
2010-03-02,84.18014526367188,58.041683197021484,111.0199966430664,111.83000183105469
2010-03-03,84.25518035888672,57.89530563354492,111.62999725341797,112.19999694824219
2010-03-04,84.51026153564453,58.20072937011719,110.83000183105469,111.30000305175781
2010-03-05,85.71820831298828,57.43720245361328,110.80999755859375,109.75
2010-03-08,85.73323059082031,57.13816452026367,109.87999725341797,109.8499984741211
2010-03-09,85.87577056884766,57.1508903503418,109.72000122070312,110.2300033569336
2010-03-10,86.25838470458984,57.00453186035156,108.47000122070312,109.55999755859375
2010-03-11,86.61853790283203,57.2144889831543,108.5999984741211,109.54000091552734
2010-03-12,86.62605285644531,57.570823669433594,107.94999694824219,109.62999725341797
2010-03-15,86.64852905273438,57.494483947753906,108.36000061035156,109.5999984741211
2010-03-16,87.33879852294922,57.95254898071289,110.4000015258789,109.91999816894531
2010-03-17,87.8564682006836,58.20072937011719,109.58999633789062,109.87999725341797
2010-03-18,87.81143951416016,58.00982666015625,110.33999633789062,109.7699966430664
2010-03-19,87.36697387695312,58.06709671020508,108.27999877929688,109.54000091552734
2010-03-22,87.83406829833984,58.13075637817383,107.75,110.01000213623047
2010-03-23,88.45176696777344,57.8571662902832,108.31999969482422,109.66999816894531
2010-03-24,88.02238464355469,56.800880432128906,106.30000305175781,107.58999633789062
2010-03-25,87.8792724609375,56.438228607177734,106.77999877929688,106.94000244140625
2010-03-26,87.82652282714844,56.597320556640625,108.58999633789062,107.20999908447266
2010-03-29,88.38399505615234,56.380958557128906,108.75,107.25
2010-03-30,88.44425964355469,56.55907440185547,107.97000122070312,106.8499984741211
2010-03-31,88.1429443359375,56.9472541809082,108.94999694824219,106.05000305175781
2010-04-01,88.74561309814453,56.80803680419922,110.26000213623047,105.5999984741211
2010-04-05,89.46884155273438,55.862815856933594,110.88999938964844,105.12999725341797
2010-04-06,89.67974853515625,55.952186584472656,111.02999877929688,105.80000305175781
2010-04-07,89.16746520996094,56.66752243041992,112.48999786376953,106.27999877929688
2010-04-08,89.47638702392578,56.69306945800781,112.6500015258789,106.19000244140625
2010-04-09,90.06399536132812,56.82720947265625,113.63999938964844,106.4000015258789
2010-04-12,90.20712280273438,57.12735366821289,113.01000213623047,106.30000305175781
2010-04-13,90.2749252319336,57.31258010864258,112.69000244140625,106.38999938964844
2010-04-14,91.29949951171875,56.91023254394531,113.02999877929688,106.37999725341797
2010-04-15,91.37483215332031,56.974090576171875,113.6500015258789,106.52999877929688
2010-04-16,89.92086029052734,57.38920974731445,111.23999786376953,107.63999938964844
2010-04-19,90.2598648071289,57.24871826171875,111.1500015258789,107.29000091552734
2010-04-20,91.06597137451172,57.45307159423828,111.45999908447266,106.41000366210938
2010-04-21,90.90022277832031,57.92564392089844,112.30999755859375,106.33999633789062
2010-04-22,91.17143249511719,57.753231048583984,111.83999633789062,105.88999938964844
2010-04-23,91.76655578613281,57.54887771606445,113.19000244140625,105.44000244140625
2010-04-26,91.42005920410156,57.61273956298828,112.75,105.44000244140625
2010-04-27,89.25788879394531,58.4238166809082,114.62999725341797,106.41999816894531
2010-04-28,89.93590545654297,57.92564392089844,114.30999755859375,105.31999969482422
2010-04-29,91.0508804321289,58.168373107910156,114.27999877929688,105.3499984741211
2010-04-30,89.50650024414062,58.8390007019043,115.36000061035156,105.55000305175781
2010-05-03,90.66666412353516,58.76203918457031,115.7300033569336,104.79000091552734
2010-05-04,88.5346450805664,59.81949234008789,114.87000274658203,104.94000244140625
2010-05-05,88.00732421875,60.17196273803711,115.08999633789062,105.7300033569336
2010-05-06,85.08432006835938,62.03049850463867,118.48999786376953,109.7699966430664
2010-05-07,83.81864166259766,61.25502014160156,118.2699966430664,108.43000030517578
2010-05-10,87.51011657714844,59.98612976074219,117.56999969482422,106.29000091552734
2010-05-11,87.261474609375,59.83231735229492,120.66000366210938,106.86000061035156
2010-05-12,88.48191833496094,59.37728500366211,121.4000015258789,106.3499984741211
2010-05-13,87.38201904296875,59.768184661865234,120.55999755859375,106.86000061035156
2010-05-14,85.79998779296875,60.806434631347656,120.37000274658203,107.36000061035156
2010-05-17,85.84517669677734,60.58218765258789,119.36000061035156,107.12000274658203
2010-05-18,84.67747497558594,61.51139450073242,119.48999786376953,107.31999969482422
2010-05-19,84.19535827636719,61.71650314331055,116.62999725341797,108.31999969482422
2010-05-20,81.01617431640625,63.01747512817383,115.83999633789062,110.56999969482422
2010-05-21,82.1989517211914,63.08152389526367,115.22000122070312,110.08999633789062
2010-05-24,81.14424896240234,62.86363983154297,116.83999633789062,109.62000274658203
2010-05-25,81.22711181640625,63.1712760925293,117.36000061035156,109.93000030517578
2010-05-26,80.7374038696289,62.991851806640625,118.47000122070312,110.16999816894531
2010-05-27,83.44197845458984,61.56266403198242,118.69000244140625,108.94000244140625
2010-05-28,82.39481353759766,61.84464645385742,118.87999725341797,108.9800033569336
2010-06-01,81.00860595703125,62.27936553955078,119.91000366210938,108.8499984741211
2010-06-02,83.11803436279297,61.687721252441406,119.77999877929688,107.54000091552734
2010-06-03,83.40428924560547,61.23760986328125,117.95999908447266,106.94999694824219
2010-06-04,80.47374725341797,62.88378143310547,119.19000244140625,108.06999969482422
2010-06-07,79.47175598144531,63.36614227294922,121.48999786376953,108.19999694824219
2010-06-08,80.32305908203125,63.05100631713867,121.0,108.44000244140625
2010-06-09,79.8936538696289,62.98027801513672,120.55999755859375,108.66000366210938
2010-06-10,82.22908020019531,61.85493087768555,118.97000122070312,108.51000213623047
2010-06-11,82.62836456298828,62.63947296142578,120.01000213623047,108.04000091552734
2010-06-14,82.50028228759766,62.317962646484375,119.5999984741211,108.30999755859375
2010-06-15,84.37614440917969,62.06071472167969,120.98999786376953,108.4000015258789
2010-06-16,84.34602355957031,62.41436004638672,120.33000183105469,108.41999816894531
2010-06-17,84.4815673828125,62.92242431640625,121.9000015258789,108.91999816894531
2010-06-18,84.57318878173828,62.81953048706055,122.83000183105469,109.16999816894531
2010-06-21,84.33100128173828,62.63947296142578,120.38999938964844,108.86000061035156
2010-06-22,82.93820190429688,63.38539505004883,121.44999694824219,109.6500015258789
2010-06-23,82.68083190917969,63.81620788574219,120.94999694824219,110.22000122070312
2010-06-24,81.3107681274414,63.43681716918945,121.30000305175781,110.69999694824219
2010-06-25,81.65138244628906,63.694061279296875,122.76000213623047,111.0
2010-06-28,81.39403533935547,64.2920913696289,121.08999633789062,110.81999969482422
2010-06-29,78.88101196289062,64.99303436279297,121.2699966430664,111.87000274658203
2010-06-30,78.13162994384766,65.43029022216797,121.68000030517578,112.08999633789062
2010-07-01,77.78340911865234,65.53352355957031,117.04000091552734,113.12999725341797
2010-07-02,77.35952758789062,65.0109634399414,118.48999786376953,112.86000061035156
2010-07-06,77.86666870117188,65.54641723632812,116.51000213623047,113.19000244140625
2010-07-07,80.3191909790039,64.77885437011719,117.7300033569336,112.8499984741211
2010-07-08,81.11398315429688,64.36602783203125,117.20999908447266,112.08999633789062
2010-07-09,81.71952819824219,63.99837112426758,118.36000061035156,111.73999786376953
2010-07-12,81.77252197265625,63.9725456237793,117.33999633789062,111.7699966430664
2010-07-13,83.00633239746094,63.42430877685547,118.36000061035156,111.9800033569336
2010-07-14,82.99874114990234,64.0628890991211,118.30000305175781,112.19999694824219
2010-07-15,83.02147674560547,64.70144653320312,118.2300033569336,113.27999877929688
2010-07-16,80.7354965209961,65.0174789428711,116.66999816894531,114.29000091552734
2010-07-19,81.2123794555664,64.61759185791016,115.7300033569336,114.04000091552734
2010-07-20,82.1131362915039,64.71432495117188,116.6500015258789,113.25
2010-07-21,81.04582977294922,65.81083679199219,115.8499984741211,113.80000305175781
2010-07-22,82.85492706298828,65.04974365234375,116.86000061035156,113.95999908447266
2010-07-23,83.57403564453125,64.35958099365234,116.08999633789062,113.36000061035156
2010-07-26,84.44451141357422,64.24986267089844,115.5199966430664,113.95999908447266
2010-07-27,84.43695831298828,63.630706787109375,113.51000213623047,112.5999984741211
2010-07-28,83.89196014404297,63.837158203125,113.77999877929688,113.2300033569336
2010-07-29,83.48320007324219,63.81779861450195,114.29000091552734,114.0199966430664
2010-07-30,83.46807098388672,64.81108093261719,115.48999786376953,114.5999984741211
2010-08-02,85.35285949707031,63.90126419067383,115.54000091552734,114.5
2010-08-03,84.944091796875,64.27010345458984,115.98999786376953,115.38999938964844
2010-08-04,85.5118179321289,63.778297424316406,116.72000122070312,114.77999877929688
2010-08-05,85.42098236083984,64.0759506225586,116.9800033569336,115.37000274658203
2010-08-06,85.07276916503906,64.77484130859375,117.83999633789062,115.95999908447266
2010-08-09,85.5269546508789,64.535400390625,117.4000015258789,115.29000091552734
2010-08-10,85.065185546875,64.67134857177734,117.7300033569336,116.01000213623047
2010-08-11,82.73382568359375,65.5384292602539,117.33999633789062,115.98999786376953
2010-08-12,82.2266845703125,65.37663269042969,118.7699966430664,115.27999877929688
2010-08-13,81.98444366455078,66.1919937133789,118.73999786376953,114.75
2010-08-16,81.94660186767578,67.84857177734375,119.7300033569336,116.05999755859375
2010-08-17,82.95333862304688,67.46027374267578,119.75,115.81999969482422
2010-08-18,83.10475158691406,67.64149475097656,120.22000122070312,115.8499984741211
2010-08-19,81.65894317626953,68.69625854492188,120.38999938964844,116.05999755859375
2010-08-20,81.39403533935547,68.6186752319336,119.97000122070312,115.62000274658203
2010-08-23,81.08367919921875,68.6315689086914,119.77999877929688,116.16999816894531
2010-08-24,79.88017272949219,69.7316665649414,120.36000061035156,117.62999725341797
2010-08-25,80.19048309326172,69.50517272949219,121.36000061035156,116.88999938964844
2010-08-26,79.65309143066406,70.1587142944336,120.95999908447266,117.27999877929688
2010-08-27,80.88689422607422,68.1720962524414,121.01000213623047,115.98999786376953
2010-08-30,79.71363067626953,69.479248046875,120.91000366210938,117.11000061035156
2010-08-31,79.71363067626953,70.24931335449219,122.08000183105469,117.83000183105469
2010-09-01,82.09799194335938,68.7968521118164,121.69000244140625,117.30000305175781
2010-09-02,82.8625259399414,68.06988525390625,122.29000091552734,117.52999877929688
