Date,portfolio_values,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown
2023-05-19,913958.7483834573,1.24%,7.56%,-0.23,-0.1693277893517734
2023-05-22,913666.8367104735,1.24%,7.56%,-0.23,-0.1693277893517734
2023-05-23,913923.5497626488,1.24%,7.56%,-0.23,-0.1693277893517734
2023-05-24,911944.2427332721,1.24%,7.56%,-0.23,-0.1693277893517734
2023-05-25,908151.1944661931,1.24%,7.56%,-0.23,-0.1693277893517734
2023-05-26,907636.0228320172,1.24%,7.56%,-0.23,-0.1693277893517734
2023-05-30,912532.946188735,1.24%,7.56%,-0.23,-0.1693277893517734
2023-05-31,915823.8709401062,1.24%,7.56%,-0.23,-0.1693277893517734
2023-06-01,915879.3741243568,1.24%,7.56%,-0.23,-0.1693277893517734
2023-06-02,920179.7090078815,1.24%,7.56%,-0.23,-0.1693277893517734
2023-06-05,920876.6803882266,1.24%,7.56%,-0.23,-0.1693277893517734
2023-06-06,920036.4271582979,1.24%,7.56%,-0.23,-0.1693277893517734
2023-06-07,922799.4507176979,1.24%,7.56%,-0.23,-0.1693277893517734
2023-06-08,919410.2534442049,1.24%,7.56%,-0.23,-0.1693277893517734
2023-06-09,925007.9895129155,1.24%,7.56%,-0.23,-0.1693277893517734
2023-06-12,923741.0121139225,1.24%,7.56%,-0.23,-0.1693277893517734
2023-06-13,926266.7291448691,1.24%,7.56%,-0.23,-0.1693277893517734
2023-06-14,926034.3372709705,1.24%,7.56%,-0.23,-0.1693277893517734
2023-06-15,927087.3702510111,1.24%,7.56%,-0.23,-0.1693277893517734
2023-06-16,933179.052047339,1.24%,7.56%,-0.23,-0.1693277893517734
2023-06-20,930144.536011957,1.24%,7.56%,-0.23,-0.1693277893517734
2023-06-21,929305.3524593866,1.24%,7.56%,-0.23,-0.1693277893517734
2023-06-22,928077.6823948566,1.24%,7.56%,-0.23,-0.1693277893517734
2023-06-23,925236.4099969718,1.24%,7.56%,-0.23,-0.1693277893517734
2023-06-26,923805.1743086898,1.24%,7.56%,-0.23,-0.1693277893517734
2023-06-27,923296.4526770186,1.24%,7.56%,-0.23,-0.1693277893517734
2023-06-28,925639.6800137634,1.24%,7.56%,-0.23,-0.1693277893517734
2023-06-29,926100.3956237885,1.24%,7.56%,-0.23,-0.1693277893517734
2023-06-30,923678.2383252372,1.24%,7.56%,-0.23,-0.1693277893517734
2023-07-03,928803.4821628887,1.24%,7.56%,-0.23,-0.1693277893517734
2023-07-05,928193.6321814139,1.24%,7.56%,-0.23,-0.1693277893517734
2023-07-06,925524.679597232,1.24%,7.56%,-0.23,-0.1693277893517734
2023-07-07,921171.0860855962,1.24%,7.56%,-0.23,-0.1693277893517734
2023-07-10,923297.3709467346,1.24%,7.56%,-0.23,-0.1693277893517734
2023-07-11,926355.5015252751,1.24%,7.56%,-0.23,-0.1693277893517734
2023-07-12,929797.4531434232,1.24%,7.56%,-0.23,-0.1693277893517734
2023-07-13,937288.8906592368,1.24%,7.56%,-0.23,-0.1693277893517734
2023-07-14,943297.9072771517,1.24%,7.56%,-0.23,-0.1693277893517734
2023-07-17,940083.5865305685,1.24%,7.56%,-0.23,-0.1693277893517734
2023-07-18,942481.3352273523,1.24%,7.56%,-0.23,-0.1693277893517734
2023-07-19,945636.692514475,1.24%,7.56%,-0.23,-0.1693277893517734
2023-07-20,946579.2565387563,1.24%,7.56%,-0.23,-0.1693277893517734
2023-07-21,940379.5626830588,1.24%,7.56%,-0.23,-0.1693277893517734
2023-07-24,939087.3925610781,1.24%,7.56%,-0.23,-0.1693277893517734
2023-07-25,938392.4794055356,1.24%,7.56%,-0.23,-0.1693277893517734
2023-07-26,939834.226239565,1.24%,7.56%,-0.23,-0.1693277893517734
2023-07-27,942161.2422650683,1.24%,7.56%,-0.23,-0.1693277893517734
2023-07-28,935395.9013082731,1.24%,7.56%,-0.23,-0.1693277893517734
2023-07-31,940007.6671069033,1.24%,7.56%,-0.23,-0.1693277893517734
2023-08-01,940844.4605272186,1.24%,7.56%,-0.23,-0.1693277893517734
2023-08-02,936258.7379025659,1.24%,7.56%,-0.23,-0.1693277893517734
2023-08-03,930570.0476244844,1.24%,7.56%,-0.23,-0.1693277893517734
2023-08-04,927445.1633281278,1.24%,7.56%,-0.23,-0.1693277893517734
2023-08-07,930559.265769097,1.24%,7.56%,-0.23,-0.1693277893517734
2023-08-08,930801.9061613752,1.24%,7.56%,-0.23,-0.1693277893517734
2023-08-09,929641.9239164761,1.24%,7.56%,-0.23,-0.1693277893517734
2023-08-10,927617.3237931483,1.24%,7.56%,-0.23,-0.1693277893517734
2023-08-11,924310.5984317256,1.24%,7.56%,-0.23,-0.1693277893517734
2023-08-14,922980.7980157774,1.24%,7.56%,-0.23,-0.1693277893517734
2023-08-15,923134.2825862195,1.24%,7.56%,-0.23,-0.1693277893517734
2023-08-16,919554.8394302113,1.24%,7.56%,-0.23,-0.1693277893517734
2023-08-17,915357.1772887777,1.24%,7.56%,-0.23,-0.1693277893517734
2023-08-18,912892.9931320203,1.24%,7.56%,-0.23,-0.1693277893517734
2023-08-21,914318.3070656369,1.24%,7.56%,-0.23,-0.1693277893517734
2023-08-22,913907.8273974359,1.24%,7.56%,-0.23,-0.1693277893517734
2023-08-23,914049.4216689162,1.24%,7.56%,-0.23,-0.1693277893517734
2023-08-24,921664.8480567123,1.24%,7.56%,-0.23,-0.1693277893517734
2023-08-25,915782.3197640845,1.24%,7.56%,-0.23,-0.1693277893517734
2023-08-28,917101.776637418,1.24%,7.56%,-0.23,-0.1693277893517734
2023-08-29,919524.582881766,1.24%,7.56%,-0.23,-0.1693277893517734
2023-08-30,926858.1018645666,1.24%,7.56%,-0.23,-0.1693277893517734
2023-08-31,928233.0616093285,1.24%,7.56%,-0.23,-0.1693277893517734
2023-09-01,928853.5508688921,1.24%,7.56%,-0.23,-0.1693277893517734
2023-09-05,926914.7421575348,1.24%,7.56%,-0.23,-0.1693277893517734
2023-09-06,921293.5258017341,1.24%,7.56%,-0.23,-0.1693277893517734
2023-09-07,919036.2527381512,1.24%,7.56%,-0.23,-0.1693277893517734
2023-09-08,918454.4820676824,1.24%,7.56%,-0.23,-0.1693277893517734
2023-09-11,918683.6011312543,1.24%,7.56%,-0.23,-0.1693277893517734
2023-09-12,920650.0273265272,1.24%,7.56%,-0.23,-0.1693277893517734
2023-09-13,919036.6656227331,1.24%,7.56%,-0.23,-0.1693277893517734
2023-09-14,918821.8320475342,1.24%,7.56%,-0.23,-0.1693277893517734
2023-09-15,919711.6684739725,1.24%,7.56%,-0.23,-0.1693277893517734
2023-09-18,916032.6031327978,1.24%,7.56%,-0.23,-0.1693277893517734
2023-09-19,916856.5003257088,1.24%,7.56%,-0.23,-0.1693277893517734
2023-09-20,914952.1920430332,1.24%,7.56%,-0.23,-0.1693277893517734
2023-09-21,912124.2353265096,1.24%,7.56%,-0.23,-0.1693277893517734
2023-09-22,904889.2894030932,1.24%,7.56%,-0.23,-0.1693277893517734
2023-09-25,905341.3858768052,1.24%,7.56%,-0.23,-0.1693277893517734
2023-09-26,902495.3212235606,1.24%,7.56%,-0.23,-0.1693277893517734
2023-09-27,897984.1933898095,1.24%,7.56%,-0.23,-0.1693277893517734
2023-09-28,896488.6700985979,1.24%,7.56%,-0.23,-0.1693277893517734
2023-09-29,899142.81524999,1.24%,7.56%,-0.23,-0.1693277893517734
2023-10-02,897932.6775057991,1.24%,7.56%,-0.23,-0.1693277893517734
2023-10-03,893315.9809541471,1.24%,7.56%,-0.23,-0.1693277893517734
2023-10-04,887109.9598080748,1.24%,7.56%,-0.23,-0.1693277893517734
2023-10-05,891251.1154225307,1.24%,7.56%,-0.23,-0.1693277893517734
2023-10-06,891350.5735460544,1.24%,7.56%,-0.23,-0.1693277893517734
2023-10-09,892943.9944716002,1.24%,7.56%,-0.23,-0.1693277893517734
2023-10-10,899536.6449406181,1.24%,7.56%,-0.23,-0.1693277893517734
2023-10-11,900974.4452656249,1.24%,7.56%,-0.23,-0.1693277893517734
2023-10-12,904532.3442634208,1.24%,7.56%,-0.23,-0.1693277893517734
2023-10-13,897278.9069406862,1.24%,7.56%,-0.23,-0.1693277893517734
2023-10-16,899722.3328471534,1.24%,7.56%,-0.23,-0.1693277893517734
2023-10-17,900645.8410877817,1.24%,7.56%,-0.23,-0.1693277893517734
2023-10-18,898941.8052395452,1.24%,7.56%,-0.23,-0.1693277893517734
2023-10-19,894848.5907267142,1.24%,7.56%,-0.23,-0.1693277893517734
2023-10-20,891451.6256431851,1.24%,7.56%,-0.23,-0.1693277893517734
2023-10-23,889935.360356943,1.24%,7.56%,-0.23,-0.1693277893517734
2023-10-24,891492.9930394276,1.24%,7.56%,-0.23,-0.1693277893517734
2023-10-25,894086.7399490434,1.24%,7.56%,-0.23,-0.1693277893517734
2023-10-26,886956.7569986451,1.24%,7.56%,-0.23,-0.1693277893517734
2023-10-27,887283.3960032121,1.24%,7.56%,-0.23,-0.1693277893517734
2023-10-30,887511.9580051408,1.24%,7.56%,-0.23,-0.1693277893517734
2023-10-31,889106.0792528053,1.24%,7.56%,-0.23,-0.1693277893517734
2023-11-01,888443.9503985429,1.24%,7.56%,-0.23,-0.1693277893517734
2023-11-02,894410.580815842,1.24%,7.56%,-0.23,-0.1693277893517734
2023-11-03,902598.7866320697,1.24%,7.56%,-0.23,-0.1693277893517734
2023-11-06,909875.2140500005,1.24%,7.56%,-0.23,-0.1693277893517734
2023-11-07,906693.6233886103,1.24%,7.56%,-0.23,-0.1693277893517734
2023-11-08,908665.1557181096,1.24%,7.56%,-0.23,-0.1693277893517734
2023-11-09,908651.6271792321,1.24%,7.56%,-0.23,-0.1693277893517734
2023-11-10,902895.5181412931,1.24%,7.56%,-0.23,-0.1693277893517734
2023-11-13,906522.0557981775,1.24%,7.56%,-0.23,-0.1693277893517734
2023-11-14,906766.3454786045,1.24%,7.56%,-0.23,-0.1693277893517734
2023-11-15,920960.2145751804,1.24%,7.56%,-0.23,-0.1693277893517734
2023-11-16,917659.9104282759,1.24%,7.56%,-0.23,-0.1693277893517734
2023-11-17,919981.2585627699,1.24%,7.56%,-0.23,-0.1693277893517734
2023-11-20,922519.9767024274,1.24%,7.56%,-0.23,-0.1693277893517734
2023-11-21,926140.5204654229,1.24%,7.56%,-0.23,-0.1693277893517734
2023-11-22,925522.8046848028,1.24%,7.56%,-0.23,-0.1693277893517734
2023-11-24,925911.0926113292,1.24%,7.56%,-0.23,-0.1693277893517734
2023-11-27,925852.8773312928,1.24%,7.56%,-0.23,-0.1693277893517734
2023-11-28,928930.094696811,1.24%,7.56%,-0.23,-0.1693277893517734
2023-11-29,931925.1011708706,1.24%,7.56%,-0.23,-0.1693277893517734
2023-11-30,934183.4188623056,1.24%,7.56%,-0.23,-0.1693277893517734
2023-12-01,931666.9837452609,1.24%,7.56%,-0.23,-0.1693277893517734
2023-12-04,940127.2227685213,1.24%,7.56%,-0.23,-0.1693277893517734
2023-12-05,936431.4268520033,1.24%,7.56%,-0.23,-0.1693277893517734
2023-12-06,937915.0084179105,1.24%,7.56%,-0.23,-0.1693277893517734
2023-12-07,938569.0693193009,1.24%,7.56%,-0.23,-0.1693277893517734
2023-12-08,942521.5440051551,1.24%,7.56%,-0.23,-0.1693277893517734
2023-12-11,940066.6585717427,1.24%,7.56%,-0.23,-0.1693277893517734
2023-12-12,939801.6845482965,1.24%,7.56%,-0.23,-0.1693277893517734
2023-12-13,941780.654427289,1.24%,7.56%,-0.23,-0.1693277893517734
2023-12-14,954484.1132006381,1.24%,7.56%,-0.23,-0.1693277893517734
2023-12-15,962456.913842254,1.24%,7.56%,-0.23,-0.1693277893517734
2023-12-18,959943.1226417708,1.24%,7.56%,-0.23,-0.1693277893517734
2023-12-19,959938.1502942522,1.24%,7.56%,-0.23,-0.1693277893517734
2023-12-20,963598.6606151626,1.24%,7.56%,-0.23,-0.1693277893517734
2023-12-21,960262.6974846008,1.24%,7.56%,-0.23,-0.1693277893517734
2023-12-22,964526.3009917624,1.24%,7.56%,-0.23,-0.1693277893517734
2023-12-26,965384.029665922,1.24%,7.56%,-0.23,-0.1693277893517734
2023-12-27,968479.3421661481,1.24%,7.56%,-0.23,-0.1693277893517734
2023-12-28,973047.6697203771,1.24%,7.56%,-0.23,-0.1693277893517734
2023-12-29,971000.8036867387,1.24%,7.56%,-0.23,-0.1693277893517734
2024-01-02,968225.6343946698,1.24%,7.56%,-0.23,-0.1693277893517734
2024-01-03,963106.2175952377,1.24%,7.56%,-0.23,-0.1693277893517734
2024-01-04,959005.7334406193,1.24%,7.56%,-0.23,-0.1693277893517734
2024-01-05,955753.0794090306,1.24%,7.56%,-0.23,-0.1693277893517734
2024-01-08,954645.0762710329,1.24%,7.56%,-0.23,-0.1693277893517734
2024-01-09,960149.9487602368,1.24%,7.56%,-0.23,-0.1693277893517734
2024-01-10,958431.1156088843,1.24%,7.56%,-0.23,-0.1693277893517734
2024-01-11,958340.220073681,1.24%,7.56%,-0.23,-0.1693277893517734
2024-01-12,959983.9288729075,1.24%,7.56%,-0.23,-0.1693277893517734
2024-01-16,961290.591996641,1.24%,7.56%,-0.23,-0.1693277893517734
2024-01-17,954617.2107825028,1.24%,7.56%,-0.23,-0.1693277893517734
2024-01-18,951472.8453212259,1.24%,7.56%,-0.23,-0.1693277893517734
2024-01-19,953633.427634491,1.24%,7.56%,-0.23,-0.1693277893517734
2024-01-22,957521.2136882986,1.24%,7.56%,-0.23,-0.1693277893517734
2024-01-23,960305.6287340398,1.24%,7.56%,-0.23,-0.1693277893517734
2024-01-24,959485.5528904648,1.24%,7.56%,-0.23,-0.1693277893517734
2024-01-25,958478.9212504122,1.24%,7.56%,-0.23,-0.1693277893517734
2024-01-26,961107.7517496637,1.24%,7.56%,-0.23,-0.1693277893517734
2024-01-29,959986.9608824584,1.24%,7.56%,-0.23,-0.1693277893517734
2024-01-30,965369.4924643369,1.24%,7.56%,-0.23,-0.1693277893517734
2024-01-31,965057.1676912123,1.24%,7.56%,-0.23,-0.1693277893517734
2024-02-01,962162.9617259722,1.24%,7.56%,-0.23,-0.1693277893517734
2024-02-02,969728.3339063692,1.24%,7.56%,-0.23,-0.1693277893517734
2024-02-05,965306.1832116547,1.24%,7.56%,-0.23,-0.1693277893517734
2024-02-06,959415.775570014,1.24%,7.56%,-0.23,-0.1693277893517734
2024-02-07,963008.2992773422,1.24%,7.56%,-0.23,-0.1693277893517734
2024-02-08,963710.77540437,1.24%,7.56%,-0.23,-0.1693277893517734
2024-02-09,963378.6667616722,1.24%,7.56%,-0.23,-0.1693277893517734
2024-02-12,965405.034952084,1.24%,7.56%,-0.23,-0.1693277893517734
2024-02-13,966598.1804214098,1.24%,7.56%,-0.23,-0.1693277893517734
2024-02-14,955584.8467653306,1.24%,7.56%,-0.23,-0.1693277893517734
2024-02-15,960176.574807773,1.24%,7.56%,-0.23,-0.1693277893517734
2024-02-16,965140.2172000862,1.24%,7.56%,-0.23,-0.1693277893517734
2024-02-20,961970.8067553705,1.24%,7.56%,-0.23,-0.1693277893517734
2024-02-21,961060.6997286557,1.24%,7.56%,-0.23,-0.1693277893517734
2024-02-22,959254.3483786106,1.24%,7.56%,-0.23,-0.1693277893517734
2024-02-23,964405.9446090196,1.24%,7.56%,-0.23,-0.1693277893517734
2024-02-26,966779.3086823166,1.24%,7.56%,-0.23,-0.1693277893517734
2024-02-27,966319.0358935051,1.24%,7.56%,-0.23,-0.1693277893517734
2024-02-28,966926.3503654144,1.24%,7.56%,-0.23,-0.1693277893517734
2024-02-29,966727.239398992,1.24%,7.56%,-0.23,-0.1693277893517734
2024-03-01,969653.9869163969,1.24%,7.56%,-0.23,-0.1693277893517734
2024-03-04,975658.7239967517,1.24%,7.56%,-0.23,-0.1693277893517734
2024-03-05,975972.8627261565,1.24%,7.56%,-0.23,-0.1693277893517734
2024-03-06,975945.670626024,1.24%,7.56%,-0.23,-0.1693277893517734
2024-03-07,979511.5252362131,1.24%,7.56%,-0.23,-0.1693277893517734
2024-03-08,984154.9578724371,1.24%,7.56%,-0.23,-0.1693277893517734
2024-03-11,983924.0291944995,1.24%,7.56%,-0.23,-0.1693277893517734
2024-03-12,982607.6469373769,1.24%,7.56%,-0.23,-0.1693277893517734
2024-03-13,981876.5987362441,1.24%,7.56%,-0.23,-0.1693277893517734
2024-03-14,981311.774680378,1.24%,7.56%,-0.23,-0.1693277893517734
2024-03-15,976194.6332330783,1.24%,7.56%,-0.23,-0.1693277893517734
2024-03-18,973872.3140785997,1.24%,7.56%,-0.23,-0.1693277893517734
2024-03-19,974346.1579880455,1.24%,7.56%,-0.23,-0.1693277893517734
2024-03-20,975124.6500391696,1.24%,7.56%,-0.23,-0.1693277893517734
2024-03-21,980218.97863224,1.24%,7.56%,-0.23,-0.1693277893517734
2024-03-22,980958.3943945273,1.24%,7.56%,-0.23,-0.1693277893517734
2024-03-25,980474.2922694637,1.24%,7.56%,-0.23,-0.1693277893517734
2024-03-26,979926.8105574966,1.24%,7.56%,-0.23,-0.1693277893517734
2024-03-27,979882.8600491046,1.24%,7.56%,-0.23,-0.1693277893517734
2024-03-28,985018.7793230067,1.24%,7.56%,-0.23,-0.1693277893517734
2024-04-01,985689.7077114519,1.24%,7.56%,-0.23,-0.1693277893517734
2024-04-02,982103.7454732236,1.24%,7.56%,-0.23,-0.1693277893517734
2024-04-03,980273.2812191393,1.24%,7.56%,-0.23,-0.1693277893517734
2024-04-04,982514.2088704796,1.24%,7.56%,-0.23,-0.1693277893517734
2024-04-05,980332.0227259698,1.24%,7.56%,-0.23,-0.1693277893517734
2024-04-08,981452.635071591,1.24%,7.56%,-0.23,-0.1693277893517734
2024-04-09,982228.9911736246,1.24%,7.56%,-0.23,-0.1693277893517734
2024-04-10,985019.1574650352,1.24%,7.56%,-0.23,-0.1693277893517734
2024-04-11,974827.0278081275,1.24%,7.56%,-0.23,-0.1693277893517734
2024-04-12,978437.4650178147,1.24%,7.56%,-0.23,-0.1693277893517734
2024-04-15,973683.7420846405,1.24%,7.56%,-0.23,-0.1693277893517734
2024-04-16,968955.7730022741,1.24%,7.56%,-0.23,-0.1693277893517734
2024-04-17,967208.820127236,1.24%,7.56%,-0.23,-0.1693277893517734
2024-04-18,966608.9378805135,1.24%,7.56%,-0.23,-0.1693277893517734
2024-04-19,964954.4168517527,1.24%,7.56%,-0.23,-0.1693277893517734
2024-04-22,963154.0987181929,1.24%,7.56%,-0.23,-0.1693277893517734
2024-04-23,963371.6811296674,1.24%,7.56%,-0.23,-0.1693277893517734
2024-04-24,967730.2240311306,1.24%,7.56%,-0.23,-0.1693277893517734
2024-04-25,966351.0711195917,1.24%,7.56%,-0.23,-0.1693277893517734
2024-04-26,964652.8813656615,1.24%,7.56%,-0.23,-0.1693277893517734
2024-04-29,967429.1067977562,1.24%,7.56%,-0.23,-0.1693277893517734
2024-04-30,971167.2224337717,1.24%,7.56%,-0.23,-0.1693277893517734
2024-05-01,962416.7880596957,1.24%,7.56%,-0.23,-0.1693277893517734
2024-05-02,963943.6896789467,1.24%,7.56%,-0.23,-0.1693277893517734
2024-05-03,970335.6784516877,1.24%,7.56%,-0.23,-0.1693277893517734
2024-05-06,975791.7347868582,1.24%,7.56%,-0.23,-0.1693277893517734
2024-05-07,979573.1959640185,1.24%,7.56%,-0.23,-0.1693277893517734
2024-05-08,979846.8200709388,1.24%,7.56%,-0.23,-0.1693277893517734
2024-05-09,977614.8164008171,1.24%,7.56%,-0.23,-0.1693277893517734
2024-05-10,981513.8972641416,1.24%,7.56%,-0.23,-0.1693277893517734
2024-05-13,980799.8955688545,1.24%,7.56%,-0.23,-0.1693277893517734
2024-05-14,980739.7686559869,1.24%,7.56%,-0.23,-0.1693277893517734
2024-05-15,984297.1480149261,1.24%,7.56%,-0.23,-0.1693277893517734
2024-05-16,992553.4338858972,1.24%,7.56%,-0.23,-0.1693277893517734
2024-05-17,990633.7766504587,1.24%,7.56%,-0.23,-0.1693277893517734
2024-05-20,991211.2237644233,1.24%,7.56%,-0.23,-0.1693277893517734
2024-05-21,991654.7664006137,1.24%,7.56%,-0.23,-0.1693277893517734
2024-05-22,992747.3286063345,1.24%,7.56%,-0.23,-0.1693277893517734
2024-05-23,989782.8438810821,1.24%,7.56%,-0.23,-0.1693277893517734
2024-05-24,984591.8826303959,1.24%,7.56%,-0.23,-0.1693277893517734
2024-05-28,987698.991508055,1.24%,7.56%,-0.23,-0.1693277893517734
2024-05-29,986763.3493698187,1.24%,7.56%,-0.23,-0.1693277893517734
2024-05-30,981212.9574178943,1.24%,7.56%,-0.23,-0.1693277893517734
2024-05-31,983005.9670421488,1.24%,7.56%,-0.23,-0.1693277893517734
2024-06-03,985107.196865376,1.24%,7.56%,-0.23,-0.1693277893517734
2024-06-04,989234.1252030944,1.24%,7.56%,-0.23,-0.1693277893517734
2024-06-05,990090.8551455766,1.24%,7.56%,-0.23,-0.1693277893517734
2024-06-06,995641.0186627839,1.24%,7.56%,-0.23,-0.1693277893517734
2024-06-07,995737.089896999,1.24%,7.56%,-0.23,-0.1693277893517734
2024-06-10,987293.6870103518,1.24%,7.56%,-0.23,-0.1693277893517734
2024-06-11,987988.7712894259,1.24%,7.56%,-0.23,-0.1693277893517734
2024-06-12,990428.3567841962,1.24%,7.56%,-0.23,-0.1693277893517734
2024-06-13,995882.4419674324,1.24%,7.56%,-0.23,-0.1693277893517734
2024-06-14,996928.6359282684,1.24%,7.56%,-0.23,-0.1693277893517734
2024-06-17,997611.6837704338,1.24%,7.56%,-0.23,-0.1693277893517734
2024-06-18,997860.2190286752,1.24%,7.56%,-0.23,-0.1693277893517734
2024-06-20,1000119.0412752979,1.24%,7.56%,-0.23,-0.1693277893517734
2024-06-21,998282.3656445431,1.24%,7.56%,-0.23,-0.1693277893517734
2024-06-24,996601.1789154779,1.24%,7.56%,-0.23,-0.1693277893517734
2024-06-25,996836.5889265203,1.24%,7.56%,-0.23,-0.1693277893517734
2024-06-26,997603.9259423438,1.24%,7.56%,-0.23,-0.1693277893517734
2024-06-27,993839.3079475375,1.24%,7.56%,-0.23,-0.1693277893517734
2024-06-28,996853.425847639,1.24%,7.56%,-0.23,-0.1693277893517734
2024-07-01,994104.09009125,1.24%,7.56%,-0.23,-0.1693277893517734
2024-07-02,991682.1073075063,1.24%,7.56%,-0.23,-0.1693277893517734
2024-07-03,994931.351422185,1.24%,7.56%,-0.23,-0.1693277893517734
2024-07-05,999659.4804149949,1.24%,7.56%,-0.23,-0.1693277893517734
2024-07-08,1004299.8742257635,1.24%,7.56%,-0.23,-0.1693277893517734
2024-07-09,1004360.2568134533,1.24%,7.56%,-0.23,-0.1693277893517734
2024-07-10,1003381.6043577888,1.24%,7.56%,-0.23,-0.1693277893517734
2024-07-11,1006820.766655351,1.24%,7.56%,-0.23,-0.1693277893517734
2024-07-12,1012513.4307884793,1.24%,7.56%,-0.23,-0.1693277893517734
2024-07-15,1016471.6028966671,1.24%,7.56%,-0.23,-0.1693277893517734
2024-07-16,1017268.290634393,1.24%,7.56%,-0.23,-0.1693277893517734
2024-07-17,1024143.6785869176,1.24%,7.56%,-0.23,-0.1693277893517734
2024-07-18,1020676.6805840665,1.24%,7.56%,-0.23,-0.1693277893517734
2024-07-19,1015220.4498458934,1.24%,7.56%,-0.23,-0.1693277893517734
2024-07-22,1010810.7416875976,1.24%,7.56%,-0.23,-0.1693277893517734
2024-07-23,1014360.3007699207,1.24%,7.56%,-0.23,-0.1693277893517734
2024-07-24,1015637.7058061042,1.24%,7.56%,-0.23,-0.1693277893517734
2024-07-25,1008006.62103114,1.24%,7.56%,-0.23,-0.1693277893517734
2024-07-26,1007315.2760287069,1.24%,7.56%,-0.23,-0.1693277893517734
2024-07-29,1013063.8207635861,1.24%,7.56%,-0.23,-0.1693277893517734
2024-07-30,1012765.7089811893,1.24%,7.56%,-0.23,-0.1693277893517734
2024-07-31,1013091.3065131477,1.24%,7.56%,-0.23,-0.1693277893517734
2024-08-01,1022814.9113822568,1.24%,7.56%,-0.23,-0.1693277893517734
2024-08-02,1017427.4798192093,1.24%,7.56%,-0.23,-0.1693277893517734
2024-08-05,1018536.4763508863,1.24%,7.56%,-0.23,-0.1693277893517734
2024-08-06,1011481.3115792165,1.24%,7.56%,-0.23,-0.1693277893517734
2024-08-07,1009009.1323693754,1.24%,7.56%,-0.23,-0.1693277893517734
2024-08-08,1004199.8506336416,1.24%,7.56%,-0.23,-0.1693277893517734
2024-08-09,1011325.321083684,1.24%,7.56%,-0.23,-0.1693277893517734
2024-08-12,1014005.8717625742,1.24%,7.56%,-0.23,-0.1693277893517734
2024-08-13,1015563.2608657015,1.24%,7.56%,-0.23,-0.1693277893517734
2024-08-14,1022700.9833529086,1.24%,7.56%,-0.23,-0.1693277893517734
2024-08-15,1022232.8924128397,1.24%,7.56%,-0.23,-0.1693277893517734
2024-08-16,1025738.4354760837,1.24%,7.56%,-0.23,-0.1693277893517734
2024-08-19,1030313.9970089794,1.24%,7.56%,-0.23,-0.1693277893517734
2024-08-20,1034739.6734144574,1.24%,7.56%,-0.23,-0.1693277893517734
2024-08-21,1036251.160013611,1.24%,7.56%,-0.23,-0.1693277893517734
2024-08-22,1038986.9783343215,1.24%,7.56%,-0.23,-0.1693277893517734
2024-08-23,1032621.6954620652,1.24%,7.56%,-0.23,-0.1693277893517734
2024-08-26,1041841.0799089909,1.24%,7.56%,-0.23,-0.1693277893517734
2024-08-27,1040189.6241116576,1.24%,7.56%,-0.23,-0.1693277893517734
2024-08-28,1040813.2163056944,1.24%,7.56%,-0.23,-0.1693277893517734
2024-08-29,1036917.8669072555,1.24%,7.56%,-0.23,-0.1693277893517734
2024-08-30,1037002.1465703876,1.24%,7.56%,-0.23,-0.1693277893517734
2024-09-03,1036575.1475114392,1.24%,7.56%,-0.23,-0.1693277893517734
2024-09-04,1031807.6147258673,1.24%,7.56%,-0.23,-0.1693277893517734
2024-09-05,1034697.0709810591,1.24%,7.56%,-0.23,-0.1693277893517734
2024-09-06,1036229.7570024673,1.24%,7.56%,-0.23,-0.1693277893517734
2024-09-09,1030941.3196286929,1.24%,7.56%,-0.23,-0.1693277893517734
2024-09-10,1033584.5318787543,1.24%,7.56%,-0.23,-0.1693277893517734
2024-09-11,1036794.3974098734,1.24%,7.56%,-0.23,-0.1693277893517734
2024-09-12,1039239.5473795317,1.24%,7.56%,-0.23,-0.1693277893517734
2024-09-13,1043639.1636614278,1.24%,7.56%,-0.23,-0.1693277893517734
2024-09-16,1048785.9841598258,1.24%,7.56%,-0.23,-0.1693277893517734
2024-09-17,1051114.7917061574,1.24%,7.56%,-0.23,-0.1693277893517734
2024-09-18,1049470.9471467386,1.24%,7.56%,-0.23,-0.1693277893517734
2024-09-19,1046455.7494248914,1.24%,7.56%,-0.23,-0.1693277893517734
2024-09-20,1053669.54574061,1.24%,7.56%,-0.23,-0.1693277893517734
2024-09-23,1052707.273065153,1.24%,7.56%,-0.23,-0.1693277893517734
2024-09-24,1052976.8892449262,1.24%,7.56%,-0.23,-0.1693277893517734
2024-09-25,1055879.07730532,1.24%,7.56%,-0.23,-0.1693277893517734
2024-09-26,1051787.4974508348,1.24%,7.56%,-0.23,-0.1693277893517734
2024-09-27,1054489.5202579754,1.24%,7.56%,-0.23,-0.1693277893517734
2024-09-30,1056134.7937723433,1.24%,7.56%,-0.23,-0.1693277893517734
2024-10-01,1054389.8029923432,1.24%,7.56%,-0.23,-0.1693277893517734
2024-10-02,1052695.0902636263,1.24%,7.56%,-0.23,-0.1693277893517734
2024-10-03,1050062.7124014455,1.24%,7.56%,-0.23,-0.1693277893517734
2024-10-04,1046253.0435481977,1.24%,7.56%,-0.23,-0.1693277893517734
2024-10-07,1045337.3975099137,1.24%,7.56%,-0.23,-0.1693277893517734
