Date,SPY,QQQ,IWM,AGG,TLT,IEF,GLD,UUP,FXE,FXY,FXB
2010-02-16,82.33447265625,38.51658248901367,49.90568542480469,67.10562896728516,57.312599182128906,63.60287857055664,109.62000274658203,19.573434829711914,130.77723693847656,110.05000305175781,144.5621337890625
2010-02-17,82.72464752197266,38.73383712768555,50.24347686767578,66.89974212646484,56.659278869628906,63.264862060546875,109.25,19.75722312927246,129.26400756835938,108.77999877929688,143.58840942382812
2010-02-18,83.21231079101562,38.977169036865234,50.65364456176758,66.87400817871094,56.43100357055664,63.03953552246094,109.9800033569336,19.75722312927246,129.3020477294922,108.66999816894531,143.0005340576172
2010-02-19,83.3848648071289,38.959800720214844,50.71800231933594,66.92548370361328,56.735382080078125,63.074710845947266,109.47000122070312,19.81570053100586,129.10223388671875,108.27999877929688,141.46640014648438
2010-02-22,83.39989471435547,38.88157272338867,50.870811462402344,66.80966186523438,56.500709533691406,63.02541732788086,109.06999969482422,19.78228759765625,129.1498260498047,108.88999938964844,141.7236328125
2010-02-23,82.38700866699219,38.377540588378906,50.27565002441406,67.0477523803711,57.3823127746582,63.50430679321289,107.88999938964844,19.890886306762695,128.24566650390625,110.0199966430664,141.07142639160156
2010-02-24,83.14476776123047,38.76860046386719,50.7019157409668,67.11853790283203,57.521949768066406,63.53947067260742,107.36000061035156,19.849117279052734,128.5311737060547,109.98999786376953,140.97036743164062
2010-02-25,83.03221893310547,38.75990676879883,50.71800231933594,67.25366973876953,57.84534454345703,63.77186584472656,108.30999755859375,19.807348251342773,128.74057006835938,111.3499984741211,139.7945556640625
2010-02-26,83.08477020263672,38.89896774291992,50.508880615234375,67.26651763916016,58.14342498779297,63.87042999267578,109.43000030517578,19.748868942260742,129.29254150390625,111.6500015258789,139.6016082763672
2010-03-01,83.94759368896484,39.46384811401367,51.683135986328125,67.3653335571289,58.118011474609375,63.93685531616211,109.43000030517578,19.81570053100586,128.78811645507812,111.33999633789062,137.25918579101562
2010-03-02,84.18016052246094,39.58551788330078,52.077239990234375,67.3911361694336,58.04169464111328,63.97217559814453,111.0199966430664,19.75722312927246,129.26400756835938,111.83000183105469,136.97439575195312
2010-03-03,84.25517272949219,39.62895202636719,52.374813079833984,67.3911361694336,57.89530944824219,63.908607482910156,111.62999725341797,19.640270233154297,130.05392456054688,112.19999694824219,138.22373962402344
2010-03-04,84.51024627685547,39.75933837890625,52.51156234741211,67.51377868652344,58.20075225830078,64.02157592773438,110.83000183105469,19.748868942260742,129.09271240234375,111.30000305175781,137.66334533691406
2010-03-05,85.71819305419922,40.35895538330078,53.58123779296875,67.38467407226562,57.43718719482422,63.717926025390625,110.80999755859375,19.74051284790039,129.3496856689453,109.75,138.6370849609375
2010-03-08,85.73320007324219,40.43719482421875,53.67775344848633,67.42987823486328,57.138145446777344,63.54848861694336,109.87999725341797,19.732160568237305,129.435302734375,109.8499984741211,137.90216064453125
2010-03-09,85.87577819824219,40.663143157958984,53.870811462402344,67.50730895996094,57.15089416503906,63.71086883544922,109.72000122070312,19.76557731628418,129.15928649902344,110.2300033569336,137.25918579101562
2010-03-10,86.25841522216797,40.993385314941406,54.3292121887207,67.46212768554688,57.004547119140625,63.60491943359375,108.47000122070312,19.732160568237305,129.6447296142578,109.55999755859375,137.03868103027344
2010-03-11,86.61852264404297,41.14981460571289,54.49009704589844,67.46212768554688,57.21450424194336,63.54848861694336,108.5999984741211,19.690391540527344,129.89218139648438,109.54000091552734,137.90216064453125
2010-03-12,86.62602233886719,41.158512115478516,54.4659538269043,67.46858978271484,57.57075881958008,63.64737319946289,107.94999694824219,19.565082550048828,130.67257690429688,109.62999725341797,139.01373291015625
2010-03-15,86.64854431152344,41.0542106628418,54.28095245361328,67.55250549316406,57.49446105957031,63.64737319946289,108.36000061035156,19.673683166503906,129.85409545898438,109.5999984741211,137.78277587890625
2010-03-16,87.3387680053711,41.31494903564453,54.74744415283203,67.67517852783203,57.95258331298828,63.89447021484375,110.4000015258789,19.531665802001953,130.8344268798828,109.91999816894531,139.6475067138672
2010-03-17,87.85645294189453,41.42790603637695,55.06916809082031,67.72682189941406,58.20075225830078,63.97217559814453,109.58999633789062,19.540019989013672,130.4917449951172,109.87999725341797,140.29978942871094
2010-03-18,87.81145477294922,41.56697082519531,54.90026092529297,67.668701171875,58.00983810424805,63.802677154541016,110.33999633789062,19.673683166503906,129.2449951171875,109.7699966430664,139.4913787841797
2010-03-19,87.3669662475586,41.31553649902344,54.21664047241211,67.61705017089844,58.06713104248047,63.717926025390625,108.27999877929688,19.807348251342773,128.5406951904297,109.54000091552734,137.46124267578125
2010-03-22,87.83403778076172,41.689632415771484,54.98068618774414,67.668701171875,58.1307373046875,63.92976379394531,107.75,19.75722312927246,128.68345642089844,110.01000213623047,138.15939331054688
2010-03-23,88.45184326171875,41.976741790771484,55.68042755126953,67.68160247802734,57.85714340209961,63.79564666748047,108.31999969482422,19.82405662536621,128.16954040527344,109.66999816894531,137.7460174560547
2010-03-24,88.0223617553711,41.77661895751953,55.0450439453125,67.33946990966797,56.80089569091797,63.160160064697266,106.30000305175781,20.09138298034668,126.5230712890625,107.58999633789062,136.21200561523438
2010-03-25,87.87924194335938,41.715736389160156,54.69837188720703,67.16519165039062,56.438232421875,62.92707443237305,106.77999877929688,20.158214569091797,126.12332153320312,106.94000244140625,135.5965118408203
2010-03-26,87.82653045654297,41.759220123291016,54.6741828918457,67.27489471435547,56.59728240966797,63.07538986206055,108.58999633789062,20.016199111938477,127.34156036376953,107.20999908447266,136.38650512695312
2010-03-29,88.38400268554688,41.959327697753906,54.97249984741211,67.19746398925781,56.38096618652344,62.983619689941406,108.75,19.91594696044922,127.96968078613281,107.25,137.1672821044922
2010-03-30,88.44426727294922,42.098506927490234,55.1418342590332,67.22334289550781,56.55915451049805,63.04714584350586,107.97000122070312,19.99113655090332,127.3700942993164,106.8499984741211,137.93893432617188
2010-03-31,88.14292907714844,41.89842224121094,54.66611099243164,67.26205444335938,56.947288513183594,63.195430755615234,108.94999694824219,19.88253402709961,128.2266387939453,106.05000305175781,138.99534606933594
2010-04-01,88.74559020996094,41.89842224121094,55.17406463623047,67.23675537109375,56.80796432495117,63.06440734863281,110.26000213623047,19.76557731628418,128.9689483642578,105.5999984741211,139.94154357910156
2010-04-05,89.46886444091797,42.28992462158203,56.20610427856445,66.8224105834961,55.862823486328125,62.49796676635742,110.88999938964844,19.865827560424805,127.9886703491211,105.12999725341797,139.88641357421875
2010-04-06,89.67980194091797,42.411720275878906,56.53667449951172,66.90660095214844,55.95223617553711,62.68202590942383,111.02999877929688,19.92430305480957,127.27493286132812,105.80000305175781,139.82208251953125
2010-04-07,89.16748046875,42.30733108520508,56.35932159423828,67.19141387939453,56.66753005981445,63.07150650024414,112.48999786376953,19.966075897216797,126.78954315185547,106.27999877929688,139.53733825683594
2010-04-08,89.47637939453125,42.40301513671875,56.3028678894043,67.12670135498047,56.69310760498047,63.00071334838867,112.6500015258789,19.949363708496094,126.73236083984375,106.19000244140625,139.74862670898438
2010-04-09,90.06401062011719,42.65530776977539,56.64150619506836,67.19793701171875,56.82719802856445,63.07150650024414,113.63999938964844,19.798995971679688,128.08384704589844,106.4000015258789,140.77748107910156
2010-04-12,90.20712280273438,42.69011306762695,56.875308990478516,67.35330200195312,57.12736129760742,63.24141311645508,113.01000213623047,19.715452194213867,128.94041442871094,106.30000305175781,140.68560791015625
2010-04-13,90.27495574951172,42.90760803222656,57.00433349609375,67.4633560180664,57.31258010864258,63.361873626708984,112.69000244140625,19.715452194213867,128.9689483642578,106.38999938964844,140.6396484375
2010-04-14,91.29950714111328,43.4208984375,58.221805572509766,67.38572692871094,56.91024398803711,63.19185256958008,113.02999877929688,19.615205764770508,129.6447296142578,106.37999725341797,141.5950469970703
2010-04-15,91.37484741210938,43.61228942871094,58.399200439453125,67.50873565673828,56.97407150268555,63.2981071472168,113.6500015258789,19.690391540527344,128.93084716796875,106.52999877929688,141.85226440429688
2010-04-16,89.92085266113281,43.09031677246094,57.61710739135742,67.61226654052734,57.38922882080078,63.68048858642578,111.23999786376953,19.75722312927246,128.2647247314453,107.63999938964844,140.8233642578125
2010-04-19,90.25984191894531,43.06421661376953,57.33491134643555,67.48927307128906,57.24871063232422,63.52470397949219,111.1500015258789,19.790639877319336,128.01718139648438,107.29000091552734,140.38243103027344
2010-04-20,91.0659408569336,43.281707763671875,58.11701202392578,67.59939575195312,57.45307540893555,63.55303955078125,111.45999908447266,19.82405662536621,127.62701416015625,106.41000366210938,140.7039337158203
2010-04-21,90.9002456665039,43.525299072265625,58.52014923095703,67.71592712402344,57.92566680908203,63.75839614868164,112.30999755859375,19.865827560424805,127.19878387451172,106.33999633789062,141.0255126953125
2010-04-22,91.1714096069336,43.768898010253906,59.1409912109375,67.57996368408203,57.75324249267578,63.609642028808594,111.83999633789062,19.957721710205078,126.37074279785156,105.88999938964844,140.83258056640625
2010-04-23,91.76657104492188,43.95158004760742,59.76990509033203,67.4957504272461,57.54887390136719,63.43268585205078,113.19000244140625,19.91594696044922,126.9322280883789,105.44000244140625,140.7406768798828
2010-04-26,91.42003631591797,43.855892181396484,59.54412841796875,67.48927307128906,57.612762451171875,63.47517013549805,112.75,19.907594680786133,126.86566925048828,105.44000244140625,141.4572296142578
2010-04-27,89.25792694091797,42.92500686645508,58.18149948120117,67.70296478271484,58.4238166809082,64.07000732421875,114.62999725341797,20.149864196777344,125.08587646484375,106.41999816894531,139.4913787841797
2010-04-28,89.93590545654297,42.95111846923828,58.278297424316406,67.59939575195312,57.92566680908203,63.74423599243164,114.30999755859375,20.141510009765625,125.27623748779297,105.31999969482422,139.02291870117188
2010-04-29,91.05089569091797,43.69928741455078,59.51189041137695,67.62525177001953,58.168399810791016,63.85041427612305,114.27999877929688,20.04961585998535,125.69503021240234,105.3499984741211,140.25384521484375
2010-04-30,89.50650024414062,42.8380126953125,57.77028274536133,67.91661834716797,58.838924407958984,64.2398681640625,115.36000061035156,20.016199111938477,126.36124420166016,105.55000305175781,139.98741149902344
2010-05-03,90.66665649414062,43.43828201293945,59.06843948364258,67.7880630493164,58.76209259033203,64.07154846191406,115.7300033569336,20.141510009765625,125.2572250366211,104.79000091552734,139.48223876953125
2010-05-04,88.5346908569336,42.133323669433594,57.21395492553711,68.06082153320312,59.819480895996094,64.50482177734375,114.87000274658203,20.3670654296875,123.43940734863281,104.94000244140625,138.72894287109375
2010-05-05,88.00731658935547,41.91582489013672,56.375431060791016,68.00881958007812,60.171993255615234,64.75341796875,115.08999633789062,20.559207916259766,121.68821716308594,105.7300033569336,138.1685791015625
2010-05-06,85.08430480957031,40.51515197753906,54.262996673583984,68.1063003540039,62.03047180175781,65.4636459350586,118.48999786376953,20.726287841796875,119.87995147705078,109.7699966430664,135.88128662109375
2010-05-07,83.8186264038086,39.50596618652344,52.69876480102539,67.80753326416016,61.255062103271484,65.28607940673828,118.2699966430664,20.634395599365234,120.83165740966797,108.43000030517578,135.60568237304688
2010-05-10,87.51011657714844,41.55915069580078,55.65782165527344,67.80107116699219,59.98611068725586,64.78890991210938,117.56999969482422,20.584270477294922,121.35513305664062,106.29000091552734,135.99151611328125
2010-05-11,87.261474609375,41.51563262939453,56.02872848510742,68.05430603027344,59.832313537597656,64.86710357666016,120.66000366210938,20.676162719726562,120.3462905883789,106.86000061035156,136.84579467773438
2010-05-12,88.48189544677734,42.298614501953125,57.74610137939453,67.98286437988281,59.37730026245117,64.70368957519531,121.4000015258789,20.73464012145996,119.83236694335938,106.3499984741211,135.66993713378906
2010-05-13,87.38202667236328,41.628719329833984,57.18980026245117,68.08031463623047,59.76822280883789,64.88121795654297,120.55999755859375,20.851598739624023,118.91869354248047,106.86000061035156,133.72251892089844
2010-05-14,85.79996490478516,40.828346252441406,56.085182189941406,68.32708740234375,60.80640411376953,65.3002700805664,120.37000274658203,21.04374122619629,117.5101318359375,107.36000061035156,132.98760986328125
2010-05-17,85.8451919555664,40.95884323120117,56.189979553222656,68.2751235961914,60.582149505615234,65.15828704833984,119.36000061035156,21.04374122619629,117.5196762084961,107.12000274658203,132.4639892578125
2010-05-18,84.677490234375,40.39336013793945,55.109580993652344,68.50894165039062,61.51141357421875,65.6341323852539,119.48999786376953,21.269298553466797,115.8922119140625,107.31999969482422,131.1687774658203
2010-05-19,84.19532012939453,40.07146453857422,54.45647430419922,68.54141998291016,61.71649169921875,65.69097900390625,116.62999725341797,21.068801879882812,117.53865051269531,108.31999969482422,131.85772705078125
2010-05-20,81.01614379882812,38.583778381347656,51.69899368286133,68.48295593261719,63.0174446105957,66.33016204833984,115.83999633789062,20.9601993560791,118.72835540771484,110.56999969482422,131.6832275390625
2010-05-21,82.19893646240234,39.01007843017578,52.464962005615234,68.7751693725586,63.08152770996094,66.36568450927734,115.22000122070312,20.86830711364746,119.30887603759766,110.08999633789062,132.52830505371094
2010-05-24,81.14422607421875,38.853477478027344,51.76348876953125,68.7362060546875,62.86365509033203,66.36568450927734,116.83999633789062,21.0771541595459,117.46255493164062,109.62000274658203,132.07821655273438
2010-05-25,81.2270736694336,38.88828659057617,51.75542449951172,68.82063293457031,63.171260833740234,66.59297180175781,117.36000061035156,21.13563346862793,117.04380798339844,109.93000030517578,131.7566375732422
2010-05-26,80.73741912841797,38.45328903198242,51.884429931640625,68.74269104003906,62.991798400878906,66.4580078125,118.47000122070312,21.27765464782715,115.70183563232422,110.16999816894531,131.7566375732422
2010-05-27,83.44198608398438,39.90615463256836,54.10976791381836,68.58036041259766,61.56266403198242,65.82585906982422,118.69000244140625,21.052095413208008,117.272216796875,108.94000244140625,133.4193572998047
2010-05-28,82.3947982788086,39.67127227783203,53.41635513305664,68.65182495117188,61.844661712646484,66.12420654296875,118.87999725341797,21.169050216674805,116.46324157714844,108.9800033569336,132.2986602783203
2010-06-01,81.00861358642578,39.30586624145508,51.795745849609375,68.76515197753906,62.279361724853516,66.20970916748047,119.91000366210938,21.177406311035156,116.13963317871094,108.8499984741211,134.0072479248047
2010-06-02,83.11801147460938,40.236751556396484,53.27122497558594,68.6934814453125,61.6877555847168,65.83223724365234,119.77999877929688,21.169050216674805,116.21578979492188,107.54000091552734,134.08078002929688
2010-06-03,83.40430450439453,40.619564056396484,53.95656967163086,68.66094207763672,61.237586975097656,65.73954010009766,117.95999908447266,21.27765464782715,115.36874389648438,106.94999694824219,133.70411682128906
2010-06-04,80.47373962402344,39.227569580078125,51.2474479675293,68.83682250976562,62.88381576538086,66.65123748779297,119.19000244140625,21.528274536132812,113.52236938476562,108.06999969482422,132.38136291503906
2010-06-07,79.47175598144531,38.51419448852539,49.925148010253906,69.03877258300781,63.36612319946289,66.92189025878906,121.48999786376953,21.578397750854492,113.0655517578125,108.19999694824219,132.3445587158203
2010-06-08,80.32306671142578,38.44459533691406,49.90097427368164,68.96058654785156,63.051029205322266,66.71533966064453,121.0,21.511564254760742,113.37012481689453,108.44000244140625,131.98634338378906
2010-06-09,79.8936767578125,38.1226806640625,49.9332160949707,68.99964904785156,62.98027038574219,66.72249603271484,120.55999755859375,21.428024291992188,113.75080871582031,108.66000366210938,132.941650390625
2010-06-10,82.22908782958984,39.21017837524414,51.658668518066406,68.79122924804688,61.85492706298828,66.10282135009766,118.97000122070312,21.20246696472168,115.20697784423828,108.51000213623047,134.6043701171875
2010-06-11,82.62834167480469,39.58427047729492,52.36012268066406,68.83031463623047,62.63948440551758,66.52303314208984,120.01000213623047,21.269298553466797,114.75010681152344,108.04000091552734,132.87741088867188
2010-06-14,82.50025177001953,39.575557708740234,52.69071578979492,68.92803955078125,62.31794738769531,66.4660873413086,119.5999984741211,21.0771541595459,116.00639343261719,108.30999755859375,134.87994384765625
2010-06-15,84.37612915039062,40.63694763183594,54.013004302978516,68.92803955078125,62.06076431274414,66.259521484375,120.98999786376953,20.901721954345703,117.12944793701172,108.4000015258789,135.5689697265625
2010-06-16,84.34600067138672,40.80226516723633,53.7630729675293,69.03225708007812,62.41438674926758,66.4447021484375,120.33000183105469,20.968555450439453,116.710693359375,108.41999816894531,135.06370544433594
2010-06-17,84.48159790039062,40.9327392578125,53.827571868896484,69.19513702392578,62.92240524291992,66.7580795288086,121.9000015258789,20.843246459960938,117.5291748046875,108.91999816894531,135.5137939453125
2010-06-18,84.57320404052734,40.966732025146484,53.85983657836914,69.08438110351562,62.81953048706055,66.62278747558594,122.83000183105469,20.834890365600586,117.40546417236328,109.16999816894531,135.58729553222656
2010-06-21,84.33098602294922,40.61808395385742,53.30349349975586,69.23420715332031,62.63948440551758,66.57288360595703,120.38999938964844,20.910076141357422,116.8534164428711,108.86000061035156,134.98097229003906
2010-06-22,82.93820190429688,40.30429458618164,52.20694351196289,69.30587005615234,63.385398864746094,66.97172546386719,121.44999694824219,20.943492889404297,116.47274780273438,109.6500015258789,135.44032287597656
2010-06-23,82.68083953857422,40.13869857788086,52.061798095703125,69.48171997070312,63.81623458862305,67.2210464477539,120.94999694824219,20.859952926635742,116.7677993774414,110.22000122070312,136.77227783203125
2010-06-24,81.31075286865234,39.52854919433594,51.23133087158203,69.42312622070312,63.43684768676758,67.16402435302734,121.30000305175781,20.859952926635742,116.92958068847656,110.69999694824219,136.49676513671875
2010-06-25,81.65142059326172,39.53641128540039,52.11017608642578,69.5208511352539,63.69402313232422,67.27091217041016,122.76000213623047,20.742998123168945,117.4815902709961,111.0,137.78277587890625
2010-06-28,81.39405059814453,39.396663665771484,51.8118782043457,69.65107727050781,64.29209899902344,67.74810028076172,121.08999633789062,20.851598739624023,116.42515563964844,110.81999969482422,138.22373962402344
2010-06-29,78.88098907470703,37.87704849243164,49.85258483886719,69.85956573486328,64.99301147460938,68.04006958007812,121.2699966430664,20.951847076416016,115.69231414794922,111.87000274658203,137.92059326171875
2010-06-30,78.1316146850586,37.30064010620117,49.28012466430664,69.86605834960938,65.43030548095703,68.13982391357422,121.68000030517578,20.935138702392578,115.98737335205078,112.08999633789062,136.67127990722656
2010-07-01,77.78341674804688,37.19585037231445,48.925376892089844,69.82952117919922,65.53350830078125,68.10981750488281,117.04000091552734,20.55085563659668,118.74739074707031,113.12999725341797,138.85757446289062
2010-07-02,77.35950469970703,37.091041564941406,48.390655517578125,69.73149871826172,65.01104736328125,67.9884262084961,118.48999786376953,20.525793075561523,119.04240417480469,112.86000061035156,138.99534606933594
2010-07-06,77.86670684814453,37.204566955566406,47.75967788696289,69.94712829589844,65.54640197753906,68.1526870727539,116.51000213623047,20.458959579467773,119.72767639160156,113.19000244140625,138.49009704589844
2010-07-07,80.31920623779297,38.392311096191406,49.42610168457031,69.8555679321289,64.77877807617188,67.9384765625,117.7300033569336,20.39212989807129,119.92755126953125,112.8499984741211,138.93106079101562
2010-07-08,81.11396026611328,38.6019287109375,50.13795852661133,69.84254455566406,64.36601257324219,67.77425384521484,117.20999908447266,20.3670654296875,120.3938980102539,112.08999633789062,138.65542602539062
2010-07-09,81.7195053100586,38.96871566772461,50.91453552246094,69.7380599975586,63.99836349487305,67.59569549560547,118.36000061035156,20.417192459106445,119.91800689697266,111.73999786376953,137.81027221679688
2010-07-12,81.77250671386719,39.08226013183594,50.34019088745117,69.81639099121094,63.9725341796875,67.70995330810547,117.33999633789062,20.47566795349121,119.4231185913086,111.7699966430664,137.48878479003906
2010-07-13,83.00634002685547,39.58881378173828,51.933807373046875,69.64002227783203,63.42432403564453,67.37433624267578,118.36000061035156,20.30023193359375,120.61280822753906,111.9800033569336,138.65542602539062
2010-07-14,82.9987564086914,39.789669036865234,51.74774169921875,69.87516784667969,64.0628890991211,67.70995330810547,118.30000305175781,20.25846290588379,120.8411865234375,112.19999694824219,139.51898193359375
2010-07-15,83.02146911621094,39.82461166381836,51.270477294921875,69.9732666015625,64.70145416259766,68.059814453125,118.2300033569336,20.024553298950195,122.68754577636719,113.27999877929688,141.28269958496094
2010-07-16,80.73550415039062,38.724178314208984,49.40182876586914,70.18883514404297,65.01750183105469,68.45258331298828,116.66999816894531,20.057968139648438,122.6019058227539,114.29000091552734,139.91400146484375
2010-07-19,81.21235656738281,39.05607223510742,49.61214065551758,70.12348175048828,64.61759185791016,68.27408599853516,115.7300033569336,20.074674606323242,122.75419616699219,114.04000091552734,139.34446716308594
2010-07-20,82.11312103271484,39.52768325805664,50.44535446166992,70.07119750976562,64.71435546875,68.34547424316406,116.6500015258789,20.108091354370117,122.28783416748047,113.25,139.77618408203125
2010-07-21,81.04582977294922,38.9861946105957,49.53935623168945,70.37825775146484,65.81088256835938,68.78111267089844,115.8499984741211,20.241756439208984,121.126708984375,113.80000305175781,138.70135498046875
2010-07-22,82.85491943359375,39.973087310791016,51.30282974243164,70.31295013427734,65.04972076416016,68.40260314941406,116.86000061035156,20.074674606323242,122.22120666503906,113.95999908447266,139.61077880859375
2010-07-23,83.57403564453125,40.226348876953125,52.564781188964844,70.18883514404297,64.35958099365234,68.18125915527344,116.08999633789062,20.041261672973633,122.50670623779297,113.36000061035156,141.0438232421875
2010-07-26,84.44449615478516,40.55820846557617,53.76200866699219,70.17579650878906,64.24992370605469,68.15978240966797,115.5199966430664,19.932659149169922,123.25859832763672,113.95999908447266,141.57666015625
2010-07-27,84.43693542480469,40.54076385498047,53.56785583496094,70.14964294433594,63.63068389892578,67.92412567138672,113.51000213623047,19.966075897216797,123.32520294189453,112.5999984741211,142.57794189453125
2010-07-28,83.89195251464844,40.21761703491211,52.702274322509766,70.28028869628906,63.837066650390625,68.21693420410156,113.77999877929688,19.957721710205078,123.19200134277344,113.2300033569336,142.5504150390625
2010-07-29,83.48320770263672,39.92066955566406,52.564781188964844,70.34562683105469,63.81778335571289,68.35985565185547,114.29000091552734,19.82405662536621,124.01994323730469,114.0199966430664,142.75247192382812
2010-07-30,83.46806335449219,40.008026123046875,52.59711456298828,70.46327209472656,64.81106567382812,68.75968170166016,115.48999786376953,19.832408905029297,123.61076354980469,114.5999984741211,143.4414825439453
2010-08-02,85.35287475585938,40.759071350097656,53.511234283447266,70.36761474609375,63.90126419067383,68.54700469970703,115.54000091552734,19.64862060546875,124.92412567138672,114.5,145.2786865234375
2010-08-03,84.94410705566406,40.58441162109375,53.082489013671875,70.4134750366211,64.2701187133789,68.86918640136719,115.98999786376953,19.565082550048828,125.50458526611328,115.38999938964844,145.81149291992188
