date,transaction_cost_mean,transaction_cost_sd
2019-01-03,14.202953720092774,6.601682246168582
2019-01-04,5.679234652300844,1.7702093365444669
2019-01-07,4.488808448782653,1.9185234604637007
2019-01-08,4.258356828212504,1.1767777480786923
2019-01-09,5.9374312365005055,3.7197163350883167
2019-01-10,16.69689659306128,7.053489247226064
2019-01-11,13.669120644780756,7.977136523983742
2019-01-14,13.587405092591927,7.509033325336978
2019-01-15,25.58606514264685,4.578254796124626
2019-01-16,21.202787576721555,9.957814278568936
2019-01-17,13.953496391379526,6.721430858176211
2019-01-18,35.61920557401506,16.554064711854426
2019-01-22,49.60856373160392,20.65442859955689
2019-01-23,38.55970618807408,21.905547938515095
2019-01-24,38.14281280892594,17.644429196677883
2019-01-25,25.95339257019388,15.867794411026471
2019-01-28,39.64030978697446,17.253543726960075
2019-01-29,46.28430929891363,36.1150979457868
2019-01-30,47.834420802990195,41.579569800190434
2019-01-31,30.848090814995736,17.476833806177467
2019-02-01,40.8128665581542,17.75720062596883
2019-02-04,50.20987229192981,16.28191793516066
2019-02-05,38.310295767379635,9.570648771266587
2019-02-06,36.70934919021162,12.08681910464124
2019-02-07,50.86570993141513,12.410841209770245
2019-02-08,53.07946796827721,36.2202753551944
2019-02-11,33.78397702966383,15.70901723325399
2019-02-12,42.988338803044876,11.354208157560862
2019-02-13,41.64155520439368,30.87748167505842
2019-02-14,63.46050146825887,33.67767747876808
2019-02-15,48.63913062639692,31.12652469778004
2019-02-19,35.43224401543414,12.318206470971578
2019-02-20,39.516089841526174,20.276747391497615
2019-02-21,42.3310100641488,14.517673526442108
2019-02-22,43.83807697615433,21.78243782337004
2019-02-25,37.38215278986415,25.83260242264622
2019-02-26,24.439200066550747,11.166960049338908
2019-02-27,21.62893574404189,15.173134661627568
2019-02-28,26.881378643403202,6.084842858685684
2019-03-01,27.09361625492279,9.908039030473097
2019-03-04,30.894688791335863,11.344343201272046
2019-03-05,25.297621030705113,9.29727868757708
2019-03-06,24.97503157802135,6.48134241355217
2019-03-07,30.452805569359306,17.517233756652058
2019-03-08,25.975664355931663,5.020943624285222
2019-03-11,21.697525258606472,12.792609947958644
2019-03-12,32.37548265326591,8.511705581135692
2019-03-13,31.65862729937576,15.166162486716072
2019-03-14,28.671425833652915,11.536383663882248
2019-03-15,40.94588071145159,21.913167636503896
2019-03-18,29.935721040360466,16.69654421829742
2019-03-19,34.51287070668651,19.55402653018679
2019-03-20,37.14993797645648,10.700896866776603
2019-03-21,49.31966714426245,9.05622343625518
2019-03-22,30.79501067444229,16.18875961043195
2019-03-25,37.270575606145925,29.849442675487776
2019-03-26,35.115748829112,16.2590426161237
2019-03-27,41.89461040103222,14.925526442116816
2019-03-28,37.591178514051656,21.559642677708748
2019-03-29,37.97629719394499,17.689250784191447
2019-04-01,37.78623955920081,14.734195412033294
2019-04-02,38.942750607440246,15.094530552601183
2019-04-03,42.469170212664935,17.647945911042953
2019-04-04,51.83001000635445,18.548890421592944
2019-04-05,62.751921765090685,32.81361912069947
2019-04-08,46.026077601841976,17.656954371008634
2019-04-09,53.45133663667447,16.237087357382713
2019-04-10,50.836329054460684,15.86964469349022
2019-04-11,57.48189827779343,20.238034096644846
2019-04-12,42.45700550195987,21.903325676913916
2019-04-15,45.35021527554887,17.15030370888739
2019-04-16,35.43964536276442,20.45116851955656
2019-04-17,54.8729519211037,28.491355442874145
2019-04-18,33.344709996019745,20.710917518019727
2019-04-22,47.88825643633409,20.10116006905197
2019-04-23,37.5328566901703,10.2633517267504
2019-04-24,35.68214262104152,20.95501752485143
2019-04-25,27.17846945209459,13.721412530876599
2019-04-26,46.32174791179654,7.5254527384207766
2019-04-29,35.74110913376843,6.7124073711602605
2019-04-30,30.97980356792916,13.252874247102778
2019-05-01,31.848490102704055,27.96853747464264
2019-05-02,37.84469357257444,20.182708825349444
2019-05-03,37.54138447579782,11.779089033376396
2019-05-06,35.94053188881051,10.684655468953459
2019-05-07,55.80921526136048,41.7252803195209
2019-05-08,36.48503766223642,15.108993754217291
2019-05-09,63.2989943248247,24.339656449101728
2019-05-10,54.72005583817203,13.755609683951311
2019-05-13,35.100097704892065,8.714264636773406
2019-05-14,42.37426998143443,24.166574150415524
2019-05-15,51.90022586220706,24.6066057782676
2019-05-16,42.97660952539875,20.418944144375995
2019-05-17,35.37093558026966,12.686559735223387
2019-05-20,43.42855277101914,17.636697116560185
2019-05-21,38.7104412781493,25.03011836635945
2019-05-22,33.966794497416856,17.56832542608522
2019-05-23,46.10508759695006,29.964022801897396
