model_class,train_start_date,train_end_date,test_end_date,lookback_period,step_years,total_timesteps,eval_episodes,initial_capital,learning_rate,batch_size,gamma,ent_coef,buffer_size,tau,verbose,num_iterations,mean_annualized_return,std_annualized_return,mean_sharpe_ratio,std_sharpe_ratio,mean_max_drawdown,std_max_drawdown,mean_volatility,std_volatility,mean_sortino_ratio,std_sortino_ratio,min_return,max_return,min_sharpe,max_sharpe,final_portfolio_value,total_return
SAC,2010-01-01,2018-12-31,2024-12-31,21,1,30000,10,1000000,0.0001,128,0.99,auto,60000,0.01,1,6,0.05092288848156542,0.09336546431952146,0.4260981078489119,1.2538291534101078,-0.08000893352883502,0.046101149709672426,0.07205007510699424,0.014301060233516063,0.525502966874253,1.9683656411821622,-0.12142571524076518,0.15334643800368708,-1.6975556977585942,2.2430089177366797,1311420.9124735633,31.142091247356333
