model_class,train_start_date,train_end_date,test_end_date,lookback_period,step_years,total_timesteps,eval_episodes,initial_capital,learning_rate,batch_size,gamma,ent_coef,buffer_size,tau,verbose,num_iterations,mean_annualized_return,std_annualized_return,mean_sharpe_ratio,std_sharpe_ratio,mean_max_drawdown,std_max_drawdown,mean_volatility,std_volatility,mean_sortino_ratio,std_sortino_ratio,min_return,max_return,min_sharpe,max_sharpe,final_portfolio_value,total_return
SAC,2010-01-01,2018-12-31,2024-12-31,21,1,30000,10,1000000,0.0001,128,0.99,auto,60000,0.01,1,6,0.051301132073626944,0.09490152216431881,0.4298108311743712,1.2650737447828289,-0.08082600267578435,0.04694764570541342,0.07236378846011467,0.014270027497421942,0.5259509110718467,1.980452168871781,-0.12552209105232945,0.15448154570153938,-1.7492369417643907,2.2501004063560446,1313073.3927594582,31.307339275945818
