model_class,train_start_date,train_end_date,test_end_date,lookback_period,step_years,total_timesteps,eval_episodes,initial_capital,learning_rate,batch_size,gamma,ent_coef,buffer_size,tau,verbose,num_iterations,mean_annualized_return,std_annualized_return,mean_sharpe_ratio,std_sharpe_ratio,mean_max_drawdown,std_max_drawdown,mean_volatility,std_volatility,mean_sortino_ratio,std_sortino_ratio,min_return,max_return,min_sharpe,max_sharpe,final_portfolio_value,total_return
SAC,2010-01-01,2018-12-31,2024-12-31,21,1,100000,10,1000000,0.05,128,0.99,0.01,200000,0.01,1,6,0.06406019850162004,0.062307483592114195,0.7333251367006558,1.1715830263992684,-0.05696236715295616,0.04222456872467917,0.05931914549205187,0.022678427948328313,1.0739541532811068,2.002186924427618,-0.05916961830611811,0.13251667338983975,-1.4770032534777093,2.4871860475613627,1067169.3100447736,6.716931004477362
