iteration,train_start_date,train_end_date,test_start_date,test_end_date,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown
0,2010-01-01,2018-12-31,2019-01-01,2019-12-31,0.15335524324703065,0.056092428078618715,2.3023451927399554,3.5191162256274806,-0.03185052643740515
1,2011-01-01,2019-12-31,2020-01-01,2020-12-31,0.1503740875504933,0.09245418534189052,1.3645999472369843,1.5333876827144297,-0.09937805120596935
2,2012-01-01,2020-12-31,2021-01-01,2021-12-31,0.005335194600495585,0.05333656517029779,-0.3539019891953447,-0.5121470700950851,-0.055196992031566305
3,2013-01-01,2021-12-31,2022-01-01,2022-12-31,-0.12275272794189088,0.08564943639480885,-1.7158763120817142,-3.0039751433682738,-0.16883090155300012
4,2014-01-01,2022-12-31,2023-01-01,2023-12-31,0.06717060860595314,0.07826085277069672,0.5489270302319958,1.0030637553445005,-0.08666801902159069
5,2015-01-01,2023-12-31,2024-01-01,2024-12-31,0.053276051382818546,0.06792040694311278,0.4279264742340395,0.6353193902174985,-0.03929971075764459
