date,portfolio_values_0,portfolio_values_25,portfolio_values_50,portfolio_values_75,portfolio_values_100,sac_mean,sac_sd
2020-07-15,1102319.928807593,1100917.8946261315,1097329.0189713822,1098271.8773565183,1105446.3034758398,1100857.004647493,2909.8138931881294
2020-07-16,1104286.730774264,1102690.3047005297,1099253.5768791323,1100185.9083049402,1107377.5219211443,1102758.808516002,2918.157536633773
2020-07-17,1101623.667815384,1099979.1410457834,1096665.4456391628,1097560.9713401548,1104745.7866782998,1100115.002503757,2903.8322670631474
2020-07-20,1104441.3172178045,1102843.4463319224,1099464.40624313,1100409.0370296673,1107604.465634346,1102952.534491374,2915.656207645501
2020-07-21,1106776.36305336,1105401.7671063768,1102058.6090615287,1103028.210909886,1110240.8974795684,1105501.1695221441,2900.612601352976
2020-07-22,1111002.0255287047,1109844.963884649,1106343.2838094004,1107362.558142791,1114591.514796399,1109828.8692323887,2908.310287208906
2020-07-23,1115624.5563245458,1114419.316252305,1110935.6566570662,1112004.117760504,1119248.9150097566,1114446.5124008353,2923.7988154979453
2020-07-24,1118150.9627070904,1116625.32466542,1113491.5201911991,1114590.5964244646,1121848.8607821832,1116941.4529540713,2935.100169332607
2020-07-27,1120464.5084585955,1118963.119904337,1115796.7929073365,1116870.255628558,1124125.8265830197,1119244.1006963693,2929.800824024847
2020-07-28,1126881.1560531536,1125375.230974041,1122161.7479037698,1123294.3255385328,1130557.2229206315,1125653.9366780259,2945.8142305891606
2020-07-29,1129639.5740723943,1128063.1468081689,1124889.2557234706,1126045.4969060712,1133305.4021778873,1128388.5751375984,2952.332706106139
2020-07-30,1133868.4673715534,1132327.642839366,1128999.1162973547,1130252.390530404,1137538.629031795,1132597.2492140946,2984.990466883658
2020-07-31,1133494.546186027,1131950.8921096972,1128754.9170280069,1129884.6277789888,1137178.8874239274,1132252.7741053295,2957.7979722655623
2020-08-03,1134623.0770145082,1133101.4011278192,1129718.906731385,1131209.2273385655,1138503.267422152,1133431.175926886,3032.27603842819
2020-08-04,1135132.0054911724,1133587.9068924843,1130164.1810471597,1131735.811037014,1139034.7588711588,1133930.932667798,3053.400113617855
2020-08-05,1143683.589916286,1142041.227432507,1138652.8293334155,1140324.0010586272,1147658.8110729076,1142472.0917627485,3090.5173750271747
2020-08-06,1145271.5600602543,1143610.3236284791,1140187.0544268484,1141887.0961754292,1149220.8769018543,1144035.3822385732,3099.126499107169
2020-08-07,1151396.0542299866,1149761.1505255073,1146284.0389375957,1148019.0403564728,1155382.8884784775,1150168.634505608,3116.789521300236
2020-08-10,1145383.9262406242,1143694.2413714486,1140298.6750667868,1141991.8911406333,1149334.31346201,1144140.6094563005,3101.5187455725204
2020-08-11,1144178.268202234,1142459.8533159725,1139082.7657403292,1140762.9578780034,1148102.2261701336,1142917.2142613349,3099.2773543505855
2020-08-12,1126189.6601175177,1124275.0760073017,1121113.4123561727,1122671.561715554,1129991.4728398563,1124848.2366072803,3074.6588370809927
2020-08-13,1125595.621426773,1123754.7071345286,1120443.344151431,1122060.9695773849,1129369.6320920049,1124244.8548764244,3083.796211923216
2020-08-14,1127948.6686951586,1126256.2694129483,1122764.2357624047,1124446.8995271202,1131740.0122513792,1126631.217129802,3088.7162477919046
2020-08-17,1126834.690674291,1125110.3736476286,1121667.4909352856,1123328.8720928398,1130618.9777152494,1125512.0810130588,3083.4504408440575
2020-08-18,1134170.8565910645,1132479.050607403,1128966.8695757417,1130683.6973771353,1138006.706819951,1132861.436194259,3106.2777025208725
2020-08-19,1139593.47528586,1137905.98062677,1134370.5195413043,1136117.1555932343,1143499.4474675204,1138297.315702938,3132.672146946781
2020-08-20,1128657.8485932336,1126849.385064252,1123464.105301464,1125146.8258475857,1132455.1623427237,1127314.6654298517,3097.4724243169735
2020-08-21,1133495.149836272,1131632.625930333,1128278.6471010328,1129995.2904598976,1137334.3376657006,1132147.210198647,3117.1964518644118
2020-08-24,1133781.9325513225,1131875.9063990195,1128553.1004687515,1130269.427910952,1137625.8503633183,1132421.2435386728,3125.0485016799917
2020-08-25,1134075.071194192,1132130.9829511258,1128822.5333297066,1130517.6585996111,1137889.651769071,1132687.1795687412,3128.693868854071
2020-08-26,1132607.2550507912,1130586.063931025,1127305.8836180991,1129032.673454848,1136390.933501871,1131184.5619113268,3135.7082125674037
2020-08-27,1137413.3991863427,1135593.704920171,1132204.2391204664,1133966.9451887528,1141345.5173043248,1136104.7611440117,3137.6286025067707
2020-08-28,1129913.7039159518,1127904.1124775356,1124671.2022577145,1126645.5845394237,1133504.452472151,1128527.8111325554,3016.3841533766813
2020-08-31,1137722.450263634,1135757.9282967988,1132368.5141936033,1134436.109118152,1141254.903347581,1136307.981043954,3026.503760044412
2020-09-01,1137855.8734279694,1135912.0086101608,1132541.9399809332,1134605.5311931306,1141421.0437720958,1136467.279396858,3021.6120339801287
2020-09-02,1142872.281701596,1140908.2209489234,1137549.2170856053,1139638.5516439874,1146495.074039423,1141492.6690839068,3041.628875463493
2020-09-03,1144723.8338540432,1142776.9400837703,1139451.8149200252,1141509.809038418,1148409.4077523842,1143374.3611297284,3046.0665226027936
2020-09-04,1135797.2062776997,1133665.9949572938,1130416.4681979094,1132581.2076036592,1139438.6086034738,1134379.8971280071,3067.671306255067
2020-09-08,1130050.499806893,1127820.0772705844,1124673.4664073624,1126846.368755707,1133647.7615063193,1128607.634749373,3055.641422890348
2020-09-09,1124985.6761502088,1123785.8281206056,1119731.369194193,1121911.58157025,1128667.5593687606,1123816.4028808034,3007.2478617844527
2020-09-10,1130677.4552498553,1129424.7731527528,1125557.2814741284,1127756.6234055469,1134549.1429893563,1129593.0552543278,3014.1997211025227
2020-09-11,1127359.8295191582,1125956.2048606516,1122235.1652346926,1124434.423597424,1131200.0738712363,1126237.1394166327,3007.844988342469
2020-09-14,1127986.9218614337,1126587.4464924014,1122878.828228112,1125079.082402347,1131850.0496590552,1126876.46572867,3008.8161945164693
2020-09-15,1133590.251853922,1132191.0232507263,1128425.3706370874,1130638.1442376417,1137443.513652695,1132457.6607264145,3025.9739333131265
2020-09-16,1134209.602669942,1132796.2157581386,1129022.596585082,1131221.9711671355,1138037.4169549004,1133057.5606270398,3028.0288816473717
2020-09-17,1134132.2124281994,1132717.771355328,1128948.207880049,1131149.5671443592,1137957.548051069,1132981.061371801,3025.827769303543
2020-09-18,1132408.2227566498,1130920.976088221,1127242.0422685284,1129428.6103694304,1136228.810591102,1131245.7324147862,3020.5756369542023
2020-09-21,1129480.6855230774,1128000.9771246267,1124131.5337982366,1126549.0484284805,1133320.0959710418,1128296.4681690927,3070.0708804447377
2020-09-22,1123223.689890809,1121519.1370460114,1117841.2686008485,1120309.4386559734,1127062.0225075514,1121991.1113402387,3082.381140066454
2020-09-23,1123902.012186471,1122208.8154292072,1118467.2457828317,1120941.8923191682,1127711.4796081518,1122646.289065166,3091.722820683747
2020-09-24,1113145.742853557,1111432.8562501366,1107845.2897918166,1110196.2407911962,1116910.172288445,1111906.0603950303,3040.237213512067
2020-09-25,1115300.7756213497,1113624.979587342,1109958.4448043602,1112388.8512513367,1119114.8726011086,1114077.5847730995,3062.4973781937438
2020-09-28,1117622.9922660177,1116207.814333471,1112282.8902752486,1114948.936298939,1121705.869118863,1116553.7004585078,3118.4275433338153
2020-09-29,1123173.071432086,1121959.8299209075,1117852.0372980598,1120643.024280947,1127174.7003245656,1122160.532651313,3068.3336743968616
2020-09-30,1123792.8480658715,1122476.4473002874,1118432.109021552,1121174.3038521288,1127653.7700974075,1122705.8956674493,3043.8987902908666
2020-10-01,1121723.658639782,1120376.8819664237,1116406.0934689965,1119670.9278066943,1126151.415157692,1120865.7954079178,3169.523364341526
2020-10-02,1125354.7365659485,1124031.2121687825,1120030.7685716136,1123434.043405787,1129930.4559284968,1124556.2433281257,3210.441236984176
2020-10-05,1122399.4734572142,1121136.478336568,1117065.9087408504,1120533.369281168,1127005.549682357,1121628.1558996316,3217.62951170343
2020-10-06,1122147.5271764847,1120952.5064753944,1115570.1451391925,1120489.2822831394,1126959.2531972362,1121223.7428542892,3642.1319305028787
2020-10-07,1117879.3001390388,1116669.2272416933,1110553.0872020426,1115846.78591635,1122735.9124553346,1116736.8625908918,3907.163982078273
2020-10-08,1119077.1907981732,1117097.4504660254,1111554.7404442837,1116911.9920099934,1123885.251209806,1117705.3249856564,3972.4572442242206
2020-10-09,1123223.5088329304,1121133.756605497,1115645.6399944224,1121056.4757234645,1128047.8098853135,1121821.4382083255,3998.3012259043167
2020-10-12,1130189.5435545642,1128110.3589056188,1122553.647994121,1128017.2398853973,1135054.0499616803,1128784.9680602762,4028.5996086626737
2020-10-13,1134410.887631544,1132221.19327002,1126748.903005344,1132234.5614854489,1139315.790515254,1132986.2671815222,4053.332467703977
2020-10-14,1130619.9356704217,1128392.5611636422,1123030.0350961275,1128459.0768519233,1135551.788901266,1129210.679536676,4040.550972149608
2020-10-15,1131278.609196606,1129039.7855369246,1123705.1951950225,1129111.3953604423,1136233.7203649797,1129873.7411307949,4043.5282145535743
2020-10-16,1130629.3409354184,1128430.5017151826,1123033.6397299338,1128526.0461376295,1135646.5060804146,1129253.206919716,4065.8736249949807
2020-10-19,1128987.595371141,1126814.2184502173,1121390.1119069827,1126931.1807907938,1134044.2946990791,1127633.480243643,4076.180377642761
2020-10-20,1124926.7932646037,1122652.850024113,1117282.355383381,1122814.7672558972,1129887.912830196,1123512.9357516381,4066.611470292121
2020-10-21,1124654.4008678545,1122649.065091133,1117011.4103886993,1122548.5738418011,1129612.668623045,1123295.2237625066,4055.090371845411
2020-10-22,1127080.512696121,1124987.570490622,1119417.6657410113,1124831.2056971877,1132038.573800684,1125671.105685125,4069.6250886734715
2020-10-23,1123133.305009485,1121014.818226942,1115365.1158933418,1120756.2653747415,1128009.5659511855,1121655.814091139,4082.7953541586694
2020-10-26,1125427.2208067763,1123340.841667129,1117718.918804883,1123109.4311327967,1130346.504678029,1123988.583417923,4074.162803877284
2020-10-27,1122675.9901831837,1120619.198544717,1115313.0016365664,1120524.086221701,1127696.5258376424,1121365.760484762,3992.4166061594947
2020-10-28,1124780.0194761315,1122613.50162779,1117627.7901563386,1122653.0845840452,1129836.9732335056,1123502.2738155623,3944.1512979084177
2020-10-29,1114221.34137085,1111887.220224717,1106772.370696707,1111819.770941745,1118929.4690998043,1112726.0344667647,3941.8163118070916
2020-10-30,1112800.7220482018,1110585.4681760129,1105161.6758276732,1110512.8048601844,1117622.396735848,1111336.613529584,4025.6035562108723
2020-11-02,1109057.0061015778,1106916.008175566,1101506.8642503188,1106827.5367322853,1113909.2364789536,1107643.3303477403,4002.7688344974636
2020-11-03,1115028.536691574,1112997.0492829874,1107309.1761071612,1112963.21149912,1119930.2581356426,1113645.646343297,4060.689143790026
2020-11-04,1119152.1182576087,1117169.7204539916,1111015.9038147014,1117258.022956989,1123753.6318131231,1117669.8794592828,4096.443609909917
2020-11-05,1129002.843970759,1126951.0309314171,1120834.0069316078,1127190.1636103855,1133232.9042448436,1127442.1899378027,3998.5209835382666
2020-11-06,1141114.6289956735,1138990.3739189948,1132642.1160035313,1139301.4237145546,1145157.961503038,1139441.3008271584,4048.013127243331
2020-11-09,1139154.7471081228,1136983.7458489474,1130640.2596907346,1137315.1826260632,1143147.7467252924,1137448.336399832,4049.162835642187
2020-11-10,1122575.4022527435,1119564.390682079,1113399.196238411,1120852.654828187,1126653.5070119903,1120609.0302026821,4325.150850919408
2020-11-11,1121772.5613770788,1118696.439362537,1112522.5683511056,1120058.236159071,1125812.556108893,1119772.4722717372,4342.432126551925
2020-11-12,1123175.077161129,1119966.4796063984,1113947.3492594473,1121448.5805565289,1127195.1853775738,1121146.5343922155,4336.200924006285
2020-11-13,1126591.4084188575,1123369.5822629635,1116896.0920583082,1124977.4824873128,1130734.9105803506,1124513.8951615584,4529.290971299645
2020-11-16,1132084.3320247007,1128769.0305552536,1122259.1323420468,1130450.09291717,1136238.1699867772,1129960.1515651897,4580.17831072696
2020-11-17,1134585.8080240805,1131259.119458458,1124733.4968404043,1132930.1350659498,1138739.825868436,1132449.6770514657,4589.482149596423
2020-11-18,1134642.8391815035,1131343.6188127268,1124712.5932523734,1133036.8564375602,1138851.305419609,1132517.4426207547,4630.301398476266
2020-11-19,1132264.6770169532,1128811.7234975745,1122315.487195786,1130641.5226243078,1136258.4402779017,1130058.3701225047,4585.958802889873
2020-11-20,1134117.4901875015,1130701.670095512,1124188.3143750776,1132506.1605282838,1138203.6148718894,1131943.4500116527,4602.540689464491
2020-11-23,1135104.9598610513,1131989.1290476343,1124792.381744827,1133547.6310283237,1139244.8227555174,1132935.7848874708,4734.866557977106
