metric,mean,std,min,max
cumulative_return,0.07057037807000088,0.002254372359968461,0.06706587559981236,0.07297503409363726
annualized_return,0.011483246134862669,0.00035678259829308347,0.010928388156603797,0.011863621336493102
annualized_volatility,0.08995611750055696,0.001285142200532201,0.08858635804316309,0.09219256435657307
sharpe_ratio,-0.1415534482503685,0.005431448165418154,-0.1487942181654649,-0.13393151455101782
sortino_ratio,-0.14048764178556739,0.006530462529817298,-0.15019207700245094,-0.13163810163367598
max_drawdown,-0.21659121099160394,0.004484010928682957,-0.22481614293253685,-0.21143421445703248
final_portfolio_value,1072287.0712022781,2251.6604952133225,1068784.9940288032,1074684.9085919398
