model_class,train_start_date,train_end_date,test_end_date,lookback_period,step_years,total_timesteps,eval_episodes,initial_capital,learning_rate,batch_size,gamma,ent_coef,buffer_size,tau,verbose,num_iterations,mean_annualized_return,std_annualized_return,mean_sharpe_ratio,std_sharpe_ratio,mean_max_drawdown,std_max_drawdown,mean_volatility,std_volatility,mean_sortino_ratio,std_sortino_ratio,min_return,max_return,min_sharpe,max_sharpe,final_portfolio_value,total_return
SAC,2010-01-01,2018-12-31,2024-12-31,21,1,30000,10,1000000,0.0001,128,0.99,auto,60000,0.01,1,6,0.051116674655868354,0.09433131202693137,0.4230551828331295,1.2600538864562405,-0.0802101261614453,0.045868665853693404,0.07233465146826841,0.014514767963085654,0.5117924787477218,1.9673314828250585,-0.12295719822321285,0.1550022674176661,-1.7143559600465956,2.2377317812321635,1312176.008119273,31.217600811927298
