model_class,train_start_date,train_end_date,test_end_date,lookback_period,step_years,total_timesteps,eval_episodes,initial_capital,learning_rate,batch_size,gamma,ent_coef,buffer_size,tau,verbose,num_iterations,mean_annualized_return,std_annualized_return,mean_sharpe_ratio,std_sharpe_ratio,mean_max_drawdown,std_max_drawdown,mean_volatility,std_volatility,mean_sortino_ratio,std_sortino_ratio,min_return,max_return,min_sharpe,max_sharpe,final_portfolio_value,total_return
SAC,2010-01-01,2018-12-31,2024-12-31,21,1,30000,10,1000000,0.0001,128,0.99,auto,60000,0.01,1,6,0.051126409574150065,0.09389148269179054,0.42900339052765263,1.2657397729006739,-0.08020403350119604,0.04636939578350359,0.07228564578323757,0.014499466954673749,0.5291274734067583,1.9896201649454592,-0.12275272794189088,0.15335524324703065,-1.7158763120817142,2.3023451927399554,1312521.9124523317,31.252191245233174
