iteration,mean_annualized_return,std_annualized_return,mean_sharpe_ratio,std_sharpe_ratio,mean_max_drawdown,std_max_drawdown,mean_annualized_volatility,std_annualized_volatility,mean_final_portfolio_value,std_final_portfolio_value
0,0.12584841120632134,0.0005728404210134233,2.2575114105486516,0.014596996406765917,-0.02456619294251102,0.000373345104250511,0.04502232563521637,0.0001549083550696794,1124789.744827305,567.7596878716671
1,0.14302727016767736,0.005404942906748547,1.419236711873276,0.06983377772012177,-0.09042183292515327,0.001401021646794035,0.08373412347348319,0.0004356153976278141,1142421.0305871768,5380.667021222527
2,0.013760133746846658,0.001963150605485032,-0.1840272853691159,0.03428977181791836,-0.05801445753800862,0.0006538089604449168,0.05677353309890143,0.00011785243306320342,1013650.169401655,1947.3606649515548
3,-0.1296501370430233,0.002600482793913717,-1.607657870065473,0.02738361265432625,-0.1827532098865242,0.0021927530785302934,0.09570549214678623,8.406279457938652e-05,871309.5419300891,2582.6836509509467
4,0.07121901632435815,0.0005213621337688654,0.6432156597129053,0.006891932041280354,-0.07691801303651709,0.0001353986048391563,0.07308237969763828,6.947662564142797e-05,1070342.0294746268,514.7348140978129
5,0.06326227350324194,0.00018731429175503553,0.5809491119085468,0.002744022658070735,-0.0376450400683454,6.930751009782374e-05,0.06721958867858008,5.140795475024555e-05,1062486.099365828,184.94938885708177
